Date ,Report Type ,Street ,Zip ,Area ,ED ,N#
2/11/2004,CITIZEN REQUESTED ASSISTANCE ,BIG BETHEL ROAD ,23693,100,4,197
2/24/2004,POSSESSION OF MARIJUANA ,BIG BETHEL ROAD ,23693,100,4,197
2/27/2004,CITIZEN REQUESTED ASSISTANCE ,BIG BETHEL ROAD ,23693,100,4,197
2/27/2004,CITIZEN REQUESTED ASSISTANCE ,BIG BETHEL ROAD ,23693,100,4,197
2/27/2004,INHALING DRUGS ,BIG BETHEL ROAD ,23693,100,4,197
3/5/2004,DISORDERLY CONDUCT ,BIG BETHEL ROAD ,23693,100,4,197
3/5/2004,DISORDERLY CONDUCT ,BIG BETHEL ROAD ,23693,100,4,197
3/10/2004,THREATS TO BOMB OR DAMAGE BUILDING ,BIG BETHEL ROAD ,23693,100,4,197
3/11/2004,DEAD ON ARRIVAL ,BIG BETHEL ROAD ,23693,100,4,197
3/20/2004,"DAMAGE PROPERTY, PRIVATE ",BIG BETHEL ROAD ,23693,100,4,197
3/24/2004,CITIZEN REQUESTED ASSISTANCE ,BIG BETHEL ROAD ,23693,100,4,197
3/24/2004,CITIZEN REQUESTED ASSISTANCE ,BIG BETHEL ROAD ,23693,100,4,197
3/24/2004,DISORDERLY CONDUCT ,BIG BETHEL ROAD ,23693,100,4,197
4/2/2004,"ASSAULT, SIMPLE ",BIG BETHEL ROAD ,23693,100,4,197
4/18/2004,GAS THEFT ,BIG BETHEL ROAD ,23693,100,4,197
4/26/2004,DRINKING OR POSSESS ALCOHOL ON SCHOOL GROUNDS ,BIG BETHEL ROAD ,23693,100,4,197
4/26/2004,DRUNK IN PUBLIC ,BIG BETHEL ROAD ,23693,100,4,197
4/26/2004,UNLAWFUL PURCHASE OR POSSESS ALCOHOLIC BEVERAGE ,BIG BETHEL ROAD ,23693,100,4,197
4/27/2004,DISORDERLY CONDUCT ,BIG BETHEL ROAD ,23693,100,4,197
5/2/2004,CITIZEN REQUESTED ASSISTANCE ,BIG BETHEL ROAD ,23693,100,4,197
5/5/2004,GRAND LARCENY ,BIG BETHEL ROAD ,23693,100,4,197
5/6/2004,GRAND LARCENY ,BIG BETHEL ROAD ,23693,100,4,197
5/14/2004,CITIZEN REQUESTED ASSISTANCE ,BIG BETHEL ROAD ,23693,100,4,197
5/26/2004,"ASSAULT, SIMPLE ",BIG BETHEL ROAD ,23693,100,4,197
6/1/2004,ARSON ,BIG BETHEL ROAD ,23693,100,4,197
6/2/2004,POSSESSION OF CONTROLLED SUBSTANCES ,BIG BETHEL ROAD ,23693,100,4,197
6/3/2004,"ASSAULT, AGGRAVATED ",BIG BETHEL ROAD ,23693,100,4,197
6/3/2004,PETIT LARCENY ,BIG BETHEL ROAD ,23693,100,4,197
6/6/2004,CITIZEN REQUESTED ASSISTANCE ,BIG BETHEL ROAD ,23693,100,4,197
6/9/2004,UNLAWFUL PURCHASE OR POSSESS ALCOHOLIC BEVERAGE ,BIG BETHEL ROAD ,23693,100,4,197
6/19/2004,TRESPASS ON CHURCH OR SCHOOL PROPERTY ,BIG BETHEL ROAD ,23693,100,4,197
6/24/2004,POSSESS WEAPON ON SCHOOL PROPERTY ,BIG BETHEL ROAD ,23693,100,4,197
6/24/2004,POSSESSION OF MARIJUANA ,BIG BETHEL ROAD ,23693,100,4,197
6/28/2004,RESISTING ARREST/OBS JUSTICE W/O THREAT OF FORCE ,BIG BETHEL ROAD ,23693,100,4,197
6/28/2004,TRESPASSING ,BIG BETHEL ROAD ,23693,100,4,197
7/5/2004,CITIZEN REQUESTED ASSISTANCE ,BIG BETHEL ROAD ,23693,100,4,197
7/12/2004,CITIZEN REQUESTED ASSISTANCE ,BIG BETHEL ROAD ,23693,100,4,197
7/18/2004,"ASSAULT, SIMPLE ",BIG BETHEL ROAD ,23693,100,4,197
8/5/2004,"ASSAULT, SIMPLE ",BIG BETHEL ROAD ,23693,100,4,197
10/1/2015,POSSESSION OF MARIJUANA ,BIG BETHEL ROAD ,23693,100,2,197
10/1/2015,POSSESSION OF MARIJUANA ,BIG BETHEL ROAD ,23693,100,5,197
10/6/2015,"ASSAULT, SIMPLE ",BIG BETHEL ROAD ,23693,100,4,197
10/6/2015,DISORDERLY CONDUCT ,BIG BETHEL ROAD ,23693,100,5,197
10/9/2015,CITIZEN REQUESTED ASSISTANCE ,BIG BETHEL ROAD ,23693,100,5,197
10/11/2015,"ASSAULT, SIMPLE ",BIG BETHEL ROAD ,23693,100,2,197
10/11/2015,"DAMAGE PROPERTY, PRIVATE ",BIG BETHEL ROAD ,23693,100,2,197
10/11/2015,"LARCENY,FROM MOTOR VEHICLE ",BIG BETHEL ROAD ,23693,100,4,197
10/15/2015,"ASSAULT, SIMPLE ",BIG BETHEL ROAD ,23693,100,5,197
10/15/2015,POSSESSION OF MARIJUANA ,BIG BETHEL ROAD ,23693,100,4,197
10/16/2015,CITIZEN REQUESTED ASSISTANCE ,BIG BETHEL ROAD ,23693,100,2,197
10/22/2015,PETIT LARCENY ,BIG BETHEL ROAD ,23693,100,4,197
10/22/2015,PETIT LARCENY ,BIG BETHEL ROAD ,23693,100,5,197
10/22/2015,TRESPASSING ,BIG BETHEL ROAD ,23693,100,2,197
11/4/2015,"ASSAULT, SIMPLE ",BIG BETHEL ROAD ,23693,100,2,197
11/5/2015,TRESPASSING ,BIG BETHEL ROAD ,23693,100,2,197
11/17/2015,CITIZEN REQUESTED ASSISTANCE ,BIG BETHEL ROAD ,23693,100,5,197
12/4/2015,ATTEMPTED SUICIDE ,BIG BETHEL ROAD ,23693,100,4,197
12/8/2015,POSSESS WEAPON ON SCHOOL PROPERTY ,BIG BETHEL ROAD ,23693,100,4,197
12/14/2015,"ASSAULT, SIMPLE ",BIG BETHEL ROAD ,23693,100,5,197
12/14/2015,DISORDERLY CONDUCT ,BIG BETHEL ROAD ,23693,100,2,197
12/14/2015,PETIT LARCENY ,BIG BETHEL ROAD ,23693,100,4,197
5/26/2004,IMPERSONATING LAW ENFORCEMENT OFFICER ,BIG BETHEL ROAD & FIRST STREE T ,23693,100,4,197
7/14/2004,DRIVING W/SUSPENDED OR REVOKED LICENSE ,BIG BETHEL ROAD & FOURTH STR E ,23693,100,4,197
7/14/2004,ELUDING POLICE ,BIG BETHEL ROAD & FOURTH STR E ,23693,100,4,197
7/14/2004,RECKLESS DRIVING - EXCESSIVE SPEED ,BIG BETHEL ROAD & FOURTH STR E ,23693,100,4,197
6/8/2004,RECKLESS - GENERAL ,BIG BETHEL ROAD & HAMPTON H A ,23693,100,4,197
11/19/2015,RUNAWAY JUVENILE ,BIG BETHEL ROAD & HAMPTON H W ,23693,100,4,197
4/6/2004,VIOLATION OF COURT ORDER ,BIG BETHEL ROAD & POLARIS DRI V ,23693,100,4,197
1/31/2004,CITIZEN REQUESTED ASSISTANCE ,BIG BETHEL ROAD & RUNNING MAN ,23693,100,4,197
1/1/2004,ANNOYING PHONE CALLS ,BILL SOURS DRIVE ,23693,100,2,66
7/22/2004,"DAMAGE PROPERTY, PRIVATE ",BIRKDALE COURT ,23693,100,2,172
12/31/2015,GRAND LARCENY ,BIRKDALE COURT ,23693,100,2,172
7/14/2004,"DAMAGE PROPERTY, PRIVATE ",BLACKBERRY BEND ,23693,100,2,98
7/14/2004,PETIT LARCENY ,BLACKBERRY BEND ,23693,100,2,98
7/14/2004,TRESPASSING ,BLACKBERRY BEND ,23693,100,2,98
3/30/2004,"DAMAGE PROPERTY, PRIVATE ",BLACKSMITH ARCH ,23693,100,2,49
8/11/2004,"ASSAULT, SIMPLE ",BLACKSMITH ARCH ,23693,100,2,49
12/21/2015,"DAMAGE PROPERTY, PRIVATE ",BLACKSMITH ARCH ,23693,100,2,49
3/5/2004,CREDIT CARD THEFT ,BLACKWOOD COURT ,23693,100,5,224
3/20/2004,"DAMAGE PROPERTY, PRIVATE ",BLEVINS RUN ,23693,100,2,279
3/20/2004,"DAMAGE PROPERTY, PRIVATE ",BLEVINS RUN ,23693,100,2,279
3/20/2004,"DAMAGE PROPERTY, PRIVATE ",BLEVINS RUN ,23693,100,2,279
3/21/2004,"DAMAGE PROPERTY, PRIVATE ",BLEVINS RUN ,23693,100,2,279
3/21/2004,"DAMAGE PROPERTY, PRIVATE ",BLEVINS RUN ,23693,100,2,279
3/21/2004,"DAMAGE PROPERTY, PRIVATE ",BLEVINS RUN ,23693,100,2,279
3/22/2004,"DAMAGE PROPERTY, PRIVATE ",BLEVINS RUN ,23693,100,2,279
3/22/2004,"DAMAGE PROPERTY, PRIVATE ",BLEVINS RUN ,23693,100,2,279
5/3/2004,"ASSAULT, SIMPLE, DOMESTIC ",BLEVINS RUN ,23693,100,2,279
6/27/2004,TRESPASSING ,BLEVINS RUN ,23693,100,2,279
1/2/2004,"DAMAGE PROPERTY, PRIVATE ",BRANTLEY COURT ,23693,100,2,157
1/2/2004,PETIT LARCENY ,BRANTLEY COURT ,23693,100,2,157
8/11/2004,PETIT LARCENY ,BRANTLEY COURT ,23693,100,2,157
2/26/2004,CITIZEN REQUESTED ASSISTANCE ,BRASSIE DRIVE ,23693,100,2,206
3/20/2004,"DAMAGE PROPERTY, PRIVATE ",BRASSIE DRIVE ,23693,100,2,206
3/20/2004,"DAMAGE PROPERTY, PRIVATE ",BRASSIE DRIVE ,23693,100,2,206
3/20/2004,"DAMAGE PROPERTY, PRIVATE ",BRASSIE DRIVE ,23693,100,2,206
3/20/2004,"DAMAGE PROPERTY, PRIVATE ",BRASSIE DRIVE ,23693,100,2,206
3/20/2004,"DAMAGE PROPERTY, PRIVATE ",BRASSIE DRIVE ,23693,100,2,206
3/23/2004,"DAMAGE PROPERTY, PRIVATE ",BRASSIE DRIVE ,23693,100,2,206
3/26/2004,"ASSAULT, SIMPLE ",BRASSIE DRIVE ,23693,100,2,206
6/24/2004,CITIZEN REQUESTED ASSISTANCE ,BRASSIE DRIVE ,23693,100,2,206
3/19/2004,"DAMAGE PROPERTY, PRIVATE ",BRASSIE PLACE ,23693,100,2,206
1/28/2004,CITIZEN REQUESTED ASSISTANCE ,BRENTMEADE DRIVE ,23693,100,5,238
3/1/2004,LOST PROPERTY ,BRENTMEADE DRIVE ,23693,100,5,238
3/23/2004,"DAMAGE PROPERTY, PRIVATE ",BRENTMEADE DRIVE ,23693,100,5,238
3/29/2004,"DAMAGE PROPERTY, PRIVATE ",BRENTMEADE DRIVE ,23693,100,5,238
4/7/2004,RECOVERED VEHICLE-STOLEN OTHER JURISDICTION ,BRENTMEADE DRIVE ,23693,100,5,238
4/25/2004,"ASSAULT, SIMPLE, DOMESTIC ",BRENTMEADE DRIVE ,23693,100,5,238
4/28/2004,"DAMAGE PROPERTY, PRIVATE ",BRENTMEADE DRIVE ,23693,100,5,238
5/6/2004,"DAMAGE PROPERTY, PRIVATE ",BRENTMEADE DRIVE ,23693,100,5,238
6/3/2004,MOTOR VEHICLE THEFT ,BRENTMEADE DRIVE ,23693,100,5,238
6/4/2004,CITIZEN REQUESTED ASSISTANCE ,BRENTMEADE DRIVE ,23693,100,5,238
6/5/2004,CITIZEN REQUESTED ASSISTANCE ,BRENTMEADE DRIVE ,23693,100,5,238
6/7/2004,"DAMAGE PROPERTY, PRIVATE ",BRENTMEADE DRIVE ,23693,100,5,238
7/1/2004,"DAMAGE PROPERTY, PRIVATE ",BRENTMEADE DRIVE ,23693,100,5,238
7/24/2004,"LARCENY,FROM MOTOR VEHICLE ",BRENTMEADE DRIVE ,23693,100,5,238
7/24/2004,TRESPASSING ,BRENTMEADE DRIVE ,23693,100,5,238
8/17/2004,"LARCENY,FROM MOTOR VEHICLE ",BRENTMEADE DRIVE ,23693,100,5,238
8/30/2004,"LARCENY,FROM MOTOR VEHICLE ",BRENTMEADE DRIVE ,23693,100,5,238
11/11/2015,"BURGLARY, RESIDENTIAL ",BRENTMEADE DRIVE ,23693,100,5,238
11/11/2015,"DAMAGE PROPERTY, PRIVATE ",BRENTMEADE DRIVE ,23693,100,5,238
11/26/2015,"LARCENY,FROM MOTOR VEHICLE ",BRENTMEADE DRIVE ,23693,100,5,238
12/7/2015,CITIZEN REQUESTED ASSISTANCE ,BRENTMEADE DRIVE ,23693,100,5,238
12/17/2015,CITIZEN REQUESTED ASSISTANCE ,BRENTMEADE DRIVE ,23693,100,5,238
2/13/2004,"DAMAGE PROPERTY, PRIVATE ",BRIDGEWOOD DRIVE ,23693,100,2,198
2/13/2004,"LARCENY,FROM MOTOR VEHICLE ",BRIDGEWOOD DRIVE ,23693,100,2,198
4/27/2004,CITIZEN REQUESTED ASSISTANCE ,BRIDGEWOOD DRIVE ,23693,100,2,198
5/6/2004,CITIZEN REQUESTED ASSISTANCE ,BRIDGEWOOD DRIVE ,23693,100,2,198
6/12/2004,GRAND LARCENY ,BRIDGEWOOD DRIVE ,23693,100,2,198
7/20/2004,CREDIT CARD FRAUD ,BRIDGEWOOD DRIVE ,23693,100,2,198
7/23/2004,"LARCENY,FROM MOTOR VEHICLE ",BRIDGEWOOD DRIVE ,23693,100,2,198
7/27/2004,CONTRIBUTING TO THE DELINQUENCY OF A MINOR ,BRIDGEWOOD DRIVE ,23693,100,2,198
7/27/2004,TAKING INDECENT LIBERTIES WITH CHILD ,BRIDGEWOOD DRIVE ,23693,100,2,198
8/26/2004,"DAMAGE PROPERTY, PRIVATE ",BRIDGEWOOD DRIVE ,23693,100,2,198
8/29/2004,CITIZEN REQUESTED ASSISTANCE ,BRIDGEWOOD DRIVE ,23693,100,2,198
8/29/2004,"DAMAGE PROPERTY, PRIVATE ",BRIDGEWOOD DRIVE ,23693,100,2,198
3/7/2004,"DAMAGE PROPERTY, PRIVATE ",BROOK RUN ,23693,100,4,245
4/6/2004,INDECENT EXPOSURE ,BROOK RUN ,23693,100,4,245
7/24/2004,"LARCENY,FROM MOTOR VEHICLE ",BROOKSTONE COURT ,23693,100,2,172
8/4/2004,"LARCENY,FROM MOTOR VEHICLE ",BUFFIE ROAD ,23693,100,4,102
11/19/2015,"DAMAGE PROPERTY, PRIVATE ",BUFFIE ROAD ,23693,100,4,102
11/19/2015,"LARCENY,FROM MOTOR VEHICLE ",BUFFIE ROAD ,23693,100,4,102
1/21/2004,RUNAWAY JUVENILE ,BUGLE COURT ,23693,100,2,66
2/3/2004,CITIZEN REQUESTED ASSISTANCE ,BUNTING POINT ROAD ,23693,100,5,17
11/21/2015,ANNOYING PHONE CALLS ,BUTTONWOOD LANE ,23693,100,5,278
2/18/2004,ABUSE AND NEGLECT OF CHILDREN ,BYRD LANE ,23693,100,2,197
4/25/2004,EMBEZZLEMENT >=$200 ,BYRD LANE ,23693,100,2,197
4/25/2004,THREATEN BODILY HARM ,BYRD LANE ,23693,100,2,197
1/24/2004,CITIZEN REQUESTED ASSISTANCE ,CALTHROP NECK ROAD ,23693,100,5,17
3/1/2004,"BURGLARY, RESIDENTIAL ",CALTHROP NECK ROAD ,23693,100,5,17
3/1/2004,GRAND LARCENY ,CALTHROP NECK ROAD ,23693,100,5,17
6/7/2004,GRAND LARCENY ,CALTHROP NECK ROAD ,23693,100,5,17
6/29/2004,GRAND LARCENY ,CALTHROP NECK ROAD ,23693,100,5,17
7/6/2004,CITIZEN REQUESTED ASSISTANCE ,CALTHROP NECK ROAD ,23693,100,5,17
8/25/2004,POSSESSION OF MARIJUANA ,CALTHROP NECK ROAD ,23693,100,5,17
8/26/2004,"DAMAGE PROPERTY, PRIVATE ",CALTHROP NECK ROAD ,23693,100,5,17
8/26/2004,DRUNK IN PUBLIC ,CALTHROP NECK ROAD ,23693,100,5,17
11/18/2015,TRESPASSING ,CALUMET TURN ,23693,100,5,174
11/7/2015,CITIZEN REQUESTED ASSISTANCE ,CAMELOT CRESCENT ,23693,100,4,102
11/19/2015,"LARCENY,FROM MOTOR VEHICLE ",CAMELOT CRESCENT ,23693,100,4,102
2/16/2004,CITIZEN REQUESTED ASSISTANCE ,CARDINAL LANE ,23693,100,4,197
5/16/2004,"DAMAGE PROPERTY, PRIVATE ",CARDINAL LANE ,23693,100,4,197
8/11/2004,"FRAUD, ALL OTHERS ",CARDINAL LANE ,23693,100,4,197
8/15/2004,"ASSAULT, SIMPLE ",CARDINAL LANE ,23693,100,4,197
2/11/2004,PETIT LARCENY ,CARY`S CHAPEL ROAD ,23693,100,5,197
4/27/2004,CITIZEN REQUESTED ASSISTANCE ,CARY`S CHAPEL ROAD ,23693,100,5,197
5/3/2004,"LARCENY,FROM MOTOR VEHICLE ",CARY`S CHAPEL ROAD ,23693,100,5,197
6/10/2004,GRAND LARCENY ,CARY`S CHAPEL ROAD ,23693,100,5,197
6/10/2004,TRESPASSING ,CARY`S CHAPEL ROAD ,23693,100,5,197
7/18/2004,"ASSAULT, SIMPLE, DOMESTIC ",CARY`S CHAPEL ROAD ,23693,100,5,197
8/18/2004,TRESPASSING ,CARY`S CHAPEL ROAD ,23693,100,5,197
11/20/2015,USING ABUSIVE LANGUAGE ,CARY`S CHAPEL ROAD ,23693,100,5,197
7/5/2004,"DAMAGE PROPERTY, PRIVATE ",CARY`S TRACE ,23693,100,5,56
1/24/2004,CITIZEN REQUESTED ASSISTANCE ,CATTAIL LANE ,23693,100,5,224
2/20/2004,RUNAWAY JUVENILE ,CATTAIL LANE ,23693,100,5,224
5/2/2004,CITIZEN REQUESTED ASSISTANCE ,CATTAIL LANE ,23693,100,5,224
5/4/2004,CITIZEN REQUESTED ASSISTANCE ,CATTAIL LANE ,23693,100,5,224
5/5/2004,CITIZEN REQUESTED ASSISTANCE ,CATTAIL LANE ,23693,100,5,224
6/7/2004,INDECENT EXPOSURE ,CATTAIL LANE ,23693,100,5,224
6/26/2004,CITIZEN REQUESTED ASSISTANCE ,CATTAIL LANE ,23693,100,5,224
7/7/2004,"DAMAGE PROPERTY, PRIVATE ",CATTAIL LANE ,23693,100,5,224
11/29/2015,CITIZEN REQUESTED ASSISTANCE ,CATTAIL LANE ,23693,100,5,224
4/11/2004,"LARCENY,FROM MOTOR VEHICLE ",CHADWICK COURT ,23693,100,2,192
4/6/2004,GRAND LARCENY ,CHAMPIONS PATH ,23693,100,5,207
4/22/2004,MOTOR VEHICLE THEFT ,CHAMPIONS PATH ,23693,100,5,207
5/4/2004,"FRAUD, ALL OTHERS ",CHAMPIONS PATH ,23693,100,5,207
7/15/2004,POSSESSION OF MARIJUANA ,CHAMPIONS PATH ,23693,100,5,207
7/30/2004,"DAMAGE PROPERTY, PRIVATE ",CHAMPIONS PATH ,23693,100,5,207
12/3/2015,"DAMAGE PROPERTY, PRIVATE ",CHAMPIONS PATH ,23693,100,5,207
1/1/2004,CURFEW VIOLATION ,CHANTICLAIR DRIVE ,23693,100,2,257
1/17/2004,CITIZEN REQUESTED ASSISTANCE ,CHANTICLAIR DRIVE ,23693,100,2,257
5/21/2004,"BURGLARY, RESIDENTIAL ",CHANTICLAIR DRIVE ,23693,100,2,257
5/21/2004,"DAMAGE PROPERTY, PRIVATE ",CHANTICLAIR DRIVE ,23693,100,2,257
5/21/2004,PETIT LARCENY ,CHANTICLAIR DRIVE ,23693,100,2,257
6/9/2004,CITIZEN REQUESTED ASSISTANCE ,CHANTICLAIR DRIVE ,23693,100,2,257
6/24/2004,"DAMAGE PROPERTY, PRIVATE ",CHANTICLAIR DRIVE ,23693,100,2,257
7/9/2004,CITIZEN REQUESTED ASSISTANCE ,CHANTICLAIR DRIVE ,23693,100,2,257
8/22/2004,"ASSAULT, SIMPLE, DOMESTIC ",CHANTICLAIR DRIVE ,23693,100,2,257
8/22/2004,"DAMAGE PROPERTY, PRIVATE ",CHANTICLAIR DRIVE ,23693,100,2,257
11/3/2015,"ASSAULT, SIMPLE, DOMESTIC ",CHANTICLAIR DRIVE ,23693,100,2,257
11/4/2015,CITIZEN REQUESTED ASSISTANCE ,CHANTICLAIR DRIVE ,23693,100,2,257
12/17/2015,"BURGLARY, RESIDENTIAL ",CHANTICLAIR DRIVE ,23693,100,2,257
12/17/2015,GRAND LARCENY ,CHANTICLAIR DRIVE ,23693,100,2,257
1/7/2004,TAMPERING WITH AUTO ,CHAPTICO RUN ,23693,100,5,174
5/2/2004,CITIZEN REQUESTED ASSISTANCE ,CHELTENHAM WAY ,23693,100,5,246
2/6/2004,"DAMAGE PROPERTY, PRIVATE ",CHINQUAPIN ORCHARD ,23693,100,5,142
3/15/2004,CITIZEN REQUESTED ASSISTANCE ,CHINQUAPIN ORCHARD ,23693,100,5,142
6/22/2004,CITIZEN REQUESTED ASSISTANCE ,CHINQUAPIN ORCHARD ,23693,100,5,142
7/30/2004,"DAMAGE PROPERTY, PRIVATE ",CHINQUAPIN ORCHARD ,23693,100,5,142
8/5/2004,"LARCENY,FROM MOTOR VEHICLE ",CHINQUAPIN ORCHARD ,23693,100,5,142
8/12/2004,GRAND LARCENY ,CHINQUAPIN ORCHARD ,23693,100,5,142
10/23/2015,GRAND LARCENY ,CHINQUAPIN ORCHARD ,23693,100,5,142
4/20/2004,GRAND LARCENY ,CHIPPENHAM DRIVE ,23693,100,5,246
7/18/2004,"DAMAGE PROPERTY, PRIVATE ",CHIPPENHAM DRIVE ,23693,100,5,246
7/18/2004,"DAMAGE PROPERTY, PRIVATE ",CHIPPENHAM DRIVE ,23693,100,5,246
7/18/2004,PETIT LARCENY ,CHIPPENHAM DRIVE ,23693,100,5,246
7/22/2004,UNAUTHORIZED USE OF VEHICLE ,CHIPPENHAM DRIVE ,23693,100,5,246
6/8/2004,"ASSAULT, SIMPLE ",CHOWNING PLACE ,23693,100,4,102
6/3/2004,CITIZEN REQUESTED ASSISTANCE ,CHRIS SLADE CHAS ,23693,100,5,207
4/26/2004,RECOVERED VEHICLE-STOLEN OTHER JURISDICTION ,CHRIS SLADE CHASE ,23693,100,5,207
7/18/2004,"LARCENY,FROM MOTOR VEHICLE ",CHRIS SLADE CHASE ,23693,100,5,207
7/19/2004,"DAMAGE PROPERTY, PRIVATE ",CHRIS SLADE CHASE ,23693,100,5,207
7/19/2004,"LARCENY,FROM MOTOR VEHICLE ",CHRIS SLADE CHASE ,23693,100,5,207
8/19/2004,"LARCENY,FROM MOTOR VEHICLE ",CHRIS SLADE CHASE ,23693,100,5,207
12/4/2015,RUNAWAY JUVENILE ,CHRIS SLADE CHASE ,23693,100,5,207
10/23/2015,CITIZEN REQUESTED ASSISTANCE ,COACH HOVIS ,23693,100,5,207
8/29/2004,MOTOR VEHICLE THEFT ,COACH HOVIS DRIVE ,23693,100,5,207
10/3/2015,ATTEMPTED SUICIDE ,COACH HOVIS DRIVE ,23693,100,5,207
