Date,Offense,Street,Sub,Zip,Area
8/14/2003,CITIZEN REQUESTED ASSISTANCE,BEATTIES LANDING ROAD,187,23692,200
12/29/2003,"DAMAGE PROPERTY, PRIVATE",BEECHAM & SHOWALTER,96,23692,100
10/13/2003,"DAMAGE PROPERTY, PRIVATE",BEECHAM DRIVE,96,23692,100
10/13/2003,"LARCENY,FROM MOTOR VEHICLE",BEECHAM DRIVE,96,23692,100
10/5/2003,MISSING PERSON,BEECHAM DRIVE,96,23692,100
11/28/2003,CITIZEN REQUESTED ASSISTANCE,BEECHWOOD DRIVE,85,23692,100
12/5/2003,RAPE,BELL HILL DRIVE,1,23692,200
12/16/2003,THREATEN BODILY HARM,BELL HILL ROAD,1,23692,200
8/8/2003,POSSESSION OF CONTROLLED SUBSTANCES,BELVIN LANE,43,23692,200
8/27/2003,PETIT LARCENY,BLAIR DRIVE,182,23692,200
12/19/2003,"ASSAULT, SIMPLE",BLUE HERON DRIVE,105,23692,200
12/19/2003,BRANDISHING FIREARM,BLUE HERON DRIVE,105,23692,200
11/29/2003,RUNAWAY JUVENILE,BLUE HERON DRIVE,105,23692,200
4/8/2003,"ASSAULT, SIMPLE, DOMESTIC",BOATHOUSE COVE,254,23692,200
3/1/2003,"DAMAGE PROPERTY, PRIVATE",BOLIVAR DRIVE,83,23692,200
7/30/2003,RUNAWAY JUVENILE,BOLIVAR DRIVE,83,23692,200
10/9/2003,DRUNK IN PUBLIC,BONITO DRIVE,126,23692,200
12/21/2003,"DAMAGE PROPERTY, PRIVATE",BRADLEY DRIVE,44,23692,200
10/5/2003,"DAMAGE PROPERTY, PRIVATE",BRADLEY DRIVE,44,23692,200
10/5/2003,"LARCENY,FROM MOTOR VEHICLE",BRADLEY DRIVE,44,23692,200
10/5/2003,CARNAL KNOWLEDGE OF A MINOR,BRAIN WESLY CT,279,23692,100
9/25/2003,CITIZEN REQUESTED ASSISTANCE,BRANDON WAY,110,23692,100
3/16/2003,"GRAFFITI ,PRIVATE PROPERTY",BRANDON WAY,110,23692,100
2/12/2003,"LARCENY,FROM MOTOR VEHICLE",BRANDON WAY,110,23692,100
1/1/2003,CITIZEN REQUESTED ASSISTANCE,BRANDYWINE DRIVE,12,23692,100
2/21/2003,CITIZEN REQUESTED ASSISTANCE,BRANDYWINE DRIVE,12,23692,100
7/6/2003,"LARCENY,FROM MOTOR VEHICLE",BRANDYWINE DRIVE,12,23692,100
5/20/2003,OBSCENE/THREATENING PHONE CALL,BRANDYWINE DRIVE,12,23692,100
7/7/2003,PETIT LARCENY,BRANDYWINE DRIVE,12,23692,100
2/27/2003,CITIZEN REQUESTED ASSISTANCE,BREEZY POINT,13,23692,100
11/28/2003,"DAMAGE PROPERTY, PRIVATE",BREEZY POINT,13,23692,100
11/28/2003,UNLAWFUL PURCHASE OR POSSESS ALCOHOLIC BEVERAGEBREEZY POINT,,13,23692,100
2/13/2003,ATTEMPTED SUICIDE,BREEZY POINT DRIVE,13,23692,100
9/14/2003,CITIZEN REQUESTED ASSISTANCE,BREEZY POINT DRIVE,13,23692,100
6/18/2003,POSSESSION OF MARIJUANA,BREEZY POINT DRIVE,13,23692,100
12/19/2003,"DAMAGE PROPERTY, PRIVATE",BRIAN WESLEY COURT,279,23692,100
5/3/2003,CITIZEN REQUESTED ASSISTANCE,BRIARWOOD PLACE,234,23692,200
8/3/2003,CITIZEN REQUESTED ASSISTANCE,BRIDGE CROSSING,15,23692,200
8/3/2003,DRUNK IN PUBLIC,BRIDGE CROSSING,15,23692,200
7/6/2003,GRAND LARCENY,BRIDGE CROSSING,15,23692,200
4/12/2003,OBSCENE/THREATENING PHONE CALL,BRIDGE CROSSING,15,23692,200
8/3/2003,UNLAWFUL PURCHASE OR POSSESS ALCOHOLIC BEVERAGEBRIDGE CROSSING,,15,23692,200
8/3/2003,UNLAWFUL PURCHASE OR POSSESS ALCOHOLIC BEVERAGEBRIDGE CROSSING,,15,23692,200
8/18/2003,CREDIT CARD THEFT,BROKENBRIDGE ROAD,55,23692,200
1/3/2003,"BURGLARY, RESIDENTIAL",BROOK LANE,121,23692,100
1/28/2003,CITIZEN REQUESTED ASSISTANCE,BROOK LANE,121,23692,100
10/14/2003,"DAMAGE PROPERTY, PRIVATE",BROOK LANE,121,23692,100
12/28/2003,"DAMAGE PROPERTY, PRIVATE",BROOK LANE,121,23692,100
5/2/2003,"DAMAGE PROPERTY, PRIVATE",BROOK LANE,121,23692,100
1/3/2003,PETIT LARCENY,BROOK LANE,121,23692,100
8/20/2003,PETIT LARCENY,BROOK ROAD,55,23692,200
7/5/2003,"DAMAGE PROPERTY, PRIVATE",BUCKINGHAM DRIVE,71,23692,200
11/24/2003,ANNOYING PHONE CALLS,BURNT BRIDGE,15,23692,200
5/2/2003,"DAMAGE PROPERTY, PRIVATE",BURNT BRIDGE WAY,15,23692,200
11/1/2003,"DAMAGE PROPERTY, PRIVATE",BURNT BRIDGE WAY,15,23692,200
1/16/2003,CITIZEN REQUESTED ASSISTANCE,BURNT RUN,15,23692,200
3/4/2003,CITIZEN REQUESTED ASSISTANCE,BURNT RUN,15,23692,200
10/21/2003,"BURGLARY, BUSINESS",BURTS ROAD,73,23692,100
10/21/2003,"DAMAGE PROPERTY, BUSINESS",BURTS ROAD,73,23692,100
10/21/2003,GRAND LARCENY,BURTS ROAD,73,23692,100
7/30/2003,LOST PROPERTY,BURTS ROAD & VIRGINIA LANE,73,23692,100
5/17/2003,MOTOR VEHICLE THEFT,CARLTON DRIVE,13,23692,100
7/25/2003,GRAND LARCENY,CAROL DRIVE,1,23692,200
7/29/2003,PETIT LARCENY,CAROL DRIVE,1,23692,200
6/12/2003,CITIZEN REQUESTED ASSISTANCE,CARRAWAY TERRACE,19,23692,100
1/24/2003,GRAND LARCENY,CARRAWAY TERRACE,19,23692,100
3/18/2003,"LARCENY,FROM MOTOR VEHICLE",CARRAWAY TERRACE,19,23692,100
1/25/2003,PETIT LARCENY,CARRAWAY TERRACE,19,23692,100
12/12/2003,UNAUTHORIZED USE OF VEHICLE,CARRAWAY TERRACE,19,23692,100
12/7/2003,"BURGLARY, RESIDENTIAL",CARVER PLACE,21,23692,200
7/17/2003,CITIZEN REQUESTED ASSISTANCE,CARVER PLACE,21,23692,200
7/23/2003,CITIZEN REQUESTED ASSISTANCE,CARVER PLACE,21,23692,200
7/23/2003,CITIZEN REQUESTED ASSISTANCE,CARVER PLACE,21,23692,200
8/17/2003,CITIZEN REQUESTED ASSISTANCE,CARVER PLACE,21,23692,200
11/26/2003,CITIZEN REQUESTED ASSISTANCE,CARVER PLACE,21,23692,200
12/7/2003,CITIZEN REQUESTED ASSISTANCE,CARVER PLACE,21,23692,200
1/21/2003,"DAMAGE PROPERTY, PRIVATE",CARVER PLACE,21,23692,200
12/7/2003,GRAND LARCENY,CARVER PLACE,21,23692,200
11/25/2003,UNAUTHORIZED USE OF VEHICLE,CARVER PLACE,21,23692,200
3/1/2003,THREATEN BODILY HARM,CASTELLOW ROAD,160,23692,100
7/24/2003,"ASSAULT, AGGRAVATED, DOMESTIC",CAVALIER DRIVE,159,23692,100
7/24/2003,"ASSAULT, SIMPLE",CAVALIER DRIVE,159,23692,100
8/1/2003,"ASSAULT, SIMPLE, DOMESTIC",CAVALIER DRIVE,159,23692,100
11/29/2003,"DAMAGE PROPERTY, PRIVATE",CAVALIER DRIVE,159,23692,100
11/6/2003,RUNAWAY JUVENILE,CAVALIER DRIVE,159,23692,100
6/2/2003,"DAMAGE PROPERTY, PRIVATE",CAVALIER ROAD,159,23692,100
10/10/2003,AGGRAVATED SEXUAL BATTERY,CHARLES ROAD,73,23692,100
12/11/2003,CITIZEN REQUESTED ASSISTANCE,CHARLES ROAD,73,23692,100
11/29/2003,CITIZEN REQUESTED ASSISTANCE,CHARLES ROAD,73,23692,100
7/1/2003,CITIZEN REQUESTED ASSISTANCE,CHESTNUT COURT,106,23692,100
2/19/2003,DEAD ON ARRIVAL,CHESTNUT COURT,106,23692,100
6/20/2003,"LARCENY,FROM MOTOR VEHICLE",CHINABERRY WAY,69,23692,200
3/19/2003,"DAMAGE PROPERTY, PRIVATE",CHISMAN LANDING,28,23692,200
8/18/2003,"DAMAGE PROPERTY, PRIVATE",CHISMAN LANDING,28,23692,200
11/2/2003,"DAMAGE PROPERTY, PRIVATE",CHISMAN LANDING,28,23692,200
8/1/2003,"LARCENY,FROM MOTOR VEHICLE",CHISMAN LANDING,28,23692,200
5/11/2003,PETIT LARCENY,CHISMAN LANDING,28,23692,200
11/2/2003,TRESPASSING,CHISMAN LANDING,28,23692,200
6/20/2003,ABUSE AND NEGLECT OF CHILDREN,CHOISY CRESCENT,239,23692,100
4/9/2003,ANNOYING PHONE CALLS,CHOISY CRESCENT,239,23692,100
12/5/2003,CITIZEN REQUESTED ASSISTANCE,CHOISY CRESCENT,239,23692,100
12/22/2003,"DAMAGE PROPERTY, PRIVATE",CHOISY CRESCENT,239,23692,100
9/26/2003,GRAND LARCENY,CHOISY CRESENT & CONSTITUION DRIV,239,23692,100
11/24/2003,CITIZEN REQUESTED ASSISTANCE,CLAXTON CREEK ROAD,237,23692,200
12/3/2003,CITIZEN REQUESTED ASSISTANCE,CLAXTON CREEK ROAD,237,23692,200
8/24/2003,CITIZEN REQUESTED ASSISTANCE,CLAXTON CREEK ROAD,237,23692,200
12/7/2003,THREATEN BODILY HARM,CLAXTON CREEK ROAD,237,23692,200
8/17/2003,"LARCENY,FROM MOTOR VEHICLE",COBIA DRIVE,127,23692,200
8/13/2003,"LARCENY,FROM MOTOR VEHICLE",COLBERTS TRACE,36,23692,200
6/1/2003,NO DRIVERS LICENSE,CONSTITUTION & GRAFTON STATION W,75,23692,100
6/1/2003,POSSESSION OF MARIJUANA,CONSTITUTION & GRAFTON STATION W,75,23692,100
6/19/2003,"ASSAULT, SIMPLE, DOMESTIC",COPELAND LANE,70,23692,200
9/19/2003,"ASSAULT, SIMPLE, DOMESTIC",COPELAND LANE,70,23692,200
11/10/2003,CITIZEN REQUESTED ASSISTANCE,COPELAND LANE,70,23692,200
8/4/2003,CITIZEN REQUESTED ASSISTANCE,COPELAND LANE,70,23692,200
8/27/2003,CITIZEN REQUESTED ASSISTANCE,COPELAND LANE,70,23692,200
12/2/2003,"ASSAULT, SIMPLE, DOMESTIC",CRESTWOOD COURT,234,23692,200
8/13/2003,CITIZEN REQUESTED ASSISTANCE,CRESTWOOD COURT,234,23692,200
8/18/2003,CITIZEN REQUESTED ASSISTANCE,CYPRESS CROSSING,234,23692,200
8/13/2003,OBSCENE/THREATENING PHONE CALL,CYPRESS CROSSING,234,23692,200
8/13/2003,STALKING,CYPRESS CROSSING,234,23692,200
2/19/2003,CITIZEN REQUESTED ASSISTANCE,DANDY HAVEN,43,23692,200
2/7/2003,ANNOYING PHONE CALLS,DANDY LOOP ROAD,43,23692,200
12/14/2003,CITIZEN REQUESTED ASSISTANCE,DANDY LOOP ROAD,43,23692,200
3/19/2003,CITIZEN REQUESTED ASSISTANCE,DANDY LOOP ROAD,43,23692,200
6/9/2003,CITIZEN REQUESTED ASSISTANCE,DANDY LOOP ROAD,43,23692,200
10/19/2003,CITIZEN REQUESTED ASSISTANCE,DANDY LOOP ROAD,43,23692,200
1/25/2003,"DAMAGE PROPERTY, PRIVATE",DANDY LOOP ROAD,43,23692,200
10/7/2003,"DAMAGE PROPERTY, PRIVATE",DANDY LOOP ROAD,43,23692,200
2/9/2003,"DAMAGE PROPERTY, PRIVATE",DANDY LOOP ROAD,43,23692,200
6/27/2003,"DAMAGE PROPERTY, PRIVATE",DANDY LOOP ROAD,43,23692,200
10/6/2003,"DAMAGE PROPERTY, PRIVATE",DANDY LOOP ROAD,43,23692,200
10/6/2003,"DAMAGE PROPERTY, PRIVATE",DANDY LOOP ROAD,43,23692,200
1/6/2003,"DAMAGE PROPERTY, PRIVATE",DANDY LOOP ROAD,43,23692,200
3/25/2003,"DAMAGE PROPERTY, PRIVATE",DANDY LOOP ROAD,43,23692,200
11/10/2003,"DAMAGE PROPERTY, PRIVATE",DANDY LOOP ROAD,43,23692,200
10/5/2003,"DAMAGE PROPERTY, PRIVATE",DANDY LOOP ROAD,43,23692,200
10/5/2003,"DAMAGE PROPERTY, PRIVATE",DANDY LOOP ROAD,43,23692,200
3/27/2003,"DAMAGE PROPERTY, PRIVATE",DANDY LOOP ROAD,43,23692,200
9/8/2003,"DAMAGE PROPERTY, PRIVATE",DANDY LOOP ROAD,43,23692,200
10/6/2003,GRAND LARCENY,DANDY LOOP ROAD,43,23692,200
10/10/2003,GRAND LARCENY,DANDY LOOP ROAD,43,23692,200
10/6/2003,"LARCENY,FROM MOTOR VEHICLE",DANDY LOOP ROAD,43,23692,200
4/24/2003,LOST PROPERTY,DANDY LOOP ROAD,43,23692,200
8/16/2003,MAIMING,DANDY LOOP ROAD,43,23692,200
10/7/2003,PETIT LARCENY,DANDY LOOP ROAD,43,23692,200
9/27/2003,GRAND LARCENY,DANDY VIEW LANE,43,23692,200
2/15/2003,"ASSAULT, SIMPLE, DOMESTIC",DANDYHAVEN LANE,43,23692,200
3/3/2003,CREDIT CARD FRAUD,DAPHNE DRIVE,84,23692,200
2/28/2003,"DAMAGE PROPERTY, PRIVATE",DAPHNE DRIVE,84,23692,200
3/20/2003,"LARCENY,FROM MOTOR VEHICLE",DAPHNE DRIVE,84,23692,200
3/3/2003,PETIT LARCENY,DAPHNE DRIVE,84,23692,200
5/29/2003,AGGRAVATED SEXUAL BATTERY -VICTIM UNDER 13 YRS,DARE ROAD,73,23692,100
4/19/2003,ANNOYING PHONE CALLS,DARE ROAD,73,23692,100
3/9/2003,ANNOYING PHONE CALLS,DARE ROAD,73,23692,100
4/4/2003,"ASSAULT, SIMPLE",DARE ROAD,73,23692,100
5/9/2003,"ASSAULT, SIMPLE, DOMESTIC",DARE ROAD,73,23692,100
5/27/2003,BOMB THREATS,DARE ROAD,73,23692,100
8/18/2003,"BURGLARY, BUSINESS",DARE ROAD,73,23692,100
9/20/2003,"BURGLARY, BUSINESS",DARE ROAD,73,23692,100
10/24/2003,"BURGLARY, BUSINESS",DARE ROAD,73,23692,100
11/2/2003,CITIZEN REQUESTED ASSISTANCE,DARE ROAD,73,23692,100
1/11/2003,CITIZEN REQUESTED ASSISTANCE,DARE ROAD,73,23692,100
1/3/2003,CITIZEN REQUESTED ASSISTANCE,DARE ROAD,73,23692,100
3/9/2003,CRUELTY TO ANIMALS,DARE ROAD,73,23692,100
7/28/2003,"DAMAGE PROPERTY, BUSINESS",DARE ROAD,73,23692,100
9/20/2003,"DAMAGE PROPERTY, BUSINESS",DARE ROAD,73,23692,100
10/24/2003,"DAMAGE PROPERTY, BUSINESS",DARE ROAD,73,23692,100
11/3/2003,"DAMAGE PROPERTY, PRIVATE",DARE ROAD,73,23692,100
5/22/2003,"DAMAGE PROPERTY, PRIVATE",DARE ROAD,73,23692,100
11/16/2003,"DAMAGE PROPERTY, PRIVATE",DARE ROAD,73,23692,100
3/14/2003,"DAMAGE PROPERTY, PRIVATE",DARE ROAD,73,23692,100
10/11/2003,"DAMAGE PROPERTY, PRIVATE",DARE ROAD,73,23692,100
4/11/2003,"DAMAGE PROPERTY, PRIVATE",DARE ROAD,73,23692,100
5/3/2003,DRIVING UNDER THE INFLUENCE OF ALCOHOL,DARE ROAD,73,23692,100
10/9/2003,DRUNK IN PUBLIC,DARE ROAD,73,23692,100
8/29/2003,GRAND LARCENY,DARE ROAD,73,23692,100
8/18/2003,GRAND LARCENY,DARE ROAD,73,23692,100
10/24/2003,GRAND LARCENY,DARE ROAD,73,23692,100
3/18/2003,GRAND LARCENY,DARE ROAD,73,23692,100
3/18/2003,GRAND LARCENY,DARE ROAD,73,23692,200
5/8/2003,"LARCENY,FROM MOTOR VEHICLE",DARE ROAD,73,23692,200
7/1/2003,"LARCENY,FROM MOTOR VEHICLE",DARE ROAD,73,23692,200
8/15/2003,"MANUF, SALE, POSS CONTROL SUBST -SCHED III,IV,V",DARE ROAD,73,23692,200
3/17/2003,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE",DARE ROAD,73,23692,200
4/24/2003,MOTOR VEHICLE THEFT,DARE ROAD,73,23692,200
4/16/2003,OBSCENE/THREATENING PHONE CALL,DARE ROAD,73,23692,200
6/11/2003,OBSCENE/THREATENING PHONE CALL,DARE ROAD,73,23692,200
12/16/2003,OVERDOSE,DARE ROAD,73,23692,200
5/16/2003,PETIT LARCENY,DARE ROAD,73,23692,200
9/20/2003,PETIT LARCENY,DARE ROAD,73,23692,200
10/9/2003,POSSESSION OF CONTROLLED SUBSTANCES,DARE ROAD,73,23692,200
5/22/2003,POSSESSION OF MARIJUANA,DARE ROAD,73,23692,200
5/3/2003,REFUSE BLOOD/BREATH TEST,DARE ROAD,73,23692,200
1/3/2003,TAMPERING WITH AUTO,DARE ROAD,73,23692,200
3/14/2003,TRESPASSING,DARE ROAD,73,23692,200
8/19/2003,DRIVING W/SUSPENDED OR REVOKED LICENSE,DARE ROAD & CONSTITUTION,73,23692,200
8/19/2003,POSSESSION OF CONTROLLED SUBSTANCES,DARE ROAD & CONSTITUTION,73,23692,200
4/27/2003,DRIVING UNDER THE INFLUENCE OF ALCOHOL,DARE ROAD AND GEORGE WASHINGTON,73,23692,200
4/27/2003,RECKLESS - GENERAL,DARE ROAD AND GEORGE WASHINGTON,73,23692,200
11/3/2003,"LARCENY,FROM MOTOR VEHICLE",DAVIDS WAY,232,23692,200
7/23/2003,"LARCENY,FROM MOTOR VEHICLE",DAVIDS WAY,232,23692,200
1/21/2003,ANNOYING PHONE CALLS,DECLARATION DRIVE,75,23692,100
5/11/2003,"ASSAULT, SIMPLE",DECLARATION DRIVE,75,23692,100
11/15/2003,"ASSAULT, SIMPLE",DECLARATION DRIVE,75,23692,100
4/9/2003,"ASSAULT, SIMPLE, DOMESTIC",DECLARATION DRIVE,75,23692,100
8/31/2003,"ASSAULT, SIMPLE, DOMESTIC",DECLARATION DRIVE,75,23692,100
10/10/2003,CURSING/OBSCENE LANGUAGE,DECLARATION DRIVE,75,23692,100
7/31/2003,GRAND LARCENY,DECLARATION DRIVE,75,23692,100
1/27/2003,GRAND LARCENY,DECLARATION DRIVE,75,23692,100
6/10/2003,GRAND LARCENY,DECLARATION DRIVE,75,23692,100
6/1/2003,"LARCENY,FROM MOTOR VEHICLE",DECLARATION DRIVE,75,23692,100
9/2/2003,"BURGLARY, BUSINESS",DENBIGH BLVD,73,23692,200
8/24/2003,"BURGLARY, BUSINESS",DENBIGH BLVD,73,23692,200
9/26/2003,CITIZEN REQUESTED ASSISTANCE,DENBIGH BLVD,73,23692,200
11/22/2003,CITIZEN REQUESTED ASSISTANCE,DENBIGH BLVD,73,23692,200
10/19/2003,CITIZEN REQUESTED ASSISTANCE,DENBIGH BLVD,73,23692,200
9/11/2003,CREDIT CARD FRAUD,DENBIGH BLVD,73,23692,200
9/11/2003,CREDIT CARD THEFT,DENBIGH BLVD,73,23692,200
6/12/2003,"DAMAGE PROPERTY, BUSINESS",DENBIGH BLVD,73,23692,200
9/2/2003,"DAMAGE PROPERTY, BUSINESS",DENBIGH BLVD,73,23692,200
2/28/2003,"DAMAGE PROPERTY, PRIVATE",DENBIGH BLVD,73,23692,200
7/1/2003,"DAMAGE PROPERTY, PRIVATE",DENBIGH BLVD,73,23692,200
5/16/2003,"DAMAGE PROPERTY, PRIVATE",DENBIGH BLVD,73,23692,200
10/12/2003,"DAMAGE PROPERTY, PRIVATE",DENBIGH BLVD,73,23692,200
3/17/2003,DRUNK IN PUBLIC,DENBIGH BLVD,73,23692,200
7/15/2003,"FORGING, UTTERING",DENBIGH BLVD,73,23692,200
7/15/2003,"FORGING, UTTERING",DENBIGH BLVD,73,23692,200
7/1/2003,GRAND LARCENY,DENBIGH BLVD,73,23692,200
11/24/2003,GRAND LARCENY,DENBIGH BLVD,73,23692,200
8/24/2003,GRAND LARCENY,DENBIGH BLVD,73,23692,200
2/9/2003,"LARCENY, SHOPLIFTING",DENBIGH BLVD,73,23692,200
4/21/2003,"LARCENY,FROM MOTOR VEHICLE",DENBIGH BLVD,73,23692,200
5/16/2003,"LARCENY,FROM MOTOR VEHICLE",DENBIGH BLVD,73,23692,200
5/16/2003,"LARCENY,FROM MOTOR VEHICLE",DENBIGH BLVD,73,23692,200
2/5/2003,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE",DENBIGH BLVD,73,23692,200
3/20/2003,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE",DENBIGH BLVD,73,23692,200
12/10/2003,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE",DENBIGH BLVD,73,23692,200
2/3/2003,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE",DENBIGH BLVD,73,23692,200
4/23/2003,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE",DENBIGH BLVD,73,23692,200
4/25/2003,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE",DENBIGH BLVD,73,23692,200
5/28/2003,"MANUF, SALE, POSSESSION CONTROLLED SUBSTANCE",DENBIGH BLVD,73,23692,200
4/21/2003,MOTOR VEHICLE THEFT,DENBIGH BLVD,73,23692,200
7/15/2003,PETIT LARCENY,DENBIGH BLVD,73,23692,200
5/17/2003,PETIT LARCENY,DENBIGH BLVD,73,23692,200
7/15/2003,PETIT LARCENY,DENBIGH BLVD,73,23692,200
2/13/2003,PETIT LARCENY,DENBIGH BLVD,73,23692,200
2/18/2003,PETIT LARCENY,DENBIGH BLVD,73,23692,200
6/23/2003,PETIT LARCENY,DENBIGH BLVD,73,23692,200
8/24/2003,PETIT LARCENY,DENBIGH BLVD,73,23692,200
5/28/2003,POSSESS FIREARM WHILE IN POSSESSION OF DRUGS,DENBIGH BLVD,73,23692,200
7/11/2003,POSSESSION OF MARIJUANA,DENBIGH BLVD,73,23692,200
12/4/2003,RECKLESS - GENERAL,DENBIGH BLVD,73,23692,200
