Name: “Table 1 of 1 on page 121 of 168”,Name: “Table 1 of 1 on page 121 of 168”,Name: “Table 1 of 1 on page 121 of 168”,Name: “Table 1 of 1 on page 121 of 168”,Name: “Table 1 of 1 on page 121 of 168”,Name: “Table 1 of 1 on page 121 of 168”,Name: “Table 1 of 1 on page 121 of 168”,Name: “Table 1 of 1 on page 121 of 168”,Name: “Table 1 of 1 on page 121 of 168”
,group,,,,,,,
,Twenty-one children under the age of 10 died in MVC-related incidents with 3 or 21.1% of them being,Twenty-one children under the age of 10 died in MVC-related incidents with 3 or 21.1% of them being,Twenty-one children under the age of 10 died in MVC-related incidents with 3 or 21.1% of them being,Twenty-one children under the age of 10 died in MVC-related incidents with 3 or 21.1% of them being,Twenty-one children under the age of 10 died in MVC-related incidents with 3 or 21.1% of them being,Twenty-one children under the age of 10 died in MVC-related incidents with 3 or 21.1% of them being,Twenty-one children under the age of 10 died in MVC-related incidents with 3 or 21.1% of them being,Twenty-one children under the age of 10 died in MVC-related incidents with 3 or 21.1% of them being
,front seat passengers and 7 or 33 percent being pedestrians,front seat passengers and 7 or 33 percent being pedestrians,front seat passengers and 7 or 33 percent being pedestrians,front seat passengers and 7 or 33 percent being pedestrians,,,,
,"Figure 71. Motor Vehicle Deaths & Rate by Year of Death, 2003-2009","Figure 71. Motor Vehicle Deaths & Rate by Year of Death, 2003-2009","Figure 71. Motor Vehicle Deaths & Rate by Year of Death, 2003-2009","Figure 71. Motor Vehicle Deaths & Rate by Year of Death, 2003-2009","Figure 71. Motor Vehicle Deaths & Rate by Year of Death, 2003-2009","Figure 71. Motor Vehicle Deaths & Rate by Year of Death, 2003-2009",,
,1200,,,,,,,14
,,,,,1140,,,
,,,,,,Total MVCs,Total MVCs,
,,,,1070,,,,
,,,1052,,,Rate,,
,1037,,,,,,,
,,1035,,,,,,
,,,,,,,,12
,1000,,,,,,,
,,,,,,929,,
,,,,,,,845,10
,800,,,,,,,
,,,,,,,,8
,600,,,,,,,
,,,,,,,,6
,400,,,,,,,
,,,,,,,,4
,200,,,,,,,
,,,,,,,,2
,0,,,,,,,0
,2003,2004,2005,2006,2007,2008,2009,
Virginia Department of Health,Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,,February 2011
