Name: “Table 1 of 1 on page 86 of 92”,Name: “Table 1 of 1 on page 86 of 92”,Name: “Table 1 of 1 on page 86 of 92”,Name: “Table 1 of 1 on page 86 of 92”,Name: “Table 1 of 1 on page 86 of 92”,Name: “Table 1 of 1 on page 86 of 92”,Name: “Table 1 of 1 on page 86 of 92”,Name: “Table 1 of 1 on page 86 of 92”,Name: “Table 1 of 1 on page 86 of 92”,Name: “Table 1 of 1 on page 86 of 92”,Name: “Table 1 of 1 on page 86 of 92”
Offender needs rehabilitation,Offender needs rehabilitation,Offender needs rehabilitation,Offender needs rehabilitation,1,0,0,5,0,0,
Behavior positive since commission of the offense,Behavior positive since commission of the offense,Behavior positive since commission of the offense,Behavior positive since commission of the offense,4,0,0,1,0,0,
Judge had an issue scoring one of the guidelines factors,Judge had an issue scoring one of the guidelines factors,Judge had an issue scoring one of the guidelines factors,Judge had an issue scoring one of the guidelines factors,0,0,0,3,1,0,
Guidelines recommendation is too harsh,Guidelines recommendation is too harsh,Guidelines recommendation is too harsh,Guidelines recommendation is too harsh,2,0,0,0,1,0,
"Victim circumstances (facts of the case, etc.)","Victim circumstances (facts of the case, etc.)","Victim circumstances (facts of the case, etc.)","Victim circumstances (facts of the case, etc.)",2,0,0,0,1,0,
Illegible written reason,Illegible written reason,Illegible written reason,Illegible written reason,2,0,0,0,0,0,
Split trial/sentence (combination jury and bench trial),Split trial/sentence (combination jury and bench trial),Split trial/sentence (combination jury and bench trial),Split trial/sentence (combination jury and bench trial),0,0,0,2,0,0,
"Financial obligations (court costs, restitution, support, etc.)","Financial obligations (court costs, restitution, support, etc.)","Financial obligations (court costs, restitution, support, etc.)","Financial obligations (court costs, restitution, support, etc.)",2,0,0,0,0,0,
Sentencing guidelines recommendation not appropriate,Sentencing guidelines recommendation not appropriate,Sentencing guidelines recommendation not appropriate,Sentencing guidelines recommendation not appropriate,1,0,0,1,0,0,
Concealed weapon was not a firearm,Concealed weapon was not a firearm,Concealed weapon was not a firearm,Concealed weapon was not a firearm,0,0,0,2,0,0,
Minimal property or monetary loss,Minimal property or monetary loss,Minimal property or monetary loss,Minimal property or monetary loss,0,0,0,1,0,0,
Sentence recommended by Probation Officer,Sentence recommended by Probation Officer,Sentence recommended by Probation Officer,Sentence recommended by Probation Officer,0,0,0,1,0,0,
Offender's substance abuse issues,Offender's substance abuse issues,Offender's substance abuse issues,Offender's substance abuse issues,1,0,0,0,0,0,
Sentencing guidelines incorrect/missing,Sentencing guidelines incorrect/missing,Sentencing guidelines incorrect/missing,Sentencing guidelines incorrect/missing,0,0,0,0,0,1,
Judge thought sentence was in compliance,Judge thought sentence was in compliance,Judge thought sentence was in compliance,Judge thought sentence was in compliance,0,0,0,1,0,0,
Mitigating circumstances of sex offense,Mitigating circumstances of sex offense,Mitigating circumstances of sex offense,Mitigating circumstances of sex offense,0,0,0,0,1,0,
Note: Figures indicate the number of times a departure reason was cited.,Note: Figures indicate the number of times a departure reason was cited.,Note: Figures indicate the number of times a departure reason was cited.,Note: Figures indicate the number of times a departure reason was cited.,Note: Figures indicate the number of times a departure reason was cited.,,,,,,
"Because multiple reasons may be cited in each case, figures will not total the number of cases in each offense group.","Because multiple reasons may be cited in each case, figures will not total the number of cases in each offense group.","Because multiple reasons may be cited in each case, figures will not total the number of cases in each offense group.","Because multiple reasons may be cited in each case, figures will not total the number of cases in each offense group.","Because multiple reasons may be cited in each case, figures will not total the number of cases in each offense group.","Because multiple reasons may be cited in each case, figures will not total the number of cases in each offense group.","Because multiple reasons may be cited in each case, figures will not total the number of cases in each offense group.","Because multiple reasons may be cited in each case, figures will not total the number of cases in each offense group.",,,
