,,Commission's training programs.,Commission's training programs.,Commission's training programs.,Commission's training programs.,The,The,the no-parole sentencing system to any,the no-parole sentencing system to any,the no-parole sentencing system to any,the no-parole sentencing system to any,the no-parole sentencing system to any,the no-parole sentencing system to any
,,sites,for,these,seminars,included,a,interested group or organization.,interested group or organization.,interested group or organization.,interested group or organization.,If an,If an
,,"combination of colleges and universities,","combination of colleges and universities,","combination of colleges and universities,","combination of colleges and universities,","combination of colleges and universities,","combination of colleges and universities,","individual is interested in training, he or","individual is interested in training, he or","individual is interested in training, he or","individual is interested in training, he or","individual is interested in training, he or","individual is interested in training, he or"
,,"libraries, state and local facilities, a jury","libraries, state and local facilities, a jury","libraries, state and local facilities, a jury","libraries, state and local facilities, a jury","libraries, state and local facilities, a jury","libraries, state and local facilities, a jury",she can contact the Commission and place,she can contact the Commission and place,she can contact the Commission and place,she can contact the Commission and place,she can contact the Commission and place,she can contact the Commission and place
,,"assembly room, a museum and criminal","assembly room, a museum and criminal","assembly room, a museum and criminal","assembly room, a museum and criminal","assembly room, a museum and criminal","assembly room, a museum and criminal",his or her name on a waiting list.,his or her name on a waiting list.,his or her name on a waiting list.,his or her name on a waiting list.,Once,Once
,,justice academies.,justice academies.,justice academies.,"Many sites, such as","Many sites, such as","Many sites, such as","there is enough interest, a seminar is","there is enough interest, a seminar is","there is enough interest, a seminar is","there is enough interest, a seminar is","there is enough interest, a seminar is","there is enough interest, a seminar is"
,,"the Roanoke Higher Education Center,","the Roanoke Higher Education Center,","the Roanoke Higher Education Center,","the Roanoke Higher Education Center,","the Roanoke Higher Education Center,","the Roanoke Higher Education Center,",presented in a locality convenient to the,presented in a locality convenient to the,presented in a locality convenient to the,presented in a locality convenient to the,presented in a locality convenient to the,presented in a locality convenient to the
,,were selected in an effort to provide,were selected in an effort to provide,were selected in an effort to provide,were selected in an effort to provide,were selected in an effort to provide,were selected in an effort to provide,majority of individuals on the list.,majority of individuals on the list.,majority of individuals on the list.,majority of individuals on the list.,,
,,comfortable and convenient locations at,comfortable and convenient locations at,comfortable and convenient locations at,comfortable and convenient locations at,comfortable and convenient locations at,comfortable and convenient locations at,,,,,,
,,little or no cost to the Commission.,little or no cost to the Commission.,little or no cost to the Commission.,little or no cost to the Commission.,,,In addition to providing training and,In addition to providing training and,In addition to providing training and,In addition to providing training and,In addition to providing training and,In addition to providing training and
,,,,,,,,"education programs, the Commission","education programs, the Commission","education programs, the Commission","education programs, the Commission","education programs, the Commission","education programs, the Commission"
,,,,,,,,"maintains a website and a ""hot line""","maintains a website and a ""hot line""","maintains a website and a ""hot line""","maintains a website and a ""hot line""","maintains a website and a ""hot line""","maintains a website and a ""hot line"""
,,,,,,,,"phone system. By visiting the website, a","phone system. By visiting the website, a","phone system. By visiting the website, a","phone system. By visiting the website, a","phone system. By visiting the website, a","phone system. By visiting the website, a"
,,,,,,,,user can learn about upcoming training,user can learn about upcoming training,user can learn about upcoming training,user can learn about upcoming training,user can learn about upcoming training,user can learn about upcoming training
,,,,,,,,"sessions, access Commission reports,","sessions, access Commission reports,","sessions, access Commission reports,","sessions, access Commission reports,","sessions, access Commission reports,","sessions, access Commission reports,"
,,,,,,,,"look up Virginia Crime Codes (VCCs), and","look up Virginia Crime Codes (VCCs), and","look up Virginia Crime Codes (VCCs), and","look up Virginia Crime Codes (VCCs), and","look up Virginia Crime Codes (VCCs), and","look up Virginia Crime Codes (VCCs), and"
,,,,,,,,utilize on-line versions of the sentencing,utilize on-line versions of the sentencing,utilize on-line versions of the sentencing,utilize on-line versions of the sentencing,utilize on-line versions of the sentencing,utilize on-line versions of the sentencing
,,,,,,,,guidelines forms.,guidelines forms.,"The ""hot line"" phone","The ""hot line"" phone","The ""hot line"" phone","The ""hot line"" phone"
,,,,,,,,(804.225.4398) is staffed from 7:45 a.m. to,(804.225.4398) is staffed from 7:45 a.m. to,(804.225.4398) is staffed from 7:45 a.m. to,(804.225.4398) is staffed from 7:45 a.m. to,(804.225.4398) is staffed from 7:45 a.m. to,(804.225.4398) is staffed from 7:45 a.m. to
,,,,,,,,"5:15 p.m., Monday through Friday, to","5:15 p.m., Monday through Friday, to","5:15 p.m., Monday through Friday, to","5:15 p.m., Monday through Friday, to","5:15 p.m., Monday through Friday, to","5:15 p.m., Monday through Friday, to"
,,,,,,,,respond,quickly,to,any,questions,or
,,,,,,,,concerns,regarding,regarding,the,sentencing,sentencing
,,,,,,,,guidelines.,The hot line continues to be,The hot line continues to be,The hot line continues to be,The hot line continues to be,The hot line continues to be
,,,,,,,,an important resource for guidelines users,an important resource for guidelines users,an important resource for guidelines users,an important resource for guidelines users,an important resource for guidelines users,an important resource for guidelines users
,,,,,,,,around the Commonwealth.,around the Commonwealth.,around the Commonwealth.,around the Commonwealth.,,
