Name: “Table 1 of 1 on page 107 of 114”,Name: “Table 1 of 1 on page 107 of 114”,Name: “Table 1 of 1 on page 107 of 114”,Name: “Table 1 of 1 on page 107 of 114”,Name: “Table 1 of 1 on page 107 of 114”,Name: “Table 1 of 1 on page 107 of 114”,Name: “Table 1 of 1 on page 107 of 114”,Name: “Table 1 of 1 on page 107 of 114”,Name: “Table 1 of 1 on page 107 of 114”,Name: “Table 1 of 1 on page 107 of 114”,Name: “Table 1 of 1 on page 107 of 114”,Name: “Table 1 of 1 on page 107 of 114”
Sentencing guidelines recommendation not appropriate,Sentencing guidelines recommendation not appropriate,Sentencing guidelines recommendation not appropriate,4,0,0,0,0,0,0,2,0
Mandatory minimum involved in event,Mandatory minimum involved in event,Mandatory minimum involved in event,0,0,5,0,1,1,0,0,2
Prior record not adequately weighed by guidelines,Prior record not adequately weighed by guidelines,Prior record not adequately weighed by guidelines,5,2,39,2,3,21,3,13,2
Judge rounded guidelines minimum to nearest whole year,Judge rounded guidelines minimum to nearest whole year,Judge rounded guidelines minimum to nearest whole year,0,0,0,0,1,2,0,0,0
Guidelines recommendation is too low,Guidelines recommendation is too low,Guidelines recommendation is too low,13,2,27,4,2,15,1,10,1
"Judicial discretion (time served, shock incarceration,etc.)","Judicial discretion (time served, shock incarceration,etc.)","Judicial discretion (time served, shock incarceration,etc.)",6,2,34,3,5,17,0,3,2
Offender was the leader,Offender was the leader,Offender was the leader,1,0,2,1,0,2,0,0,0
Seriousness of offense,Seriousness of offense,Seriousness of offense,5,1,1,2,0,0,0,1,2
Plea agreement,Plea agreement,Plea agreement,24,14,193,32,38,83,5,37,22
Offender has extensive record or same type of prior offense,Offender has extensive record or same type of prior offense,Offender has extensive record or same type of prior offense,15,3,100,27,19,47,1,67,6
Offender has poor rehabilitation potential,Offender has poor rehabilitation potential,Offender has poor rehabilitation potential,18,1,39,2,11,20,1,38,2
Offender needs rehabilitation offered by jail/prison,Offender needs rehabilitation offered by jail/prison,Offender needs rehabilitation offered by jail/prison,1,1,14,3,2,6,0,2,0
Offender failed alternative sanction program,Offender failed alternative sanction program,Offender failed alternative sanction program,0,0,22,2,0,3,0,0,0
"Victim circumstances (facts of the case, etc.)","Victim circumstances (facts of the case, etc.)","Victim circumstances (facts of the case, etc.)",6,0,1,0,0,1,0,3,0
"Degree of victim injury (physical, emotional, etc.)","Degree of victim injury (physical, emotional, etc.)","Degree of victim injury (physical, emotional, etc.)",6,0,3,0,2,5,6,13,0
"Type of victim (child, etc.)","Type of victim (child, etc.)","Type of victim (child, etc.)",3,0,0,0,2,7,3,0,0
Victim request,Victim request,Victim request,1,0,0,0,1,0,0,1,0
Degree of violence toward victim,Degree of violence toward victim,Degree of violence toward victim,3,0,0,0,0,2,0,0,0
Offender used a weapon in commission of the offense,Offender used a weapon in commission of the offense,Offender used a weapon in commission of the offense,5,1,2,1,0,4,0,0,1
2nd/subsequent revocation of defendant's probation,2nd/subsequent revocation of defendant's probation,2nd/subsequent revocation of defendant's probation,0,0,5,0,1,1,0,1,0
Note:,Figures indicate the number of times a departure reason was cited.,Figures indicate the number of times a departure reason was cited.,Figures indicate the number of times a departure reason was cited.,,,,,,,,
"Because multiple reasons may be cited in each case, figures will not total the number of cases in each offense group.","Because multiple reasons may be cited in each case, figures will not total the number of cases in each offense group.","Because multiple reasons may be cited in each case, figures will not total the number of cases in each offense group.","Because multiple reasons may be cited in each case, figures will not total the number of cases in each offense group.","Because multiple reasons may be cited in each case, figures will not total the number of cases in each offense group.","Because multiple reasons may be cited in each case, figures will not total the number of cases in each offense group.",,,,,,
,,,,,,,,,,,107
