1973,"818,460",44.1,"19,510",67,"382,680",63,"416,270",25.7
1974,"914,610",35.7,"20,600",67.9,"441,290",44.7,"452,720",25.4
1975,"970,190",35.3,"20,510",65.8,"464,970",44.8,"484,710",24.9
1976,"929,840",33,"18,780",63.8,"420,210",42.7,"490,850",23.6
1977,"946,480",31.9,"19,120",62.5,"404,850",41.6,"522,510",23.2
1978,"994,695",30.9,"19,555",63.6,"417,038",40.8,"558,102",22.4
1979,"1,102,550",30.9,"21,456",63.3,"466,881",39.7,"614,213",23
1980,"1,226,810",32,"23,040",62.4,"548,810",40.3,"654,960",23.9
1981,"1,240,370",31.9,"22,520",62.4,"574,130",40.1,"643,720",23.6
1982,"1,207,942",30.8,"21,010",60.2,"536,890",39.9,"650,042",22.4
1983,"1,159,060",28.5,"19,310",58.3,"500,220",36.7,"639,530",21.2
1984,"1,189,050",27.7,"18,690",58.8,"485,010",35.8,"685,350",21.1
1985,"1,240,100",27.5,"18,980",58.7,"497,870",35.3,"723,250",21.3
1986,"1,397,710",26.9,"20,610",59.1,"542,780",34.3,"834,320",21.3
1987,"1,392,890",26.3,"20,100",59.1,"517,700",33,"855,090",21.4
1988,"1,473,740",26.2,"20,680",60.7,"542,970",33.4,"910,090",21.1
1989,"1,551,540",26.4,"21,500",62.4,"578,330",33.2,"951,710",21.5
1990,"1,717,570",28.7,"23,440",64.1,"639,270",36.6,"1,054,860",23.1
1991,"1,805,170",30.4,"24,700",66.3,"687,730",39.9,"1,092,740",23.6
1992,"1,823,210",31,"23,760",68.2,"672,480",40.3,"1,126,970",24.7
1993,"1,819,390",32,"24,530",69.5,"659,760",42.4,"1,135,100",25.1
1994,"1,762,072",30.8,"23,305",70,"618,817",41.6,"1,119,950",24
1995,"1,701,321",29.6,"21,597",68,"580,545",41,"1,099,179",22.9
1996,"1,586,509",28.9,"19,645",67.8,"537,050",40.7,"1,029,814",22
1997,"1,539,943",26.9,"18,208",67.8,"498,534",39.7,"1,023,201",20
1998,"1,437,941",25.4,"16,914",64.9,"446,625",38.2,"974,402",18.8
1999,"1,341,586",25.2,"15,533",65.2,"409,670",39.9,"916,383",18
2000,"1,334,103",25.6,"15,517",65.6,"407,842",40.9,"910,744",18.1
2001,"1,346,120",26.4,"15,980",69.5,"422,921",42,"907,219",18.3
2002,"1,331,189",26.9,"16,204",66.7,"420,637",42.1,"894,348",19
2003,"1,287,826",27,"16,503",66.9,"413,402",41.8,"857,921",19.1
2004,"1,272,374",26.6,"16,137",66,"401,326",40.6,"854,911",19.3
2005,"1,296,761",28.4,"16,692",68,"417,122",42.1,"862,947",21
2006,"1,325,290",29.3,"17,034",67.9,"447,403",42.2,"860,853",21.9
2007,"1,317,910",29.2,"16,929",68,"445,125",42.8,"855,856",21.4
"Source: FBI, Crime in the United States, annually",,,,,,,,
