Name: “Table 1 of 1 on page 177 of 200”,Name: “Table 1 of 1 on page 177 of 200”,Name: “Table 1 of 1 on page 177 of 200”,Name: “Table 1 of 1 on page 177 of 200”,Name: “Table 1 of 1 on page 177 of 200”,Name: “Table 1 of 1 on page 177 of 200”,Name: “Table 1 of 1 on page 177 of 200”,Name: “Table 1 of 1 on page 177 of 200”
,Cocaine and/or heroin were involved in 17.9% of all drug/poison cases,Cocaine and/or heroin were involved in 17.9% of all drug/poison cases,Cocaine and/or heroin were involved in 17.9% of all drug/poison cases,Cocaine and/or heroin were involved in 17.9% of all drug/poison cases,Cocaine and/or heroin were involved in 17.9% of all drug/poison cases,,
,The Tidewater district had the most of these cases (32.6%),The Tidewater district had the most of these cases (32.6%),The Tidewater district had the most of these cases (32.6%),The Tidewater district had the most of these cases (32.6%),,,
"Table 5.15 Total Number of OCME Drug/Poison Deaths by Cocaine and Heroin Combination, 2012","Table 5.15 Total Number of OCME Drug/Poison Deaths by Cocaine and Heroin Combination, 2012","Table 5.15 Total Number of OCME Drug/Poison Deaths by Cocaine and Heroin Combination, 2012","Table 5.15 Total Number of OCME Drug/Poison Deaths by Cocaine and Heroin Combination, 2012","Table 5.15 Total Number of OCME Drug/Poison Deaths by Cocaine and Heroin Combination, 2012","Table 5.15 Total Number of OCME Drug/Poison Deaths by Cocaine and Heroin Combination, 2012","Table 5.15 Total Number of OCME Drug/Poison Deaths by Cocaine and Heroin Combination, 2012","Table 5.15 Total Number of OCME Drug/Poison Deaths by Cocaine and Heroin Combination, 2012"
,Drug Combination,Drug Combination,,,Total Cases,Total Cases,
,Cocaine,,,,65,65,
,Cocaine and Heroin,Cocaine and Heroin,,,20,20,
,Heroin,,,,115,115,
,Total Deaths,Total Deaths,,,200,200,
,Non-Cocaine or Heroin Combination Deaths,Non-Cocaine or Heroin Combination Deaths,Non-Cocaine or Heroin Combination Deaths,Non-Cocaine or Heroin Combination Deaths,605,605,
,TOTAL DRUG/POISON DEATHS,TOTAL DRUG/POISON DEATHS,TOTAL DRUG/POISON DEATHS,,805,805,
Table 5.16 Total Number of OCME Drug/Poison Deaths by Cocaine and Heroin Combination,Table 5.16 Total Number of OCME Drug/Poison Deaths by Cocaine and Heroin Combination,Table 5.16 Total Number of OCME Drug/Poison Deaths by Cocaine and Heroin Combination,Table 5.16 Total Number of OCME Drug/Poison Deaths by Cocaine and Heroin Combination,Table 5.16 Total Number of OCME Drug/Poison Deaths by Cocaine and Heroin Combination,Table 5.16 Total Number of OCME Drug/Poison Deaths by Cocaine and Heroin Combination,Table 5.16 Total Number of OCME Drug/Poison Deaths by Cocaine and Heroin Combination,Table 5.16 Total Number of OCME Drug/Poison Deaths by Cocaine and Heroin Combination
,,,"and District, 2012","and District, 2012",,,
,,,,District,,,
Drug Combination,Drug Combination,Central,Northern,Tidewater,Tidewater,Western,Total Cases
Cocaine,Cocaine,11,18,,16,20,65
Cocaine and Heroin,Cocaine and Heroin,6,6,,6,2,20
Heroin,Heroin,38,33,,35,9,115
TOTAL DEATHS,TOTAL DEATHS,55,57,,57,31,200
Virginia Department of Health,Virginia Department of Health,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,April 2014
