Name: “Table 1 of 1 on page 32 of 95”,Name: “Table 1 of 1 on page 32 of 95”,Name: “Table 1 of 1 on page 32 of 95”,Name: “Table 1 of 1 on page 32 of 95”,Name: “Table 1 of 1 on page 32 of 95”,Name: “Table 1 of 1 on page 32 of 95”,Name: “Table 1 of 1 on page 32 of 95”,Name: “Table 1 of 1 on page 32 of 95”,Name: “Table 1 of 1 on page 32 of 95”,Name: “Table 1 of 1 on page 32 of 95”,Name: “Table 1 of 1 on page 32 of 95”,Name: “Table 1 of 1 on page 32 of 95”,Name: “Table 1 of 1 on page 32 of 95”,Name: “Table 1 of 1 on page 32 of 95”,Name: “Table 1 of 1 on page 32 of 95”
,25-34,+4,,Threatening with weapon,Threatening with weapon,3,,,,Alcohol involved in current offense,Alcohol involved in current offense,Alcohol involved in current offense,Alcohol involved in current offense,1
,35-40,+12,,Threatening,,2,,,,,,,,
,,,,Possession of weapon,,1,,,Sum of characteristic scores,Sum of characteristic scores,Sum of characteristic scores,Sum of characteristic scores,Sum of characteristic scores,
2.,Elementary Maladjustment,Elementary Maladjustment,,Theft – Felony,,5,,,,,,,,
,No problems,-1,,Theft – Misdemeanor,,1,,,,1 or 2,=,0,,
,Slight,+2,,Burglary,,2,,,,3,=,+1,,
,,,,Break and Enter,,1,,,,4 or 5,=,+2,,
,Moderate,+2,,,,,,,,,,,,
,,,,"Fraud (extortion, bank scams)","Fraud (extortion, bank scams)",5,,,,,,,,
,Severe,+5,,,,,,,,,,,,
,,,,"Fraud (forged check, impersonation)","Fraud (forged check, impersonation)",1,,12.,Female Victim (index offense),Female Victim (index offense),Female Victim (index offense),Female Victim (index offense),Female Victim (index offense),
,,,,Mischief – Felony,,5,,,,Yes,-1,,,
3.,DSM-III Diagnosis of Personality Disorder,DSM-III Diagnosis of Personality Disorder,,,,,,,,,,,,
,,,,Mischief – Misdemeanor,Mischief – Misdemeanor,1,,,,No,+1,,,
,No,-2,,,,,,,,,,,,
,,,,Trafficking in narcotics,,1,,,,,,,,
,Yes,+3,,,,,,,,,,,,
,,,,"Dangerous driving, DWI","Dangerous driving, DWI",1,,Total score is the sum of the individual item scores,Total score is the sum of the individual item scores,Total score is the sum of the individual item scores,Total score is the sum of the individual item scores,Total score is the sum of the individual item scores,Total score is the sum of the individual item scores,
,,,,Procuring a person for prostitution,Procuring a person for prostitution,1,,,,,,,,
4.,Age at Index Offense,,,,,,,,,,,,,
,,,,Obstructing officer,,1,,,,,,,,
,39 or older,-5,,Causing a disturbance,,1,,Interpretation of VRAG,Interpretation of VRAG,Interpretation of VRAG,Interpretation of VRAG,Interpretation of VRAG,Interpretation of VRAG,
,34-38,-2,,Wearing disguise to commit offense,Wearing disguise to commit offense,1,,Estimated probability of violent recidivism,Estimated probability of violent recidivism,Estimated probability of violent recidivism,Estimated probability of violent recidivism,Estimated probability of violent recidivism,Estimated probability of violent recidivism,
,28-33,-1,,,,,,,,,,,,
,27,0,,Sum of offense scores:,0,=,-2,,,,,,,
,,,,,,,,,,,,,7 year,10 year
,26 or younger,+2,,,1 or 2,=,0,,VRAG Score,VRAG Score,VRAG Score,,follow-up,follow-up
,,,,,3 or more,= +3,= +3,,,,,,,
,,,,,,,,,Less than,Less than,-21,-21,0%,8%
5.,Lived with Both Parents to Age 16,Lived with Both Parents to Age 16,,,,,,,,,,,,
,,,8.,Marital Status,,,,-21,-21,through,-15,-15,8,10
,(except for death of parents),(except for death of parents),,,,,,,,,,,,
,,,,Ever married (or equivalent),Ever married (or equivalent),-2,,-14,-14,through,-8,-8,12,24
,Yes,-2,,,,,,,,,,,,
,,,,Never married,,+1,,,-7,through,–1,–1,17,31
,No,+3,,,,,,,,,,,,
,,,,,,,,,0,through,+6,+6,35,48
,,,9.,DSM-III Diagnosis of schizophrenia,DSM-III Diagnosis of schizophrenia,,,,,,,,,
,,,,,,,,+7,+7,through,+13,+13,44,58
6.,Failure on Prior Conditional Release,Failure on Prior Conditional Release,,Yes,-3,,,,,,,,,
,,,,,,,,+14,+14,through,+20,+20,55,64
,No,0,,No,+1,,,,,,,,,
,,,,,,,,+21,+21,through,+27,+27,76,82
,Yes,+3,,,,,,,,,,,,
,,,10.,Most Serious Victim Injury,Most Serious Victim Injury,,,+28,+28,or higher,,,100,100
,,,,"(for index offense, the most serious injury is scored)","(for index offense, the most serious injury is scored)","(for index offense, the most serious injury is scored)","(for index offense, the most serious injury is scored)",,,,,,,
,,,,Death,-2,,,,,,,,,
,,,,Hospitalized,0,,,,,,,,,
,,,,Treated & Released,+1,,,,,,,,,
,,,,None or slight,+2,,,,,,,,,
,,,,,,,,,,,,,,31
,,,,,,,,,,,existing risk assessment instruments,existing risk assessment instruments,existing risk assessment instruments,
