Date,Offense,Street,Subdivison,Zip,E.D.,City,Area
8/22/2002,GRAND LARCENY,OLD TAYLOR ROAD,14,23188,1,WILLIAMSBURG,300
3/29/2002,CREDIT CARD FRAUD,QUAKER MEETING HOUSE R,141,23188,1,WILLIAMSBURG,300
4/2/2002,RECOVERED VEHICLE-STOLEN OTHER,QUAKER MEETING HOUSE R,141,23188,1,WILLIAMSBURG,300
8/15/2002,"LARCENY, ALL OTHERS",ROCHAMBEAU,14,23188,1,WILLIAMSBURG,300
11/10/2002,"ASSAULT, AGGRAVATED",ROCHAMBEAU,14,23188,1,WILLIAMSBURG,300
3/2/2002,CITIZEN REQUESTED ASSISTANCE,SCHNECK DRIVE,176,23188,1,WILLIAMSBURG,300
4/28/2002,"ASSAULT, SIMPLE, DOMESTIC",SCHNECK DRIVE,176,23188,1,WILLIAMSBURG,300
11/1/2002,CITIZEN REQUESTED ASSISTANCE,SCHNECK DRIVE,176,23188,1,WILLIAMSBURG,300
1/23/2002,DEAD ON ARRIVAL,SKIMINO ROAD,189,23188,1,WILLIAMSBURG,300
2/7/2002,"ASSAULT, SIMPLE, DOMESTIC",SKIMINO ROAD,189,23188,1,WILLIAMSBURG,300
3/2/2002,UNLAWFUL PURCHASE OR POSSESS A,SKIMINO ROAD,189,23188,1,WILLIAMSBURG,300
3/4/2002,RUNAWAY JUVENILE,SKIMINO ROAD,189,23188,1,WILLIAMSBURG,300
5/9/2002,ABUSE AND NEGLECT OF CHILDREN,SKIMINO ROAD,189,23188,1,WILLIAMSBURG,300
7/9/2002,CITIZEN REQUESTED ASSISTANCE,SKIMINO ROAD,189,23188,1,WILLIAMSBURG,300
9/24/2002,TRESPASSING,SKIMINO ROAD,189,23188,1,WILLIAMSBURG,300
10/13/2002,RUNAWAY JUVENILE,SKIMINO ROAD,189,23188,1,WILLIAMSBURG,300
10/14/2002,RUNAWAY JUVENILE,SKIMINO ROAD,189,23188,1,WILLIAMSBURG,300
10/22/2002,RUNAWAY JUVENILE,SKIMINO ROAD,189,23188,1,WILLIAMSBURG,300
2/12/2002,"DAMAGE PROPERTY, PRIVATE",THOMAS DRIVE,14,23188,1,WILLIAMSBURG,300
6/8/2002,EXCESSIVE NOISE,WESTMINSTER,5,23188,1,WILLIAMSBURG,300
