Name: “Table 1 of 1 on page 125 of 179”,Name: “Table 1 of 1 on page 125 of 179”,Name: “Table 1 of 1 on page 125 of 179”,Name: “Table 1 of 1 on page 125 of 179”,Name: “Table 1 of 1 on page 125 of 179”,Name: “Table 1 of 1 on page 125 of 179”,Name: “Table 1 of 1 on page 125 of 179”,Name: “Table 1 of 1 on page 125 of 179”,Name: “Table 1 of 1 on page 125 of 179”
,Persons aged 45-54 years old had slightly more deaths (16.4%) in motor vehicle incidents than any,Persons aged 45-54 years old had slightly more deaths (16.4%) in motor vehicle incidents than any,Persons aged 45-54 years old had slightly more deaths (16.4%) in motor vehicle incidents than any,Persons aged 45-54 years old had slightly more deaths (16.4%) in motor vehicle incidents than any,Persons aged 45-54 years old had slightly more deaths (16.4%) in motor vehicle incidents than any,Persons aged 45-54 years old had slightly more deaths (16.4%) in motor vehicle incidents than any,Persons aged 45-54 years old had slightly more deaths (16.4%) in motor vehicle incidents than any,Persons aged 45-54 years old had slightly more deaths (16.4%) in motor vehicle incidents than any
,"other age group, but they were closely followed by the 25-34 and 35-44 age groups","other age group, but they were closely followed by the 25-34 and 35-44 age groups","other age group, but they were closely followed by the 25-34 and 35-44 age groups","other age group, but they were closely followed by the 25-34 and 35-44 age groups","other age group, but they were closely followed by the 25-34 and 35-44 age groups","other age group, but they were closely followed by the 25-34 and 35-44 age groups","other age group, but they were closely followed by the 25-34 and 35-44 age groups",
,Eighteen children under the age of 10 died in MVC-related incidents with 2 or 11.1 percent of them,Eighteen children under the age of 10 died in MVC-related incidents with 2 or 11.1 percent of them,Eighteen children under the age of 10 died in MVC-related incidents with 2 or 11.1 percent of them,Eighteen children under the age of 10 died in MVC-related incidents with 2 or 11.1 percent of them,Eighteen children under the age of 10 died in MVC-related incidents with 2 or 11.1 percent of them,Eighteen children under the age of 10 died in MVC-related incidents with 2 or 11.1 percent of them,Eighteen children under the age of 10 died in MVC-related incidents with 2 or 11.1 percent of them,Eighteen children under the age of 10 died in MVC-related incidents with 2 or 11.1 percent of them
,being drivers and 5 or twenty-eight percent being pedestrians,being drivers and 5 or twenty-eight percent being pedestrians,being drivers and 5 or twenty-eight percent being pedestrians,being drivers and 5 or twenty-eight percent being pedestrians,being drivers and 5 or twenty-eight percent being pedestrians,,,
,,"Figure 76. Motor Vehicle Deaths & Rate by Year of Death, 2010","Figure 76. Motor Vehicle Deaths & Rate by Year of Death, 2010","Figure 76. Motor Vehicle Deaths & Rate by Year of Death, 2010","Figure 76. Motor Vehicle Deaths & Rate by Year of Death, 2010","Figure 76. Motor Vehicle Deaths & Rate by Year of Death, 2010",,
1200,,,,,,,,14
,,,,,1140,,,
,,,,,,,Total MVCs,
,,,,1070,,,,
,,,1052,,,,Rate,
,1037,1035,,,,,,
,,,,,,,,12
1000,,,,,,,,
,,,,,,929,,
,,,,,,,845,
,,,,,,,,10
,,,,,,,,817
800,,,,,,,,
,,,,,,,,8
600,,,,,,,,
,,,,,,,,6
400,,,,,,,,
,,,,,,,,4
200,,,,,,,,
,,,,,,,,2
,0,,,,,,,0
,2003,2004,2005,2006,2007,2008,2009,2010
Virginia Department of Health,Virginia Department of Health,,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,December 2011
