,separated,,,,,,,,,,,,,,,,
,Never married,"79,664,210",1.6,,9.8,,5.2,,17.3,,1.5,,8.7,,4.6,,13.6
Family income/e,,,,,,,,,,,,,,,,,
,"Less than $7,500","8,367,490",3,*,8.9,,3.6,*,16.6,,3,*,6.8,,3.1,*,12.1
,"$7,500-$14,999","14,798,200",1.4,*,7.7,,4.2,,10.6,,1.4,*,7.4,,4,,6.2
,"$15,000-$24,999","22,414,530",2.3,,7.9,,3.7,,13.5,,2.1,,7.2,,3.2,,11
,"$25,000-$34,999","22,504,200",2.7,,5.8,,3.6,,12.1,,2.3,,4.9,,3.3,,9.7
,"$35,000-$49,999","30,575,740",2.5,,5.4,,4.2,,9.1,,2.5,,5,,3.2,,7.1
,"$50,000-$74,999","35,692,930",1.4,,5.5,,3.4,,10,,1.3,,5,,3.1,,8.7
,"$75,000 or more","52,979,190",1.1,,3,,2.2,,8.9,,1,,2.6,,2,,7.2
,,,,"Rate per 1,000 persons age 12 and over",,,,,,,,,,,,,
,,,Aggravated assault,,,,,,,,Simple assault,,,,,,
Characteristic,,, Relatives,,Well-known,,Casual acquaintances,,Strangers,, Relatives,,Well-known,,Casual acquaintances,,Strangers
Gender,,,,,,,,,,,,,,,,,
,Male,,0.4,,1.1,,0.6,,3,,0.8,,3.3,,2.8,,7.8
,Female,,0.4,,1,,0.2,*,1.1,,1.9,,3.4,,1.7,,3.7,
Race,,,,,,,,,,,,,,,,,,
,White only,,0.3,,0.9,,0.3,,2,,1.3,,3.3,,2.3,,5.8,
,Black only,,0.4,*,2.4,,0.7,*,2.6,,1.4,,4,,1.9,,4.4,
,Other race only/b,,0.4,*,0.3,*,0,*,1.8,*,0,*,1.4,*,1.8,*,3.8,
,Two or more races/c,,3.7,*,4.8,*,3.9,*,2.8,*,15.1,*,13.4,*,3.2,*,26.8,
Age,,,,,,,,,,,,,,,,,,
, 12-15,,0.2,*,3.1,,1.7,*,3.2,,0.9,*,10.2,,6.7,,9.9,
,16-19,,0.8,*,2.4,,0.9,*,4.6,,1.1,*,5.5,,3.7,,10.4,
,20-24,,0,*,2.8,,0.4,*,5.5,,1.2,*,9.1,,4.3,,14.3,
,25-34,,0.5,*,0.9,*,0.4,*,2.6,,2.5,,3.7,,1.4,,7,
,35-49,,0.5,*,0.6,,0.3,*,1.3,,2,,2.3,,2,,5,
,50-64,,0.4,*,0.4,*,0.1,*,1.1,,0.6,*,1.4,,1.6,,3,
,65 and over,,0.1,*,0.3,*,0.1,*,0.3,*,0.3,*,0.2,*,0.1,*,0.3,*
Marital status/d,,,,,,,,,,,,,,,,,,
,Married,,0.2,*,0.5,,0.1,*,1.2,,0.7,,1.4,,1.1,,3.3,
,Widowed,,0,*,0,*,0,*,0.3,*,0.2,*,0.2,*,1.5,*,1.7,*
,Divorced or separated,,1.2,*,0.9,*,0.6,*,2.1,,5.9,,4.9,,3.6,,6.1,
,Never married,,0.4,*,2.1,,0.9,,3.6,,1.1,,6.5,,3.7,,10,
Family income/e,,,,,,,,,,,,,,,,,,
,"Less than $7,500",,0.7,*,2.3,*,0,*,4.6,,2.2,*,4.5,,3.1,*,7.6,
,"$7,500-$14,999",,0.8,*,2.2,*,1.2,*,1.6,*,0.6,*,5.1,,2.8,,4.6,
,"$15,000-$24,999",,0.8,*,1.9,,0,*,2.7,,1.3,*,5.3,,3.2,,8.3,
,"$25,000-$34,999",,0.6,*,0.4,*,0.5,*,3.3,,1.7,,4.5,,2.8,,6.4,
,"$35,000-$49,999",,0.3,*,0.7,*,0.7,*,1.9,,2.3,,4.2,,2.5,,5.2,
,"$50,000-$74,999",,0.4,*,1.3,,0.3,*,2.2,,0.9,*,3.7,,2.8,,6.5,
,"$75,000 or more",,0.1,*,0.4,*,0.1,*,2,,1,,2.2,,1.9,,5.2,
*Estimate is based on about 10 or fewer sample cases.,,,,,,,,,,,,,,,,,,
"a/Crimes of violence includes data on rape, sexual assault, and robbery, not shown separately.",,,,,,,,,,,,,,,,,,
"b/Includes American Indian, Eskimo, Asian Pacific Islander if only one of these races if given.",,,,,,,,,,,,,,,,,,
"c/Includes all persons of any race, indicating two or more races.",,,,,,,,,,,,,,,,,,
d/Excludes data on persons whose marital status was not ascertained.,,,,,,,,,,,,,,,,,,
e/Excludes data on persons whose family income was not ascertained.
