All property crimes,6.7,%,4.5,%,7.6,%,7.2,%,6.6,%,17,%,2.7,%,1.7,%
   Household burglary,7.2,,5,,9.1,,7.9,,6.2,,12.7,,2.3,,1.2,*
      Completed,7.3,,5.6,,9.2,,7.6,,6.3,,11.4,,1.9,,1.1,*
         Forcible entry,7,,6.2,,8.5,,8.9,,5.7,,10.8,,1.3,*,1.7,*
         Unlawful entry without force,7.6,,5,,9.8,,6.3,,6.9,,12,,2.5,*,0.4,*
      Attempted forcible entry,6.6,*,0,*,8,*,10.8,*,5.5,*,25.4,,6.2,*,2.8,*
   Motor vehicle theft,5,,4.6,,8.5,,7.1,,6.3,,10.6,,0.6,*,1.4,*
      Completed,4.1,,4.3,,9,,5.6,,6.4,,10.4,,0.7,*,1.6,*
      Attempted,11.1,*,7.4,*,5.4,*,18.1,*,5.6,*,12.1,*,0,*,0,*
   Theft,6.7,,4.2,,6.7,,6.8,,6.8,,20.6,,3.2,,2,
      Completed,6.5,,4.1,,6.7,,6.8,,6.8,,20.3,,3.4,,2,
      Attempted,9.4,*,5.3,*,6.4,*,6.1,*,6.9,*,26.9,,0,*,1,*
Note: Detail may not add to total shown because of rounding.,,,,,,,,,,,,,,,,
Some respondents may have cited more than one reason for reporting victimizations to the police.,,,,,,,,,,,,,,,,
*Estimate is based on about 10 or fewer sample cases.,,,,,,,,,,,,,,,,
a/Includes verbal threats of rape and threats of sexual assault.,,,,,,,,,,,,,,,,
