Name: “Table 1 of 1 on page 123 of 162”,Name: “Table 1 of 1 on page 123 of 162”,Name: “Table 1 of 1 on page 123 of 162”,Name: “Table 1 of 1 on page 123 of 162”,Name: “Table 1 of 1 on page 123 of 162”,Name: “Table 1 of 1 on page 123 of 162”,Name: “Table 1 of 1 on page 123 of 162”,Name: “Table 1 of 1 on page 123 of 162”,Name: “Table 1 of 1 on page 123 of 162”,Name: “Table 1 of 1 on page 123 of 162”,Name: “Table 1 of 1 on page 123 of 162”,Name: “Table 1 of 1 on page 123 of 162”,Name: “Table 1 of 1 on page 123 of 162”,Name: “Table 1 of 1 on page 123 of 162”
,The Western OCME district handled one-third of all drug/poison deaths.,The Western OCME district handled one-third of all drug/poison deaths.,The Western OCME district handled one-third of all drug/poison deaths.,The Western OCME district handled one-third of all drug/poison deaths.,The Western OCME district handled one-third of all drug/poison deaths.,The Western OCME district handled one-third of all drug/poison deaths.,The Western OCME district handled one-third of all drug/poison deaths.,The Western OCME district handled one-third of all drug/poison deaths.,The Western OCME district handled one-third of all drug/poison deaths.,,,,
,Narcotics were the most frequently identified class of compounds (36.2%) followed by anti-,Narcotics were the most frequently identified class of compounds (36.2%) followed by anti-,Narcotics were the most frequently identified class of compounds (36.2%) followed by anti-,Narcotics were the most frequently identified class of compounds (36.2%) followed by anti-,Narcotics were the most frequently identified class of compounds (36.2%) followed by anti-,Narcotics were the most frequently identified class of compounds (36.2%) followed by anti-,Narcotics were the most frequently identified class of compounds (36.2%) followed by anti-,Narcotics were the most frequently identified class of compounds (36.2%) followed by anti-,Narcotics were the most frequently identified class of compounds (36.2%) followed by anti-,Narcotics were the most frequently identified class of compounds (36.2%) followed by anti-,Narcotics were the most frequently identified class of compounds (36.2%) followed by anti-,Narcotics were the most frequently identified class of compounds (36.2%) followed by anti-,
,anxiety medications (15.6%).,anxiety medications (15.6%).,anxiety medications (15.6%).,anxiety medications (15.6%).,,,,,,,,,
,Twenty-three of the 735 or 3.1% of drug/poison deaths were ethanol-only deaths.,Twenty-three of the 735 or 3.1% of drug/poison deaths were ethanol-only deaths.,Twenty-three of the 735 or 3.1% of drug/poison deaths were ethanol-only deaths.,Twenty-three of the 735 or 3.1% of drug/poison deaths were ethanol-only deaths.,Twenty-three of the 735 or 3.1% of drug/poison deaths were ethanol-only deaths.,Twenty-three of the 735 or 3.1% of drug/poison deaths were ethanol-only deaths.,Twenty-three of the 735 or 3.1% of drug/poison deaths were ethanol-only deaths.,Twenty-three of the 735 or 3.1% of drug/poison deaths were ethanol-only deaths.,Twenty-three of the 735 or 3.1% of drug/poison deaths were ethanol-only deaths.,Twenty-three of the 735 or 3.1% of drug/poison deaths were ethanol-only deaths.,,,
,Whites died from prescription drugs 4.5 times that of blacks while blacks died from illegal drugs 1.6,Whites died from prescription drugs 4.5 times that of blacks while blacks died from illegal drugs 1.6,Whites died from prescription drugs 4.5 times that of blacks while blacks died from illegal drugs 1.6,Whites died from prescription drugs 4.5 times that of blacks while blacks died from illegal drugs 1.6,Whites died from prescription drugs 4.5 times that of blacks while blacks died from illegal drugs 1.6,Whites died from prescription drugs 4.5 times that of blacks while blacks died from illegal drugs 1.6,Whites died from prescription drugs 4.5 times that of blacks while blacks died from illegal drugs 1.6,Whites died from prescription drugs 4.5 times that of blacks while blacks died from illegal drugs 1.6,Whites died from prescription drugs 4.5 times that of blacks while blacks died from illegal drugs 1.6,Whites died from prescription drugs 4.5 times that of blacks while blacks died from illegal drugs 1.6,Whites died from prescription drugs 4.5 times that of blacks while blacks died from illegal drugs 1.6,Whites died from prescription drugs 4.5 times that of blacks while blacks died from illegal drugs 1.6,Whites died from prescription drugs 4.5 times that of blacks while blacks died from illegal drugs 1.6
,times that of whites.,times that of whites.,times that of whites.,,,,,,,,,,
,,"Figure 77. Total Drug/Poison Deaths & Rate by Year of Death, 1999-2008","Figure 77. Total Drug/Poison Deaths & Rate by Year of Death, 1999-2008","Figure 77. Total Drug/Poison Deaths & Rate by Year of Death, 1999-2008","Figure 77. Total Drug/Poison Deaths & Rate by Year of Death, 1999-2008","Figure 77. Total Drug/Poison Deaths & Rate by Year of Death, 1999-2008","Figure 77. Total Drug/Poison Deaths & Rate by Year of Death, 1999-2008","Figure 77. Total Drug/Poison Deaths & Rate by Year of Death, 1999-2008","Figure 77. Total Drug/Poison Deaths & Rate by Year of Death, 1999-2008","Figure 77. Total Drug/Poison Deaths & Rate by Year of Death, 1999-2008",,,
,800,,,,,,,,,,10,,
,,,,Cases,,,,,,,,,
,,,,,,,,,,,735,,
,,,,Residential Rate,,,,,,717,9,,
,700,,,,,,,,,,,,
,,,,,,,,,669,,,,
,,,,,,,,,,,8,,
,,,,,,595,,,,,,,
,600,,,,,,,,,,,,
,,,,,549,,,,,,,,
,,,,,,,,545,,,7,,
,,,,,,,,,,,,n,
,,,,,,,498,,,,,o,
,,,,,,,,,,,,i,
,,,,507,,,,,,,,"t
a",
,,,,,,,,,,,,l,
,500,,,,,,,,,,,u,
,,,,,,,,,,,,p,
,,,,,,,,,,,6,o,
,,,,,,,,,,,,P,
,,,424,,,,,,,,,,
,400,384,,,,,,,,,5,,
,,,,,,,,,,,4,,
,300,,,,,,,,,,,,
,,,,,,,,,,,3,,
,200,,,,,,,,,,,,
,,,,,,,,,,,2,,
,100,,,,,,,,,,,,
,,,,,,,,,,,1,,
,0,,,,,,,,,,0,,
,,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,,
Virginia Department of Health,Virginia Department of Health,Virginia Department of Health,,,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,Office of the Chief Medical Examiner,,,,November 2009,November 2009
