,,,1200,,,,,,,,,,,,,,,,,,,,
,,,1000,,,,,,,,,,,,,,,,,,,,
,,,800,,,,,,,,,,,,,,,,,,,,
681,,,,,,,,,,,,,,,,,,,,,,,
,,,631,,,,,,,,,,,,,,,,,,,,
,,,600,,,,,,,,,,,,,,,,,,,,
,,,425,,,,,,,,,,,,,,,,,,,,
,,,400,,,,,,,,,,,,,,,,,,,,
,,,278,,,,,,,,,,,,,,,,,,,,
,,,143,,,,,,,,,,,,,,,,,,,,
,,,200,,,,,,,,,,,,,,,,,,,,
,,93,,25,,,,,,,,,,,,,95,27,,,,,
,,,,,,,,,,,,,,,,,40,,,13,,,
,,,45,,,,,,,,,,,,,,,,,,,,
,,,22,18,10,6,1,5,4,0,2,0,1,0,1,0,0,12,0,16,7,3,4
,,,0,,,,,,,,,,,,,,,,,,,,
White,,Black,,Asian,Asian,Asian,,Pacific Islander,Pacific Islander,Pacific Islander,Pacific Islander,Pacific Islander,Native American,Native American,Native American,Native American,Other,Other,,Unknown,Unknown,Unknown,
,Natural,,,Accident,Accident,,,Suicide,Suicide,Suicide,,,Homicide,Homicide,Homicide,Homicide,Undetermined,Undetermined,Undetermined,,,,
"Figure 10. Total Cases by Manner of Death by Year of Death, 1999-2003","Figure 10. Total Cases by Manner of Death by Year of Death, 1999-2003","Figure 10. Total Cases by Manner of Death by Year of Death, 1999-2003","Figure 10. Total Cases by Manner of Death by Year of Death, 1999-2003","Figure 10. Total Cases by Manner of Death by Year of Death, 1999-2003","Figure 10. Total Cases by Manner of Death by Year of Death, 1999-2003","Figure 10. Total Cases by Manner of Death by Year of Death, 1999-2003","Figure 10. Total Cases by Manner of Death by Year of Death, 1999-2003","Figure 10. Total Cases by Manner of Death by Year of Death, 1999-2003","Figure 10. Total Cases by Manner of Death by Year of Death, 1999-2003","Figure 10. Total Cases by Manner of Death by Year of Death, 1999-2003","Figure 10. Total Cases by Manner of Death by Year of Death, 1999-2003","Figure 10. Total Cases by Manner of Death by Year of Death, 1999-2003","Figure 10. Total Cases by Manner of Death by Year of Death, 1999-2003","Figure 10. Total Cases by Manner of Death by Year of Death, 1999-2003","Figure 10. Total Cases by Manner of Death by Year of Death, 1999-2003","Figure 10. Total Cases by Manner of Death by Year of Death, 1999-2003","Figure 10. Total Cases by Manner of Death by Year of Death, 1999-2003","Figure 10. Total Cases by Manner of Death by Year of Death, 1999-2003","Figure 10. Total Cases by Manner of Death by Year of Death, 1999-2003","Figure 10. Total Cases by Manner of Death by Year of Death, 1999-2003","Figure 10. Total Cases by Manner of Death by Year of Death, 1999-2003",,
,,,2500,,,,,,,,,,,,,,,,,,,,
,,,2000,,,,,,,,,,,,,,,,,,,,
,,,1500,,,,,,,,,,,,,,,,,,,,
,,,1000,,,,,,,,,,,,,,,,,,,,
,,,500,,,,,,,,,,,,,,,,,,,,
,,,0,,,,,,,,,,,,,,,,,,,,
,1999,,,2000,,,,,2001,2001,2001,,,,2002,2002,,2003,2003,,,,
,Natural,,,Accident,Accident,,,Suicide,Suicide,Suicide,Suicide,,,Homicide,Homicide,Homicide,,Undetermined,Undetermined,Undetermined,,,
,,,,,,,,,"Virginia Department of Health, Office of the Chief Medical Examiner  November 2004","Virginia Department of Health, Office of the Chief Medical Examiner  November 2004","Virginia Department of Health, Office of the Chief Medical Examiner  November 2004","Virginia Department of Health, Office of the Chief Medical Examiner  November 2004","Virginia Department of Health, Office of the Chief Medical Examiner  November 2004","Virginia Department of Health, Office of the Chief Medical Examiner  November 2004","Virginia Department of Health, Office of the Chief Medical Examiner  November 2004","Virginia Department of Health, Office of the Chief Medical Examiner  November 2004","Virginia Department of Health, Office of the Chief Medical Examiner  November 2004","Virginia Department of Health, Office of the Chief Medical Examiner  November 2004","Virginia Department of Health, Office of the Chief Medical Examiner  November 2004","Virginia Department of Health, Office of the Chief Medical Examiner  November 2004","Virginia Department of Health, Office of the Chief Medical Examiner  November 2004","Virginia Department of Health, Office of the Chief Medical Examiner  November 2004","Virginia Department of Health, Office of the Chief Medical Examiner  November 2004"
,,,,,,,,,,,,,,,,,,,,,,,Page 15
