Date,Offense,Street,Subdivison,Zip,E.D.,City,Area
7/22/2002,"DAMAGE PROPERTY, PRIVATE",SEAFORD RD,179,23696,3,SEAFORD,200
8/15/2002,MAIMING,SEAFORD RD,179,23696,3,SEAFORD,200
8/22/2002,EMBEZZLEMENT >=$200,SEAFORD RD,179,23696,3,SEAFORD,200
9/1/2002,"DAMAGE PROPERTY, PRIVATE",SEAFORD RD,179,23696,3,SEAFORD,200
9/17/2002,"BURGLARY, RESIDENTIAL",SEAFORD RD,179,23696,3,SEAFORD,200
9/17/2002,DEAD ON ARRIVAL,SEAFORD RD,179,23696,3,SEAFORD,200
10/8/2002,GRAND LARCENY,SEAFORD RD,179,23696,3,SEAFORD,200
10/9/2002,OBSCENE/THREATENING PHONE CALL,SEAFORD RD,179,23696,3,SEAFORD,200
10/14/2002,CITIZEN REQUESTED ASSISTANCE,SEAFORD RD,179,23696,3,SEAFORD,200
10/18/2002,LOST PROPERTY,SEAFORD RD,179,23696,3,SEAFORD,200
10/18/2002,"DAMAGE PROPERTY, PRIVATE",SEAFORD RD,179,23696,3,SEAFORD,200
11/14/2002,"GRAFITTI, PUBLIC PROPERTY",SEAFORD RD,179,23696,3,SEAFORD,200
11/15/2002,THREATEN BODILY HARM,SEAFORD RD,179,23696,3,SEAFORD,200
4/13/2002,CITIZEN REQUESTED ASSISTANCE,SHARON DRIVE,25,23696,3,SEAFORD,200
1/22/2002,GRAND LARCENY,SHIRLEY ROAD,179,23696,3,SEAFORD,200
7/30/2002,UNAUTHORIZED USE OF VEHICLE,SHIRLEY ROAD,179,23696,3,SEAFORD,200
8/29/2002,CITIZEN REQUESTED ASSISTANCE,SIR JOHN WAY,193,23696,3,GRAFTON,200
10/22/2002,"ASSAULT, SIMPLE",SIR JOHN WAY,193,23696,3,GRAFTON,200
2/9/2002,VIOLATE PROTECTIVE ORDERS,SIR JOHN WAY & SOMMERV,193,23696,3,GRAFTON,200
2/4/2002,"ASSAULT, SIMPLE, DOMESTIC",SOMMERVILLE WAY,193,23696,3,SEAFORD,200
2/19/2002,CITIZEN REQUESTED ASSISTANCE,SOMMERVILLE WAY,193,23696,3,SEAFORD,200
2/19/2002,CITIZEN REQUESTED ASSISTANCE,SOMMERVILLE WAY,193,23696,3,SEAFORD,200
5/18/2002,"DAMAGE PROPERTY, PRIVATE",SOMMERVILLE WAY,193,23696,3,SEAFORD,200
6/6/2002,CITIZEN REQUESTED ASSISTANCE,SOMMERVILLE WAY,193,23696,3,SEAFORD,200
7/8/2002,PETIT LARCENY,SOMMERVILLE WAY,193,23696,3,SEAFORD,200
5/2/2002,CITIZEN REQUESTED ASSISTANCE,WATERVIEW ROAD,179,23696,3,YORKTOWN,200
5/6/2002,PETIT LARCENY,WATERVIEW ROAD,179,23696,3,YORKTOWN,200
6/2/2002,CITIZEN REQUESTED ASSISTANCE,WATERVIEW ROAD,179,23696,3,YORKTOWN,200
7/5/2002,ASSAULT & BATTERY -POLICE OFCR,WATERVIEW ROAD,179,23696,3,YORKTOWN,200
8/10/2002,CITIZEN REQUESTED ASSISTANCE,WATERVIEW ROAD,179,23696,3,YORKTOWN,200
1/4/2002,MISSING PERSON,WHITES LANE,179,23696,3,GRAFTON,200
5/3/2002,CITIZEN REQUESTED ASSISTANCE,WILDEY ROAD,179,23696,3,SEAFORD,200
8/12/2002,"ASSAULT, AGGRAVATED, DOMESTIC",WILDEY ROAD,179,23696,3,SEAFORD,200
5/24/2002,"ASSAULT, SIMPLE, DOMESTIC",WINSOMEHAVEN DRIVE,23,23696,3,SEAFORD,200
2/23/2002,"BURGLARY, RESIDENTIAL",YORK POINT DRIVE,242,23696,3,SEAFORD,200
7/30/2002,CITIZEN REQUESTED ASSISTANCE,YORK POINT DRIVE,242,23696,3,SEAFORD,200
8/19/2002,GRAND LARCENY,YORK POINT DRIVE,242,23696,3,SEAFORD,200
9/10/2002,PETIT LARCENY,YORK POINT DRIVE,242,23696,3,SEAFORD,200
10/26/2002,DRUNK IN PUBLIC,YORK POINT DRIVE,242,23696,3,SEAFORD,200
11/7/2002,PETIT LARCENY,YORK POINT DRIVE,242,23696,3,SEAFORD,200
11/20/2002,CREDIT CARD THEFT,YORK POINT DRIVE,242,23696,3,SEAFORD,200
