COUNTY	AGENCY	PART NUMBER	ITEM	QUANTITY	UNIT	DATE SHIPPED	TYPE
ALEXANDRIA CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	6/12/2008	TACTICAL
ALEXANDRIA CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	6/12/2008	TACTICAL
ALEXANDRIA CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	6/12/2008	TACTICAL
ALEXANDRIA CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	6/12/2008	TACTICAL
ALEXANDRIA CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	6/12/2008	TACTICAL
ALEXANDRIA CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	6/12/2008	TACTICAL
ALEXANDRIA CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	6/12/2008	TACTICAL
ALEXANDRIA CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	6/12/2008	TACTICAL
ALEXANDRIA CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	6/12/2008	TACTICAL
ALEXANDRIA CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	6/12/2008	TACTICAL
ALEXANDRIA CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	6/12/2008	TACTICAL
ALEXANDRIA CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	6/12/2008	TACTICAL
ALEXANDRIA CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	6/12/2008	TACTICAL
ALEXANDRIA CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	6/12/2008	TACTICAL
ALEXANDRIA CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	6/12/2008	TACTICAL
ALEXANDRIA CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	6/12/2008	TACTICAL
ALEXANDRIA CITY		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	6/12/2008	TACTICAL
ALEXANDRIA CITY		2320-01-146-7189	TRUCK,UTILITY	1	Each	3/25/2011	TACTICAL
AMELIA		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/16/2006	TACTICAL
AMELIA		1005-00-589-1271	RIFLE,7.62 MILLIMETER	1	Each	10/16/2006	TACTICAL
AMHERST		2355-01-590-1660	MINE RESISTANT VEHICLE	1	Each	4/14/2014	TACTICAL
AMHERST		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/16/2006	TACTICAL
AMHERST		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/16/2006	TACTICAL
AMHERST		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/16/2006	TACTICAL
AMHERST		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/16/2006	TACTICAL
AMHERST		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/16/2006	TACTICAL
AMHERST		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/16/2006	TACTICAL
AMHERST		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/16/2006	TACTICAL
AMHERST		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/16/2006	TACTICAL
AMHERST		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/16/2006	TACTICAL
AMHERST		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/16/2006	TACTICAL
AMHERST		1005-00-073-9421	RIFLE,5.56 MILLIMETER	1	Each	10/16/2006	TACTICAL
AMHERST		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
AMHERST		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
AMHERST		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
AMHERST		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
AMHERST		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
AMHERST		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
AMHERST		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
AMHERST		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
AMHERST		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
AMHERST		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
AMHERST		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
AMHERST		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
AMHERST		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
AMHERST		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
AMHERST		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
AMHERST		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
AMHERST		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
AMHERST		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
AMHERST		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
AMHERST		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
AMHERST		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
AMHERST		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
AMHERST		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
AMHERST		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
AMHERST		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
AMHERST		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
AMHERST		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
AMHERST		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
AMHERST		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
AMHERST		1005-00-856-6885	RIFLE,5.56 MILLIMETER	1	Each	4/19/2012	TACTICAL
AMHERST		1240-01-411-1265	SIGHT,REFLEX	1	Each	12/26/2013	TACTICAL
AMHERST		1240-01-411-1265	SIGHT,REFLEX	1	Each	12/26/2013	TACTICAL
AMHERST		1240-01-411-1265	SIGHT,REFLEX	1	Each	12/26/2013	TACTICAL
AMHERST		1240-01-411-1265	SIGHT,REFLEX	1	Each	12/26/2013	TACTICAL
AMHERST		1240-01-411-1265	SIGHT,REFLEX	1	Each	12/26/2013	TACTICAL
AMHERST		1240-01-540-3690	SIGHT,REFLEX	1	Each	12/30/2013	TACTICAL
AMHERST		1240-01-540-3690	SIGHT,REFLEX	1	Each	12/30/2013	TACTICAL
AMHERST		1240-01-540-3690	SIGHT,REFLEX	1	Each	12/30/2013	TACTICAL
AMHERST		1240-01-540-3690	SIGHT,REFLEX	1	Each	12/30/2013	TACTICAL
AMHERST		1240-01-540-3690	SIGHT,REFLEX	1	Each	12/30/2013	TACTICAL
AMHERST		1240-01-540-3690	SIGHT,REFLEX	1	Each	12/30/2013	TACTICAL
AMHERST		1240-01-540-3690	SIGHT,REFLEX	1	Each	12/30/2013	TACTICAL
AMHERST		1240-01-540-3690	SIGHT,REFLEX	1	Each	12/30/2013	TACTICAL
AMHERST		1240-01-540-3690	SIGHT,REFLEX	1	Each	12/30/2013	TACTICAL
AMHERST		1240-01-540-3690	SIGHT,REFLEX	1	Each	12/30/2013	TACTICAL
AMHERST		1240-01-540-3690	SIGHT,REFLEX	1	Each	12/30/2013	TACTICAL
AMHERST		1240-01-540-3690	SIGHT,REFLEX	1	Each	12/30/2013	TACTICAL
AMHERST		1240-01-540-3690	SIGHT,REFLEX	1	Each	12/30/2013	TACTICAL
AMHERST		1240-01-540-3690	SIGHT,REFLEX	1	Each	12/30/2013	TACTICAL
AMHERST		1240-01-540-3690	SIGHT,REFLEX	1	Each	12/30/2013	TACTICAL
AMHERST		1240-01-540-3690	SIGHT,REFLEX	1	Each	12/30/2013	TACTICAL
AMHERST		1240-01-540-3690	SIGHT,REFLEX	1	Each	12/30/2013	TACTICAL
AMHERST		1240-01-540-3690	SIGHT,REFLEX	1	Each	12/30/2013	TACTICAL
AMHERST		1240-01-540-3690	SIGHT,REFLEX	1	Each	12/30/2013	TACTICAL
AMHERST		1240-01-540-3690	SIGHT,REFLEX	1	Each	12/30/2013	TACTICAL
AMHERST		1240-01-540-3690	SIGHT,REFLEX	1	Each	12/30/2013	TACTICAL
AMHERST		1240-01-540-3690	SIGHT,REFLEX	1	Each	12/30/2013	TACTICAL
AMHERST		1240-01-540-3690	SIGHT,REFLEX	1	Each	12/30/2013	TACTICAL
AMHERST		1240-01-540-3690	SIGHT,REFLEX	1	Each	12/30/2013	TACTICAL
AMHERST		1240-01-540-3690	SIGHT,REFLEX	1	Each	12/30/2013	TACTICAL
AMHERST		2320-01-107-7155	TRUCK,UTILITY	1	Each	10/7/2013	TACTICAL
ARLINGTON		5855-01-561-5993	CLOSE QUARTERS BATT	12	Each	2/13/2013	TACTICAL
ARLINGTON		5855-01-561-5993	CLOSE QUARTERS BATT	1	Each	2/13/2013	TACTICAL
ARLINGTON		5855-01-447-8992	ILLUMINATOR,INFRARED	80	Each	1/22/2013	TACTICAL
ARLINGTON		5855-01-465-2168	ILLUMINATOR,INFRARED	5	Each	1/22/2013	TACTICAL
ARLINGTON		5855-01-502-6414	ILLUMINATOR,INFRARED	3	Each	1/22/2013	TACTICAL
ARLINGTON		5855-01-529-8717	ILLUMINATOR,INFRARED	15	Each	2/13/2013	TACTICAL
ARLINGTON		1080-01-183-4484	NET,CAMOUFLAGE,FIBER	10	Each	8/15/2012	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	2/13/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	2/13/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/22/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/22/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/22/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/22/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/22/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/22/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	2/13/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	2/13/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/22/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/25/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/25/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/25/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/25/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/25/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/25/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/25/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/25/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/25/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/25/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/25/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/25/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/25/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/25/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/25/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/25/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/25/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/30/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/30/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/25/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/25/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/25/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/25/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/25/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/25/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/25/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	2/19/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	2/4/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	2/4/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	2/4/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/22/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/22/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	2/19/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	2/4/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/22/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/22/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/22/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/22/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/22/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/22/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/22/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/22/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/22/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/22/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	2/4/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	2/4/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	2/4/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	2/4/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	2/4/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	2/4/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	2/4/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	2/4/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	2/4/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	2/4/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	2/4/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	2/4/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	2/4/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	2/4/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	2/4/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	2/4/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	2/4/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	2/4/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	2/4/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	2/4/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	2/4/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	2/4/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	2/4/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	2/4/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	2/4/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	2/4/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	2/4/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	2/4/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	2/4/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	2/13/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	2/13/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	2/13/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	2/13/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	2/13/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	2/13/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	2/13/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	2/13/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	2/13/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	2/13/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/25/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/25/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/25/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/25/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/25/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/25/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/22/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	2/4/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/22/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/22/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/22/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	2/4/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/22/2013	TACTICAL
ARLINGTON		5855-DS-NIG-HTVI	NIGHT VISION EQUIP, EMIT, REFLECTED RAD	1	Each	1/22/2013	TACTICAL
