STATE,NIIN_ITEM_NAME,NATIONAL_STOCK_NUMBER,QUANTITY,TOTAL_COST,SHIP_DATE
AK,"BOOTS,EXTREME COLD WEATHER",8430-00-655-5564,4,851.76,03-JUL-2012
AK,"BOOTS,EXTREME COLD WEATHER",8430-00-823-6903,1,118.15,03-JUL-2012
AK,No Item Name Provided,4110-01-426-6452,1,0.00,03-AUG-2012
AL,BINOCULAR,1240-01-499-3547,8,2840.00,31-OCT-2012
AL,FIELD PACK,8465-01-019-9103,20,917.60,31-OCT-2012
AL,"GAITER,NECK        ",8440-01-387-8509,4,9.44,31-OCT-2012
AL,HEADSET-MICROPHONE,5965-01-390-9240,10,2710.70,31-OCT-2012
AL,"LIGHTING KIT,VEHICULAR",6220-01-210-4920,1,332.64,31-OCT-2012
AL,SPOTLIGHT,6230-01-414-5069,50,3142.50,31-OCT-2012
AL,ONLY COMPLETE COMBAT/ASSAULT/TACTICAL WHEELED VEHICLES,2355-DS-COM-BTV2,1,200000.00,31-OCT-2011
AL,"WINDOW,VEHICULAR",2510-01-289-8259,1,179.40,31-OCT-2011
AL,"BAG,PAPER",8105-00-579-9161,5,197.40,31-MAY-2013
AL,BLADDER            ,8475-01-441-8299,35,1904.35,31-MAY-2013
AL,"COMPUTER,DIGITAL",7021-01-534-8698,2,14956.00,31-MAY-2013
AL,GARDENING IMPLEMENTS AND TOOLS,3750-DS-LAN-DSCP,1,250.00,31-MAY-2013
AL,GARDENING IMPLEMENTS AND TOOLS,3750-DS-LAN-DSCP,2,500.00,31-MAY-2013
AL,"GREASE GUN,PNEUMATIC",4930-01-269-2320,1,85.86,31-MAY-2013
AL,LAMINATOR,7490-DS-LAM-INAT,10,100.00,31-MAY-2013
AL,LAPTOP COMPUTER,7021-DS-LAP-TOP2,17,8500.00,31-MAY-2013
AL,"PRINTER, INK JET",7025-DS-INK-JETP,1,3196.00,31-MAY-2013
AL,"SCREW,WOOD",5305-01-264-8531,2,48.56,31-MAY-2013
AL,TELECONFERENCE SYSTEM,5820-01-525-1431,1,0.00,31-MAY-2013
AL,"TELEVISION, PERSONAL/HOME USE",7730-DS-TEL-EVI3,1,1455.72,31-MAY-2013
AL,"TOOL KIT,CRIMPING  ",5180-00-937-6846,3,5529.93,31-MAY-2013
AL,TOOLBOX,5140-DS-TOO-LBOX,2,200.00,31-MAY-2013
AL,TOOLBOX,5140-DS-TOO-LBOX,3,300.00,31-MAY-2013
AL,TOOLBOX,5140-DS-TOO-LBOX,10,1000.00,31-MAY-2013
AL,CAMOUFLAGE SCREENING SYSTEM,1080-01-375-8729,1,3283.00,31-MAY-2012
AL,"NRP,GNS COLOR GPS,A",5999-01-604-0881,5,46375.00,31-MAY-2012
AL,"SIGHT,REFLEX",1240-01-540-3690,1,328.00,31-MAY-2012
AL,"TRAILER,GROUND HANDLING",1740-00-403-8235,1,15160.98,31-MAY-2012
AL,"TRUCK,UTILITY",2320-01-107-7155,1,25000.00,31-MAY-2012
AL,BINOCULAR,1240-01-361-1318,3,1026.00,31-MAR-2012
AL,"CAN,MILITARY",7240-00-089-3827,10,203.30,31-JUL-2013
AL,CARGO BULKHEAD ASSEMBLY,2510-01-189-3456,1,146.78,31-JUL-2013
AL,"CARRIER,FIGHTING LOAD",8465-01-465-2056,24,919.44,31-JUL-2013
AL,"FIRST AID KIT,INDIVIDUAL",6545-01-539-2732,24,6187.44,31-JUL-2013
AL,GRIDDLE,7310-DS-GRI-DDLE,2,0.00,31-JUL-2013
AL,KETTLE,7310-DS-KET-TLE0,2,0.00,31-JUL-2013
AL,"MAT,SLEEPING       ",8465-01-109-3369,24,216.48,31-JUL-2013
AL,"MIRROR HEAD,VEHICULAR",2540-01-314-1189,1,14.57,31-JUL-2013
AL,OVEN,7310-DS-OVE-N000,2,0.00,31-JUL-2013
AL,"SPECTACLE KIT,INTERCHANGABLE COMPONENT EYESHIELD",4240-01-525-5085,24,974.88,31-JUL-2013
AL,TARPAULIN,8340-00-577-5838,4,1151.28,31-JUL-2013
AL,TARPAULIN,8340-01-519-2701,4,270.80,31-JUL-2013
AL,TENT,8340-01-459-8172,2,5014.22,31-JUL-2013
AL,"TOWBAR,MOTOR VEHICLE",2540-01-496-8356,1,4879.46,31-JUL-2013
AL,"TRAILER,FLAT BED",2330-01-207-3533,1,14423.00,31-JUL-2013
AL,TRUCK TRACTOR,2320-01-488-6962,1,166223.00,31-JUL-2013
AL,ASSAULT PACK       ,8465-01-524-5250,20,1805.60,31-JUL-2012
AL,BARREL AND FRONT SIGHT ASSEMBLY,1005-01-233-8529,25,8275.00,31-JUL-2012
AL,BAYONET-KNIFE,1095-00-017-9701,22,565.18,31-JUL-2012
AL,BAYONET-KNIFE,1095-00-073-9238,55,1409.10,31-JUL-2012
AL,BEDSPREAD,7210-00-715-4995,50,881.50,31-JUL-2012
AL,"BINDER,LOOSE-LEAF",7510-00-530-8881,48,198.24,31-JUL-2012
AL,BINOCULAR,1240-01-430-6942,5,1775.00,31-JUL-2012
AL,"BUFFER ASSEMBLY,RECOIL",1005-01-522-0772,25,617.50,31-JUL-2012
AL,"CABINET,TOOL,MOBILE",5140-00-608-4757,4,1478.08,31-JUL-2012
AL,"CARRIER ASSEMBLY,KEY AND BOLT",1005-01-441-1619,6,464.58,31-JUL-2012
AL,"CARRIER,HYDRATION  ",8465-01-524-8362,20,643.00,31-JUL-2012
AL,"CLEANER,ULTRASONIC",6530-01-254-4135,1,8436.50,31-JUL-2012
AL,"COOLER,AIR,EVAPORATIVE",4120-01-393-3717,3,4338.27,31-JUL-2012
AL,"COUNTER,BLOOD CELLS",6640-01-165-6691,1,3895.21,31-JUL-2012
AL,"DRIVER,PUNCH,HYDRAULIC",5120-00-986-4309,1,645.81,31-JUL-2012
AL,"ELBOW,PAD          ",8415-01-530-2157,20,235.80,31-JUL-2012
AL,"ELBOW,PADS         ",8415-01-530-2161,20,235.80,31-JUL-2012
AL,FILING CABINET,7110-00-920-9328,1,1509.75,31-JUL-2012
AL,"FRAME,FIELD PACK",8465-01-073-8326,20,771.80,31-JUL-2012
AL,"GENERATOR SET,DIESEL ENGINE",6115-01-449-2108,2,8982.00,31-JUL-2012
AL,"GLOVES,FLYERS'",8415-01-461-4940,15,358.05,31-JUL-2012
AL,"GOGGLES,INDUSTRIAL",4240-01-504-6222,10,623.70,31-JUL-2012
AL,"HOOD,COLD WEATHER",8415-01-310-0606,15,140.55,31-JUL-2012
AL,"LAMP,INCANDESCENT",6240-01-532-4184,7,2375.87,31-JUL-2012
AL,"MAT,SLEEPING       ",8465-01-109-3369,40,360.80,31-JUL-2012
AL,No Item Name Provided,3750-01-420-0680,1,0.00,31-JUL-2012
AL,"OVERALLS,COLD WEATHER",8415-01-472-6912,10,433.70,31-JUL-2012
AL,PENCIL,7510-00-240-1526,5,22.80,31-JUL-2012
AL,PENCIL,7510-00-275-7212,10,49.20,31-JUL-2012
AL,"PMB,GRIDDLE        ",7310-01-535-7021,2,3701.74,31-JUL-2012
AL,"POUCH,DOUBLE-SINGLE",8465-01-558-5167,45,298.80,31-JUL-2012
AL,"POUCH,M4 TWO MAG   ",8465-01-525-0606,20,108.80,31-JUL-2012
AL,"POUCH,M4 TWO MAG   ",8465-01-525-0606,52,282.88,31-JUL-2012
AL,"SANDER,DISK,ELECTRIC,PORTABLE",5130-00-596-9728,1,173.58,31-JUL-2012
AL,"SAW,RECIPROCATING,PORTABLE,ELECTRIC",5130-01-462-8465,1,224.07,31-JUL-2012
AL,"SCREWDRIVER,SIX POINT TIP",5120-01-168-1131,10,18.90,31-JUL-2012
AL,"SHEET,BED",7210-01-030-8666,166,2948.16,31-JUL-2012
AL,"SYRINGE,HYPODERMIC",6515-01-164-3038,10,447.30,31-JUL-2012
AL,"TELESCOPE,STRAIGHT",6650-00-530-0960,1,442.00,31-JUL-2012
AL,"THREADING SET,SCREW",5180-00-357-7510,1,55.33,31-JUL-2012
AL,"TOOL KIT,REPAIRMAN'S,SMALL ARMS",5180-00-357-7770,1,956.00,31-JUL-2012
AL,"TRUCK,STAKE",2320-01-195-0532,1,110910.00,31-JUL-2012
AL,"WRENCH SET,SOCKET",5130-00-357-5135,1,194.88,31-JUL-2012
AL,"WRENCH,ADJUSTABLE",5120-00-277-6471,1,342.20,31-JUL-2012
AL,"WRENCH,IMPACT,ELECTRIC",5130-01-536-6492,3,3519.00,31-JUL-2012
AL,"WRENCH,IMPACT,PNEUMATIC",5130-00-184-1427,1,307.63,31-JUL-2012
AL,"WRENCH,TORQUE",5120-01-451-3254,1,184.00,31-JUL-2012
AL,"ALL TERRAIN VEHICLE, 4 WHEEL",2340-DS-ATV-4WHE,2,12698.00,31-JAN-2013
AL,"CORD,FIBROUS",4020-00-180-6675,14,3428.18,31-JAN-2013
AL,"FIXTURE,LIGHTING",6210-01-499-8888,13,259.09,31-JAN-2013
AL,"HAND TOOLS, POWER DRIVEN",5130-DS-TOO-L000,1,1113.68,31-JAN-2013
AL,"HAND TOOLS, POWER DRIVEN",5130-DS-TOO-L000,3,1330.14,31-JAN-2013
AL,HEADSET-MICROPHONE,5965-01-155-0748,2,522.44,31-JAN-2013
AL,"IMAGE INTENSIFIER,NIGHT VISION",5855-01-465-6872,1,0.00,31-JAN-2013
AL,MOTORCYCLE,2340-DS-MTR-CYCL,1,3800.00,31-JAN-2013
AL,"NIGHT VISION EQUIP, EMIT, REFLECTED RAD",5855-DS-NIG-HTVI,1,18500.00,31-JAN-2013
AL,RECREATIONAL AND GYMNASTIC EQUIPMENT,7830-DS-REC-GYME,1,2291.00,31-JAN-2013
AL,SAFETY AND RESCUE EQUIPMENT,4240-DS-SAF-ERES,10,500.00,31-JAN-2013
AL,"SAW, POWER",5130-DS-SAW-0002,1,330.00,31-JAN-2013
AL,"SCOPE,NIGHT-POCKET ",5855-01-302-5493,1,4107.00,31-JAN-2013
AL,SHOP VACUUM,7910-DS-SHO-PVAC,1,150.00,31-JAN-2013
AL,"TELESCOPE,STRAIGHT",6650-00-530-0960,3,1326.00,31-JAN-2013
AL,TOOL AND HARDWARE BOXES,5140-DS-TOO-LBXD,10,300.00,31-JAN-2013
AL,"TOOL KIT,GENERAL MECHANIC'S",5180-01-483-0249,2,3486.00,31-JAN-2013
AL,TRASH CAN,7240-DS-TRA-SHCA,7,159.25,31-JAN-2013
AL,"INSULATION,ACOUSTICAL,VEHICULAR",2540-01-163-9931,10,1354.60,31-JAN-2012
AL,"ROBOT,EXPLOSIVE ORDNANCE DISPOSAL",1385-01-574-4707,1,10000.00,31-JAN-2012
AL,"CHAIN,WELDLESS",4010-00-228-9974,50,23.00,31-DEC-2012
AL,"POLE,TENT",8340-00-759-9751,24,314.16,31-DEC-2012
AL,"POUCH,40MM HE,DOUBLE",8465-01-491-7526,1,6.73,31-DEC-2012
AL,BAYONET-KNIFE,1095-01-506-3424,2,80.34,31-AUG-2012
AL,"ILLUMINATOR,INFRARED",5855-01-447-8992,52,52728.00,31-AUG-2012
AL,"KITCHEN,FIELD,TRAILER MOUNTED",7360-01-313-2238,2,208492.00,31-AUG-2012
AL,"BALACLAVA,HOOD COVER",8415-01-525-1333,25,490.25,30-SEP-2013
AL,"BLANKET,BED",7210-00-282-7950,13,424.71,30-SEP-2013
AL,"BLANKET,BED",7210-00-715-7985,6,221.10,30-SEP-2013
AL,COT,7105-DS-COT-0000,40,0.00,30-SEP-2013
AL,"FAN,CIRCULATING",4140-00-833-5068,6,1200.96,30-SEP-2013
AL,FILE CABINET,7110-DS-FIL-ECA0,3,0.00,30-SEP-2013
AL,"LOADER,SCOOP TYPE",3805-01-150-4814,1,58890.00,30-SEP-2013
AL,"PANTS,PHYSICAL FITNESS",8415-01-518-4565,15,643.50,30-SEP-2013
AL,"SIGHT,REFLEX",1240-01-411-1265,6,1968.00,30-SEP-2013
AL,STEPPER,7830-DS-STE-PPER,1,0.00,30-SEP-2013
AL,"TRAILER,LOW BED",2330-01-079-4053,1,3816.00,30-SEP-2013
AL,"WELDING MACHINE,ARC",3431-01-063-3340,1,6191.79,30-SEP-2013
AL,"BACKPACK,MEDICAL STORAGE",6515-01-587-3093,2,2679.46,30-OCT-2012
AL,"BACKPACK,MEDICAL SUPPLY",6530-01-567-2988,1,1111.54,30-OCT-2012
AL,"BACKPACK,MEDICAL TRAUMA",6515-01-507-7165,1,811.51,30-OCT-2012
AL,"BACKPACK,MEDICAL,JUMPABLE TRAINING",6515-01-452-3226,2,863.62,30-OCT-2012
AL,BINOCULAR,1240-01-499-3547,10,3550.00,30-OCT-2012
AL,"BOAT,BRIDGE ERECTION,INBOARD ENGINE",1940-01-526-0770,1,210000.00,30-OCT-2012
AL,"CASE,PHOTOGRAPHIC EQUIPMENT",6760-01-503-9093,2,28.38,30-OCT-2012
AL,"CLIMBER'S SET,TREE AND POLE",4240-00-273-9668,5,1215.00,30-OCT-2012
AL,"DEFIBRILLATOR,MONITOR,RECORDER",6515-01-516-1519,1,30738.42,30-OCT-2012
AL,"HEADBAND,GROUND TROOPS'-PARACHUTISTS' HELMET",8470-01-442-1429,22,160.82,30-OCT-2012
AL,NIGHT VISION GOGGLE,5855-01-228-0936,1,4300.00,30-OCT-2012
AL,"RESUSCITATOR,HAND OPERATED",6515-01-247-6600,3,904.17,30-OCT-2012
AL,"SIGHT,REAR",1005-01-484-8000,1,56.62,30-OCT-2012
AL,"SOCKET SET,SOCKET WRENCH",5120-01-112-9543,7,645.26,30-OCT-2012
AL,"STRAP,CHIN",8415-01-092-7534,25,108.00,30-OCT-2012
AL,TARPAULIN,8340-00-841-6455,1,201.24,30-OCT-2012
AL,"TELESCOPE,STRAIGHT",6650-00-530-0960,1,442.00,30-OCT-2012
AL,"TELESCOPE,STRAIGHT",6650-00-530-0960,2,884.00,30-OCT-2012
AL,"TORCH OUTFIT,WELDING",3433-00-076-3261,1,1271.82,30-OCT-2012
AL,LADDER             ,2590-00-848-1585,1,1380.08,30-NOV-2012
AL,"LOCKER, HOSEHOLD",7105-DS-LOC-KER0,10,2476.60,30-NOV-2012
AL,OPTICAL SIGHTING AND RANGING EQUIPMENT,1240-DS-OPT-SIGH,1,100.00,30-NOV-2012
AL,"SEMITRAILER,LOW BED",2330-01-281-6698,1,26960.00,30-NOV-2012
AL,"TRUCK,CARGO",2320-01-522-9464,1,25288.00,30-NOV-2012
AL,"TRUCK,DUMP",2320-01-101-6752,1,41735.00,30-NOV-2012
AL,"TRUCK,UTILITY",2320-01-107-7155,1,25000.00,30-NOV-2011
AL,"BLANKET,SURVIVAL   ",6532-01-524-6932,20,821.20,30-MAY-2013
AL,"BLOWER, LANDSCAPE",3750-DS-BLO-WER0,3,300.00,30-MAY-2013
AL,"CAN,MILITARY",7240-01-337-5269,10,397.90,30-MAY-2013
AL,"CANISTER BOTTOM,PIGGYBACK",3920-01-529-4518,2,5258.08,30-MAY-2013
AL,"CART,GENERAL HAULING",3920-01-508-6625,3,11658.57,30-MAY-2013
AL,"CASE,PHOTOGRAPHIC EQUIPMENT",6760-01-519-0701,30,9172.50,30-MAY-2013
AL,"CASE,PHOTOGRAPHIC EQUIPMENT",6760-01-526-8524,50,9038.50,30-MAY-2013
AL,"COVERALLS,FLYERS' ANTIEXPOSURE",8475-01-388-0924,6,4380.48,30-MAY-2013
AL,"COVERALLS,FLYERS' ANTIEXPOSURE",8475-01-483-8574,2,941.24,30-MAY-2013
AL,"CREEPER,MECHANIC'S",4910-01-100-7222,5,220.75,30-MAY-2013
AL,DRAWING BOARD AND TRESTLE,6675-00-248-1245,3,2846.79,30-MAY-2013
AL,DRINKING SYSTEM    ,8465-01-396-9926,100,7895.00,30-MAY-2013
AL,"ELECTRIC PORTABLE, HAND LIGHTING EQUIP",6230-DS-LIG-HT01,3,921.75,30-MAY-2013
AL,FIELD PACK,8465-01-515-8615,29,15963.63,30-MAY-2013
AL,FIELD PACK,8465-01-515-8615,30,16514.10,30-MAY-2013
AL,FIELD PACK,8465-01-515-8615,34,18715.98,30-MAY-2013
AL,"HAND TOOLS, POWER DRIVEN",5130-DS-TOO-L000,1,100.00,30-MAY-2013
AL,"HARNESS ASSEMBLY,MASK,OXYGEN",4240-01-571-8601,27,1672.11,30-MAY-2013
AL,"KIT,MODERN ARMY COMBATIVES",8465-01-569-8803,1,15480.84,30-MAY-2013
AL,"MAGAZINE,CARTRIDGE",1005-00-550-8694,8,33.84,30-MAY-2013
AL,MISCELLANEOUS SERVICE AND TRADE EQUIPMEN,3590-DS-MIS-CSVS,1,750.00,30-MAY-2013
AL,MODULAR SLEEP SYSTEM,8465-01-445-6274,11,2903.45,30-MAY-2013
AL,MODULAR SLEEP SYSTEM,8465-01-445-6274,15,3959.25,30-MAY-2013
AL,MODULAR SLEEP SYSTEM,8465-01-445-6274,16,4223.20,30-MAY-2013
AL,"PAVING BREAKER SET,PORTABLE",3820-01-164-7867,1,7523.20,30-MAY-2013
AL,"SIMULATOR,MUZZLE FLASH,SMALL ARMS",6920-01-146-3050,23,20608.00,30-MAY-2013
AL,SPAX               ,4240-01-547-5927,13,1587.17,30-MAY-2013
AL,"TORCH OUTFIT,WELDING",3433-00-076-3261,5,6359.10,30-MAY-2013
AL,"TRUCK,DUMP",2320-01-230-0305,1,72425.00,30-MAY-2013
AL,"TRUCK,VAN",2320-01-230-0300,1,111395.00,30-MAY-2013
AL,"VISE,BENCH AND PIPE",5120-00-223-1951,1,621.92,30-MAY-2013
AL,CAMOUFLAGE SCREENING SYSTEM,1080-01-266-1827,4,4264.00,30-MAY-2012
AL,CAMOUFLAGE SCREENING SYSTEM,1080-01-266-1827,5,5330.00,30-MAY-2012
AL,CAMOUFLAGE SCREENING SYSTEM,1080-01-375-8729,2,6566.00,30-MAY-2012
AL,"GENERATOR,ENGINE ACCESSORY",2920-01-013-5802,1,282.65,30-MAY-2012
AL,"SERVER,AUTOMATIC DATA PROCESSING",7035-01-525-7673,2,18027.32,30-MAY-2012
AL,"SERVER,AUTOMATIC DATA PROCESSING",7035-01-544-6974,2,0.00,30-MAY-2012
AL,"TRUCK,UTILITY",2320-01-107-7155,1,25000.00,30-MAY-2012
AL,"TRUCK,UTILITY",2320-01-128-9551,1,47989.00,30-MAY-2012
AL,"TURBOSUPERCHARGER,ENGINE,NON-AIRCRAFT",2950-01-555-5448,1,1268.00,30-MAY-2012
AL,"PLUNGER,LOCK       ",1005-00-814-0167,2,34.52,30-MAR-2012
AL,"RECEIVER-TRANSMITTER,RADIO",5820-01-295-0975,2,5509.92,30-MAR-2012
AL,"TRUCK,UTILITY",2320-01-128-9551,1,47989.00,30-MAR-2012
AL,DRESSER,7105-DS-DRE-SSE0,6,0.00,30-JUL-2013
AL,GYM,7830-DS-GYM-0000,2,0.00,30-JUL-2013
AL,"LOCKER, HOSEHOLD",7105-DS-LOC-KER0,6,0.00,30-JUL-2013
AL,"TRUCK,CARGO",2320-00-580-2955,1,32330.00,30-JUL-2013
AL,FIELD PACK,8465-01-515-8629,12,1353.12,30-JUL-2012
AL,"FLOODLIGHT SET,ELECTRIC",6230-01-080-1952,1,8570.00,30-JUL-2012
AL,"SEMITRAILER,STAKE",2330-01-331-5417,1,20000.00,30-JUL-2012
AL,"SUPPRESSOR,SMALL ARMS WEAPON",1005-01-565-6164,6,10204.68,30-JUL-2012
AL,"TRUCK,DUMP",2320-01-047-8756,1,84554.00,30-JUL-2012
AL,"TRUCK,UTILITY",2320-01-128-9551,1,47989.00,30-JUL-2012
AL,"TRUCK,WRECKER",2320-01-047-8754,1,125736.00,30-JUL-2012
AL,"BLEACHER,PORTABLE",5450-01-083-5953,1,2320.96,30-JAN-2013
AL,"CREEPER,MECHANIC'S",4910-01-248-6446,4,145.72,30-JAN-2013
AL,"JACK,HYDRAULIC,HAND",5120-01-336-9675,2,314.52,30-JAN-2013
AL,OPTICAL SIGHTING AND RANGING EQUIPMENT,1240-DS-OPT-SIGH,1,600.00,30-JAN-2013
AL,"PLASTIC SHEET,LAMINATED,DECORATIVE",9330-01-251-2695,75,7362.75,30-JAN-2013
AL,TRUCK TRACTOR,2320-01-272-5028,1,138870.00,30-JAN-2013
AL,"VIEWER KIT,NIGHT VISION",5855-01-540-3355,2,5186.02,30-JAN-2013
AL,"TRUCK,UTILITY",2320-01-107-7155,1,25000.00,30-JAN-2012
AL,"RIFLE,5.56 MILLIMETER",1005-00-073-9421,1,499.00,30-DEC-2011
AL,"RIFLE,7.62 MILLIMETER",1005-00-589-1271,1,138.00,30-DEC-2011
AL,"TOWBAR,MOTOR VEHICLE",2540-00-177-8299,1,1424.13,30-AUG-2013
AL,BAYONET AND SCABBARD,1095-01-227-1739,50,2399.00,30-AUG-2012
AL,"BLOCK,TACKLE",3940-00-272-9309,6,6794.10,30-AUG-2012
