Date ,Offense ,Street ,Sub ,Zip ,Area
11/20/2003,"LARCENY,FROM MOTOR VEHICLE ",BEECHWOOD LANE ,184,23693,100
5/17/2003,PETIT LARCENY ,BEECHWOOD LANE ,184,23693,100
10/11/2003,"DAMAGE PROPERTY, PRIVATE ",BELLOWS PLACE ,49,23693,100
8/4/2003,"LARCENY,FROM MOTOR VEHICLE ",BELLOWS PLACE ,49,23693,100
1/13/2003,PETIT LARCENY ,BELLOWS PLACE ,49,23693,100
1/13/2003,PETIT LARCENY ,BELLOWS PLACE ,49,23693,100
9/1/2003,POSSESSION OF MARIJUANA ,BELLS COVE DRIVE ,197,23693,100
6/24/2003,"ASSAULT, SIMPLE ",BELMONT APARTMENTS ,342,23693,100
7/23/2003,POSSESSION OF MARIJUANA ,BELMONT APTS PARKING LOT ,342,23693,100
3/28/2003,"ASSAULT, SIMPLE ",BELMONT CIRCLE ,257,23693,100
2/6/2003,"BURGLARY, RESIDENTIAL ",BELMONT CIRCLE ,257,23693,100
3/12/2003,"BURGLARY, RESIDENTIAL ",BELMONT CIRCLE ,257,23693,100
11/30/2003,CITIZEN REQUESTED ASSISTANCE ,BELMONT CIRCLE ,257,23693,100
3/12/2003,CONTRIBUTING TO THE DELINQUENCY OF A MINOR ,BELMONT CIRCLE ,257,23693,100
8/22/2003,"DAMAGE PROPERTY, PRIVATE ",BELMONT CIRCLE ,257,23693,100
10/11/2003,"DAMAGE PROPERTY, PRIVATE ",BELMONT CIRCLE ,257,23693,100
2/6/2003,"DAMAGE PROPERTY, PRIVATE ",BELMONT CIRCLE ,257,23693,100
10/11/2003,"DAMAGE PROPERTY, PRIVATE ",BELMONT CIRCLE ,257,23693,100
12/26/2003,"DRUGS, PWID MARIJUANA ",BELMONT CIRCLE ,257,23693,100
7/10/2003,LOST PROPERTY ,BELMONT CIRCLE ,257,23693,100
8/6/2003,PETIT LARCENY ,BELMONT CIRCLE ,257,23693,100
12/28/2003,POSSESSION OF MARIJUANA ,BELMONT CIRCLE ,257,23693,100
7/13/2003,"ASSAULT, SIMPLE, DOMESTIC ",BENTLEY COURT ,246,23693,100
6/12/2003,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,BIG BETHEL & HAMPTON HWY ,100,23693,100
10/28/2003,"ASSAULT, AGGRAVATED ",BIG BETHEL ROAD ,197,23693,200
11/4/2003,"ASSAULT, SIMPLE ",BIG BETHEL ROAD ,197,23693,100
2/20/2003,"ASSAULT, SIMPLE ",BIG BETHEL ROAD ,197,23693,100
2/26/2003,"ASSAULT, SIMPLE ",BIG BETHEL ROAD ,197,23693,
3/5/2003,"ASSAULT, SIMPLE ",BIG BETHEL ROAD ,197,23693,100
3/5/2003,"ASSAULT, SIMPLE ",BIG BETHEL ROAD ,197,23693,100
4/15/2003,"ASSAULT, SIMPLE ",BIG BETHEL ROAD ,197,23693,100
4/15/2003,"ASSAULT, SIMPLE ",BIG BETHEL ROAD ,197,23693,100
4/15/2003,"ASSAULT, SIMPLE ",BIG BETHEL ROAD ,197,23693,100
9/23/2003,"ASSAULT, SIMPLE ",BIG BETHEL ROAD ,197,23693,100
5/5/2003,"ASSAULT, SIMPLE, DOMESTIC ",BIG BETHEL ROAD ,197,23693,100
7/5/2003,"ASSAULT, SIMPLE, DOMESTIC ",BIG BETHEL ROAD ,197,23693,100
4/12/2003,"BURGLARY, BUSINESS ",BIG BETHEL ROAD ,197,23693,200
11/28/2003,CITIZEN REQUESTED ASSISTANCE ,BIG BETHEL ROAD ,197,23693,100
2/2/2003,CITIZEN REQUESTED ASSISTANCE ,BIG BETHEL ROAD ,197,23693,100
4/16/2003,CITIZEN REQUESTED ASSISTANCE ,BIG BETHEL ROAD ,197,23693,100
7/29/2003,CITIZEN REQUESTED ASSISTANCE ,BIG BETHEL ROAD ,197,23693,300
12/8/2003,CITIZEN REQUESTED ASSISTANCE ,BIG BETHEL ROAD ,197,23693,100
2/21/2003,CITIZEN REQUESTED ASSISTANCE ,BIG BETHEL ROAD ,197,23693,100
3/22/2003,CITIZEN REQUESTED ASSISTANCE ,BIG BETHEL ROAD ,197,23693,100
11/22/2003,"COUNTERFEITING/FORGERY, ALL OTHERS ",BIG BETHEL ROAD ,197,23693,100
5/2/2003,CREDIT CARD FRAUD ,BIG BETHEL ROAD ,197,23693,100
11/21/2003,CURSING/OBSCENE LANGUAGE ,BIG BETHEL ROAD ,197,23693,100
4/12/2003,"DAMAGE PROPERTY, BUSINESS ",BIG BETHEL ROAD ,197,23693,200
11/4/2003,"DAMAGE PROPERTY, PRIVATE ",BIG BETHEL ROAD ,197,23693,100
6/9/2003,"DAMAGE PROPERTY, PRIVATE ",BIG BETHEL ROAD ,197,23693,100
6/9/2003,"DAMAGE PROPERTY, PRIVATE ",BIG BETHEL ROAD ,197,23693,100
9/23/2003,DISORDERLY CONDUCT ,BIG BETHEL ROAD ,197,23693,
9/9/2003,DISORDERLY CONDUCT ,BIG BETHEL ROAD ,197,23693,100
6/13/2003,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,BIG BETHEL ROAD ,197,23693,200
5/11/2003,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,BIG BETHEL ROAD ,197,23693,200
4/11/2003,DRUNK IN PUBLIC ,BIG BETHEL ROAD ,197,23693,100
12/29/2003,DRUNK IN PUBLIC ,BIG BETHEL ROAD ,197,23693,100
11/13/2003,FAILURE TO PERFORM CONSTRUCTION AFTER ADVANCE ,BIG BETHEL ROAD ,197,23693,300
3/12/2003,GAS THEFT ,BIG BETHEL ROAD ,197,23693,200
5/26/2003,GAS THEFT ,BIG BETHEL ROAD ,197,23693,200
4/12/2003,GRAND LARCENY ,BIG BETHEL ROAD ,197,23693,200
8/18/2003,GRAND LARCENY ,BIG BETHEL ROAD ,197,23693,100
5/12/2003,GRAND LARCENY ,BIG BETHEL ROAD ,197,23693,100
6/7/2003,GRAND LARCENY ,BIG BETHEL ROAD ,197,23693,200
11/4/2003,GRAND LARCENY ,BIG BETHEL ROAD ,197,23693,200
11/21/2003,GRAND LARCENY ,BIG BETHEL ROAD ,197,23693,100
4/11/2003,"LARCENY, SHOPLIFTING ",BIG BETHEL ROAD ,197,23693,100
4/15/2003,"LARCENY, SHOPLIFTING ",BIG BETHEL ROAD ,197,23693,
6/9/2003,"LARCENY,FROM MOTOR VEHICLE ",BIG BETHEL ROAD ,197,23693,100
8/16/2003,MOTOR VEHICLE THEFT ,BIG BETHEL ROAD ,197,23693,100
1/21/2003,PETIT LARCENY ,BIG BETHEL ROAD ,197,23693,100
2/25/2003,PETIT LARCENY ,BIG BETHEL ROAD ,197,23693,
5/4/2003,PETIT LARCENY ,BIG BETHEL ROAD ,197,23693,100
6/13/2003,PETIT LARCENY ,BIG BETHEL ROAD ,197,23693,100
6/27/2003,PETIT LARCENY ,BIG BETHEL ROAD ,197,23693,100
7/24/2003,PETIT LARCENY ,BIG BETHEL ROAD ,197,23693,100
8/12/2003,PETIT LARCENY ,BIG BETHEL ROAD ,197,23693,100
9/11/2003,PETIT LARCENY ,BIG BETHEL ROAD ,197,23693,100
8/27/2003,PETIT LARCENY ,BIG BETHEL ROAD ,197,23693,100
7/24/2003,PETIT LARCENY ,BIG BETHEL ROAD ,197,23693,100
1/3/2003,PETIT LARCENY ,BIG BETHEL ROAD ,197,23693,300
4/1/2003,PETIT LARCENY ,BIG BETHEL ROAD ,197,23693,100
4/14/2003,PETIT LARCENY ,BIG BETHEL ROAD ,197,23693,100
10/17/2003,PETIT LARCENY ,BIG BETHEL ROAD ,197,23693,100
12/19/2003,PETIT LARCENY ,BIG BETHEL ROAD ,197,23693,100
1/15/2003,POSSESSION OF MARIJUANA ,BIG BETHEL ROAD ,197,23693,100
2/21/2003,POSSESSION OF MARIJUANA ,BIG BETHEL ROAD ,197,23693,
1/3/2003,RUNAWAY JUVENILE ,BIG BETHEL ROAD ,197,23693,100
10/28/2003,THREATEN BODILY HARM ,BIG BETHEL ROAD ,197,23693,200
11/28/2003,RECKLESS - GENERAL ,BIG BETHEL ROAD & HAMPTON HWY ,197,23693,200
11/29/2003,RECKLESS - GENERAL ,BIG BETHEL ROAD AND YORKTOWN R ,197,23693,100
4/29/2003,CITIZEN REQUESTED ASSISTANCE ,BILL SOURS DRIVE ,66,23693,100
10/17/2003,CITIZEN REQUESTED ASSISTANCE ,BILL SOURS DRIVE ,66,23693,100
12/1/2003,LOST PROPERTY ,BIRKDALE COURT ,172,23693,100
2/15/2003,"BURGLARY, RESIDENTIAL ",BIRKDALE COURT ,172,23693,100
1/15/2003,"INTERCEPT, DISCLOSE ELECTRONIC ",BIRKDALE COURT ,172,23693,100
2/22/2003,CITIZEN REQUESTED ASSISTANCE ,BLACKBERRY BEND ,98,23693,100
8/29/2003,"DAMAGE PROPERTY, PRIVATE ",BLACKSMITH ARCH ,49,23693,100
10/11/2003,"DAMAGE PROPERTY, PRIVATE ",BLACKSMITH ARCH ,49,23693,100
10/11/2003,"DAMAGE PROPERTY, PRIVATE ",BLACKSMITH ARCH ,49,23693,100
10/11/2003,"DAMAGE PROPERTY, PRIVATE ",BLACKSMITH ARCH ,49,23693,100
9/19/2003,GRAND LARCENY ,BLACKSMITH ARCH ,49,23693,100
12/22/2003,MOTOR VEHICLE THEFT ,BLACKSMITH ARCH ,49,23693,100
1/13/2003,PETIT LARCENY ,BLACKSMITH ARCH ,49,23693,100
12/24/2003,RECOVERED VEHICLE-STOLEN OTHER JURISDICTION ,BLACKSMITH ARCH ,49,23693,100
6/20/2003,"DAMAGE PROPERTY, PRIVATE ",BLACKWOOD COURT ,224,23693,100
6/20/2003,"DAMAGE PROPERTY, PRIVATE ",BLACKWOOD COURT ,224,23693,100
11/30/2003,CITIZEN REQUESTED ASSISTANCE ,BLEVINS DRIVE & KERR DRIVE ,279,23693,100
1/4/2003,"ASSAULT, SIMPLE, DOMESTIC ",BLEVINS RUN ,279,23693,100
3/13/2003,CITIZEN REQUESTED ASSISTANCE ,BLEVINS RUN ,279,23693,100
12/8/2003,CITIZEN REQUESTED ASSISTANCE ,BLEVINS RUN ,279,23693,100
12/1/2003,GRAND LARCENY ,BRANTLEY COURT ,157,23693,100
11/23/2003,"DAMAGE PROPERTY, PRIVATE ",BRENTMEADE DRIVE ,238,23693,100
5/4/2003,"DAMAGE PROPERTY, PRIVATE ",BRENTMEADE DRIVE ,238,23693,100
4/14/2003,"DAMAGE PROPERTY, PRIVATE ",BRENTMEADE DRIVE ,238,23693,100
8/29/2003,DEAD ON ARRIVAL ,BRENTMEADE DRIVE ,238,23693,100
11/23/2003,TRESPASSING ,BRENTMEADE DRIVE ,238,23693,100
10/28/2003,TRESPASSING ,BRENTMEADE DRIVE ,238,23693,100
1/25/2003,CITIZEN REQUESTED ASSISTANCE ,BRIDGEWOOD DRIVE ,198,23693,100
4/6/2003,"DAMAGE PROPERTY, PRIVATE ",BRIDGEWOOD DRIVE ,198,23693,100
10/11/2003,"DAMAGE PROPERTY, PRIVATE ",BRIDGEWOOD DRIVE ,198,23693,100
10/5/2003,"DAMAGE PROPERTY, PRIVATE ",BRIDGEWOOD DRIVE ,198,23693,100
2/25/2003,GRAND LARCENY ,BRIDGEWOOD DRIVE ,198,23693,100
4/6/2003,GRAND LARCENY ,BRIDGEWOOD DRIVE ,198,23693,100
7/27/2003,"LARCENY,FROM MOTOR VEHICLE ",BRIDGEWOOD DRIVE ,198,23693,100
5/13/2003,PETIT LARCENY ,BRIDGEWOOD DRIVE ,198,23693,100
3/16/2003,DRIVING UNDER THE INFLUENCE OF ALCOHOL ,BRIDGEWOOD DRIVE & TABB LAKES D ,198,23693,100
3/16/2003,POSSESSION OF MARIJUANA ,BRIDGEWOOD DRIVE & TABB LAKES D ,198,23693,100
3/16/2003,RECKLESS - GENERAL ,BRIDGEWOOD DRIVE & TABB LAKES D ,198,23693,100
3/16/2003,REFUSE BLOOD/BREATH TEST ,BRIDGEWOOD DRIVE & TABB LAKES D ,198,23693,100
2/26/2003,"ASSAULT, SIMPLE, DOMESTIC ",BROOK RUN ,245,23693,100
11/21/2003,CITIZEN REQUESTED ASSISTANCE ,BUFFIE DRIVE ,102,23693,100
10/31/2003,ABDUCTION & KIDNAPPING ,BUGLE COURT ,66,23693,100
12/3/2003,CITIZEN REQUESTED ASSISTANCE ,BUGLE COURT ,66,23693,100
9/15/2003,"DAMAGE PROPERTY, PRIVATE ",BUGLE COURT ,66,23693,100
5/6/2003,ABDUCTION & KIDNAPPING ,BUNTING POINT LANE ,17,23693,100
5/6/2003,"BURGLARY, RESIDENTIAL ",BUNTING POINT LANE ,17,23693,100
5/6/2003,ROBBERY ,BUNTING POINT LANE ,17,23693,100
5/6/2003,USE OR DISPLAY FIREARM IN COMMISSION OF FELONY ,BUNTING POINT LANE ,17,23693,100
3/29/2003,CITIZEN REQUESTED ASSISTANCE ,BUTTONWOOD LANE ,278,23693,100
11/3/2003,"DAMAGE PROPERTY, PRIVATE ",BUTTONWOOD LANE ,278,23693,100
4/13/2003,"GRAFFITI ,PRIVATE PROPERTY ",BUTTONWOOD LANE ,278,23693,100
3/12/2003,"LARCENY,FROM MOTOR VEHICLE ",BUTTONWOOD LANE ,278,23693,100
12/17/2003,"DAMAGE PROPERTY, PRIVATE ",BYRD LANE ,197,23693,100
8/27/2003,GRAND LARCENY ,BYRD LANE ,197,23693,100
12/4/2003,ANNOYING PHONE CALLS ,CALTHROP NECK ROAD ,17,23693,100
3/7/2003,CITIZEN REQUESTED ASSISTANCE ,CALTHROP NECK ROAD ,17,23693,100
12/12/2003,CITIZEN REQUESTED ASSISTANCE ,CALTHROP NECK ROAD ,17,23693,100
1/13/2003,CITIZEN REQUESTED ASSISTANCE ,CALTHROP NECK ROAD ,17,23693,100
2/9/2003,"DAMAGE PROPERTY, PRIVATE ",CALTHROP NECK ROAD ,17,23693,100
7/22/2003,"DAMAGE PROPERTY, PRIVATE ",CALTHROP NECK ROAD ,17,23693,100
11/25/2003,CITIZEN REQUESTED ASSISTANCE ,CALTHROP NECK ROAD & LAMBS REST ,17,23693,100
7/17/2003,"DAMAGE PROPERTY, PRIVATE ",CALUMET TURN ,174,23693,100
1/15/2003,GRAND LARCENY ,CALUMET TURN ,174,23693,100
8/13/2003,HIT & RUN ,CALUMET TURN ,174,23693,100
4/15/2003,CITIZEN REQUESTED ASSISTANCE ,CAMDEN WAY ,246,23693,100
9/20/2003,CREDIT CARD FRAUD ,CAMELOT CRES. ,102,23693,100
5/23/2003,ASSAULT & BATTERY -POLICE OFCR OR FIREFIGHTER ,CARDINAL LANE ,197,23693,100
8/5/2003,CITIZEN REQUESTED ASSISTANCE ,CARDINAL LANE ,197,23693,100
9/25/2003,DEAD ON ARRIVAL ,CARPENTER DRIVE ,108,23693,100
11/18/2003,"BURGLARY, RESIDENTIAL ",CARY`S CHAPEL ROAD ,197,23693,100
2/8/2003,CITIZEN REQUESTED ASSISTANCE ,CARY`S CHAPEL ROAD ,197,23693,100
11/18/2003,"DAMAGE PROPERTY, PRIVATE ",CARY`S CHAPEL ROAD ,197,23693,100
12/11/2003,DEAD ON ARRIVAL ,CARY`S CHAPEL ROAD ,197,23693,100
10/23/2003,GRAND LARCENY ,CARY`S CHAPEL ROAD ,197,23693,100
11/18/2003,GRAND LARCENY ,CARY`S CHAPEL ROAD ,197,23693,100
11/28/2003,CITIZEN REQUESTED ASSISTANCE ,CARY`S TRACE ,56,23693,100
11/29/2003,"DAMAGE PROPERTY, PRIVATE ",CARY`S TRACE ,56,23693,100
11/30/2003,RECKLESS - GENERAL ,CARY`S TRACE ,56,23693,100
1/16/2003,"ABUSE, NEGLECT OF INCAPACITATE ",CATTAIL LANE ,224,23693,100
9/5/2003,"ASSAULT, AGGRAVATED, DOMESTIC ",CATTAIL LANE ,224,23693,100
11/28/2003,CITIZEN REQUESTED ASSISTANCE ,CATTAIL LANE ,224,23693,100
9/5/2003,"DAMAGE PROPERTY, PRIVATE ",CATTAIL LANE ,224,23693,100
4/5/2003,"DAMAGE PROPERTY, PRIVATE ",CATTAIL LANE ,224,23693,100
4/15/2003,"DAMAGE PROPERTY, PRIVATE ",CATTAIL LANE ,224,23693,100
5/18/2003,"DAMAGE PROPERTY, PRIVATE ",CATTAIL LANE ,224,23693,100
9/5/2003,DRUNK IN PUBLIC ,CATTAIL LANE ,224,23693,100
5/7/2003,CITIZEN REQUESTED ASSISTANCE ,CHADWICK COURT ,192,23693,100
3/3/2003,RUNAWAY JUVENILE ,CHADWICK COURT ,192,23693,100
7/29/2003,"ASSAULT, SIMPLE ",CHAMPIONS PATH ,207,23693,100
9/21/2003,"DAMAGE PROPERTY, PRIVATE ",CHAMPIONS PATH ,207,23693,100
6/17/2003,DEAD ON ARRIVAL ,CHAMPIONS PATH ,207,23693,100
6/4/2003,GRAND LARCENY ,CHAMPIONS PATH ,207,23693,100
5/18/2003,"ASSAULT, SIMPLE ",CHANTICLAIR DRIVE ,257,23693,100
8/30/2003,"ASSAULT, SIMPLE, DOMESTIC ",CHANTICLAIR DRIVE ,257,23693,100
8/3/2003,"ASSAULT, SIMPLE, DOMESTIC ",CHANTICLAIR DRIVE ,257,23693,100
11/19/2003,"ASSAULT, SIMPLE, DOMESTIC ",CHANTICLAIR DRIVE ,257,23693,100
9/7/2003,CITIZEN REQUESTED ASSISTANCE ,CHANTICLAIR DRIVE ,257,23693,100
3/22/2003,CITIZEN REQUESTED ASSISTANCE ,CHANTICLAIR DRIVE ,257,23693,100
11/28/2003,CITIZEN REQUESTED ASSISTANCE ,CHANTICLAIR DRIVE ,257,23693,100
7/16/2003,CITIZEN REQUESTED ASSISTANCE ,CHANTICLAIR DRIVE ,257,23693,100
9/15/2003,"DAMAGE PROPERTY, PRIVATE ",CHANTICLAIR DRIVE ,257,23693,100
11/29/2003,RUNAWAY JUVENILE ,CHANTICLAIR DRIVE ,257,23693,100
1/2/2003,"ASSAULT, SIMPLE, DOMESTIC ",CHELTENHAM WAY ,246,23693,100
1/6/2003,PETIT LARCENY ,CHELTENHAM WAY ,246,23693,100
11/12/2003,CREDIT CARD THEFT ,CHINQUAPIN ORCHARD ,142,23693,100
7/18/2003,"DAMAGE PROPERTY, BUSINESS ",CHINQUAPIN ORCHARD ,142,23693,100
6/16/2003,"DAMAGE PROPERTY, PRIVATE ",CHINQUAPIN ORCHARD ,142,23693,100
11/16/2003,"DAMAGE PROPERTY, PRIVATE ",CHINQUAPIN ORCHARD ,142,23693,100
6/5/2003,"LARCENY,FROM MOTOR VEHICLE ",CHINQUAPIN ORCHARD ,142,23693,100
2/24/2003,"ASSAULT, SIMPLE, DOMESTIC ",CHIPPENHAM DRIVE ,246,23693,100
8/26/2003,"ASSAULT, SIMPLE, DOMESTIC ",CHIPPENHAM DRIVE ,246,23693,100
1/26/2003,"DAMAGE PROPERTY, PRIVATE ",CHIPPENHAM DRIVE ,246,23693,100
1/26/2003,"DAMAGE PROPERTY, PRIVATE ",CHIPPENHAM DRIVE ,246,23693,100
1/26/2003,"DAMAGE PROPERTY, PRIVATE ",CHIPPENHAM DRIVE ,246,23693,100
1/26/2003,"DAMAGE PROPERTY, PRIVATE ",CHIPPENHAM DRIVE ,246,23693,100
8/27/2003,GRAND LARCENY ,CHIPPENHAM DRIVE ,246,23693,100
2/24/2003,OBSTRUCTING JUSTICE ,CHIPPENHAM DRIVE ,246,23693,100
3/7/2003,RUNAWAY JUVENILE ,CHIPPENHAM DRIVE ,246,23693,100
6/1/2003,THREATEN BODILY HARM ,CHIPPENHAM DRIVE ,246,23693,100
12/4/2003,CITIZEN REQUESTED ASSISTANCE ,CHOWAN TURN ,174,23693,100
8/6/2003,GRAND LARCENY ,CHOWNING PLACE ,102,23693,100
2/26/2003,CITIZEN REQUESTED ASSISTANCE ,CHRIS SLADE CHASE ,207,23693,100
3/16/2003,CITIZEN REQUESTED ASSISTANCE ,CHRIS SLADE CHASE ,207,23693,100
12/8/2003,CITIZEN REQUESTED ASSISTANCE ,CHUCKATUCK TURN ,174,23693,100
3/4/2003,"FRAUD, ALL OTHERS ",CHUCKATUCK TURN ,174,23693,100
2/9/2003,"BURGLARY, RESIDENTIAL ",CLAYTON DRIVE ,169,23693,100
12/6/2003,CITIZEN REQUESTED ASSISTANCE ,CLAYTON DRIVE ,169,23693,100
10/28/2003,"DAMAGE PROPERTY, PRIVATE ",CLAYTON DRIVE ,169,23693,100
2/9/2003,"DAMAGE PROPERTY, PRIVATE ",CLAYTON DRIVE ,169,23693,100
4/15/2003,DEAD ON ARRIVAL ,CLAYTON DRIVE ,169,23693,100
2/9/2003,GRAND LARCENY ,CLAYTON DRIVE ,169,23693,100
10/21/2003,GRAND LARCENY ,CLAYTON DRIVE ,169,23693,100
2/9/2003,MOTOR VEHICLE THEFT ,CLAYTON DRIVE ,169,23693,100
2/20/2003,OBSTRUCTING JUSTICE ,CLAYTON DRIVE ,169,23693,100
10/28/2003,TAMPERING WITH AUTO ,CLAYTON DRIVE ,169,23693,100
10/28/2003,TAMPERING WITH AUTO ,CLAYTON DRIVE ,169,23693,100
7/8/2003,ABDUCTION & KIDNAPPING ,CLYDESDALE DRIVE ,246,23693,100
7/8/2003,ABUSE AND NEGLECT OF CHILDREN ,CLYDESDALE DRIVE ,246,23693,100
2/2/2003,"ASSAULT, SIMPLE, DOMESTIC ",CLYDESDALE DRIVE ,246,23693,100
7/8/2003,"BURGLARY, RESIDENTIAL ",CLYDESDALE DRIVE ,246,23693,100
7/9/2003,CITIZEN REQUESTED ASSISTANCE ,CLYDESDALE DRIVE ,246,23693,100
4/28/2003,"DAMAGE PROPERTY, PRIVATE ",CLYDESDALE DRIVE ,246,23693,100
7/10/2003,"DAMAGE PROPERTY, PRIVATE ",CLYDESDALE DRIVE ,246,23693,100
7/8/2003,"DRUGS, POSSESS COCAINE ",CLYDESDALE DRIVE ,246,23693,100
7/8/2003,MOTOR VEHICLE THEFT ,CLYDESDALE DRIVE ,246,23693,100
4/28/2003,THREATEN BODILY HARM ,CLYDESDALE DRIVE ,246,23693,100
7/10/2003,THREATEN BODILY HARM ,CLYDESDALE DRIVE ,246,23693,100
7/10/2003,TRESPASSING ,CLYDESDALE DRIVE ,246,23693,100
2/22/2003,CITIZEN REQUESTED ASSISTANCE ,COACH HOVIS DRIVE ,207,23693,100
9/27/2003,GRAND LARCENY ,COACH HOVIS DRIVE ,207,23693,100
1/27/2003,OVERDOSE ,COACH HOVIS DRIVE ,207,23693,100
9/27/2003,PETIT LARCENY ,COACH HOVIS DRIVE ,207,23693,100
1/6/2003,TAMPERING WITH AUTO ,COACH HOVIS DRIVE ,207,23693,100
12/24/2003,"DAMAGE PROPERTY, PRIVATE ",COACHMAN DRIVE ,102,23693,100
4/22/2003,GRAND LARCENY ,COACHMAN DRIVE ,102,23693,100
11/28/2003,CITIZEN REQUESTED ASSISTANCE ,COINJOCK RUN ,174,23693,100
8/7/2003,ANNOYING PHONE CALLS ,COINJOCK RUN ,174,23693,100
3/29/2003,"DAMAGE PROPERTY, PRIVATE ",COINJOCK RUN ,174,23693,100
3/29/2003,"DAMAGE PROPERTY, PRIVATE ",COINJOCK RUN ,174,23693,100
11/21/2003,"DAMAGE PROPERTY, PRIVATE ",COINJOCK RUN ,174,23693,100
12/1/2003,PETIT LARCENY ,COINJOCK RUN ,174,23693,100
11/12/2003,RUNAWAY JUVENILE ,COINJOCK RUN ,174,23693,100
9/7/2003,STALKING ,COINJOCK RUN ,174,23693,100
11/21/2003,TRESPASSING ,COINJOCK RUN ,174,23693,100
1/2/2003,"DAMAGE PROPERTY, PRIVATE ",COINJOCK RUN ,174,23693,100
5/31/2003,"ASSAULT, SIMPLE, DOMESTIC ",COMBS LOOP ,280,23693,100
7/18/2003,"BURGLARY, RESIDENTIAL ",COMBS LOOP ,280,23693,100
7/7/2003,CITIZEN REQUESTED ASSISTANCE ,COMBS LOOP ,280,23693,100
7/14/2003,"DAMAGE PROPERTY, PRIVATE ",COMBS LOOP ,280,23693,100
7/14/2003,"DAMAGE PROPERTY, PRIVATE ",COMBS LOOP ,280,23693,100
7/18/2003,"DAMAGE PROPERTY, PRIVATE ",COMBS LOOP ,280,23693,100
7/18/2003,GRAND LARCENY ,COMBS LOOP ,280,23693,100
5/31/2003,RUNAWAY JUVENILE ,COMBS LOOP ,280,23693,100
10/26/2003,RUNAWAY JUVENILE ,COMBS LOOP ,280,23693,100
10/27/2003,RUNAWAY JUVENILE ,COMBS LOOP ,280,23693,100
11/28/2003,CITIZEN REQUESTED ASSISTANCE ,COMMERCE CIRCLE ,100,23693,100
9/21/2003,"DAMAGE PROPERTY, PRIVATE ",COMMERCE CIRCLE ,100,23693,100
5/20/2003,GRAND LARCENY ,COMMERCE CIRCLE ,100,23693,100
1/2/2003,"LARCENY,FROM MOTOR VEHICLE ",COMMERCE CIRCLE ,100,23693,100
4/17/2003,PETIT LARCENY ,COMMERCE CIRCLE ,100,23693,100
10/1/2003,PETIT LARCENY ,COMMERCE CIRCLE ,100,23693,100
9/26/2003,CITIZEN REQUESTED ASSISTANCE ,CONWAY COURT ,198,23693,100
8/14/2003,POSSESSION OF MARIJUANA ,COVENTRY BLVD & BELMONT CIRCLE ,42,23693,100
7/8/2003,CITIZEN REQUESTED ASSISTANCE ,COVENTRY BLVD & GEORGE WASHING ,42,23693,100
11/27/2003,"ASSAULT, SIMPLE ",COVENTRY BLVD & PEACHTREE LANE ,42,23693,100
5/26/2003,CITIZEN REQUESTED ASSISTANCE ,COVENTRY BLVD & PUMPING STATION ,42,23693,100
3/8/2003,CITIZEN REQUESTED ASSISTANCE ,CRANDELL DRIVE ,129,23693,100
