Name: “Table 1 of 1 on page 39 of 117”,Name: “Table 1 of 1 on page 39 of 117”,Name: “Table 1 of 1 on page 39 of 117”,Name: “Table 1 of 1 on page 39 of 117”,Name: “Table 1 of 1 on page 39 of 117”,Name: “Table 1 of 1 on page 39 of 117”
the Commission by September of this year. The SRRs received include cases in which,the Commission by September of this year. The SRRs received include cases in which,the Commission by September of this year. The SRRs received include cases in which,16,267,2.3
"the court found the defendant in violation, cases that the court decided to take under","the court found the defendant in violation, cases that the court decided to take under","the court found the defendant in violation, cases that the court decided to take under",17,139,1.2
"advisement until a later date, and cases in which the court did not find the defendant","advisement until a later date, and cases in which the court did not find the defendant","advisement until a later date, and cases in which the court did not find the defendant",18,182,1.6
in violation. The circuits submitting the largest number of SRRs during the time period,in violation. The circuits submitting the largest number of SRRs during the time period,in violation. The circuits submitting the largest number of SRRs during the time period,19,568,4.9
,,,20,207,1.8
"were Circuit 4 (Norfolk), Circuit 29 (Buchanan area), and Circuit 15 (Fredericksburg","were Circuit 4 (Norfolk), Circuit 29 (Buchanan area), and Circuit 15 (Fredericksburg","were Circuit 4 (Norfolk), Circuit 29 (Buchanan area), and Circuit 15 (Fredericksburg",,,
,,,21,209,1.8
"area). Circuit 11 (Petersburg area), Circuit 6 (Sussex County area), and Circuit 17","area). Circuit 11 (Petersburg area), Circuit 6 (Sussex County area), and Circuit 17","area). Circuit 11 (Petersburg area), Circuit 6 (Sussex County area), and Circuit 17",22,628,5.5
(Arlington area) submitted the fewest SRRs during the time period (Figure 24).,(Arlington area) submitted the fewest SRRs during the time period (Figure 24).,,23,348,3
,,,24,423,3.7
"In 2003, the General Assembly directed the Commission to develop, with due regard","In 2003, the General Assembly directed the Commission to develop, with due regard","In 2003, the General Assembly directed the Commission to develop, with due regard",25,375,3.3
"for public safety, discretionary sentencing guidelines for felony offenders who are","for public safety, discretionary sentencing guidelines for felony offenders who are","for public safety, discretionary sentencing guidelines for felony offenders who are",26,652,5.7
,,,27,543,4.7
determined by the court to be in violation of their probation supervision for reasons,determined by the court to be in violation of their probation supervision for reasons,determined by the court to be in violation of their probation supervision for reasons,,,
,,,28,372,3.2
other than a new criminal conviction (Chapter 1042 of the Acts of Assembly 2003).,other than a new criminal conviction (Chapter 1042 of the Acts of Assembly 2003).,other than a new criminal conviction (Chapter 1042 of the Acts of Assembly 2003).,29,755,6.6
"Often, these offenders are referred to as ""technical violators."" In determining the","Often, these offenders are referred to as ""technical violators."" In determining the","Often, these offenders are referred to as ""technical violators."" In determining the",30,148,1.3
"guidelines, the Commission was to examine historical judicial sanctioning practices in","guidelines, the Commission was to examine historical judicial sanctioning practices in","guidelines, the Commission was to examine historical judicial sanctioning practices in",31,266,2.3
revocation hearings.,,,,,
,,,Total,"11,503",100.0%
"Early use of the probation violation guidelines, which took effect on July 1, 2004,","Early use of the probation violation guidelines, which took effect on July 1, 2004,","Early use of the probation violation guidelines, which took effect on July 1, 2004,",,,
,,,*7 cases were missing a circuit number,*7 cases were missing a circuit number,
indicated that the guidelines needed further refinement to better reflect current,indicated that the guidelines needed further refinement to better reflect current,,,,
judicial sentencing patterns in the punishment of supervision violators. Judicial,judicial sentencing patterns in the punishment of supervision violators. Judicial,,,,
compliance with the first edition of the probation violation guidelines was lower than,compliance with the first edition of the probation violation guidelines was lower than,compliance with the first edition of the probation violation guidelines was lower than,,,
"expected, with only 37% of the violators being sentenced within the range","expected, with only 37% of the violators being sentenced within the range",,,,
recommended by the new guidelines.,"Therefore, the Commission's 2004 Annual",,,,
Report recommended several adjustments to the probation violation guidelines.,Report recommended several adjustments to the probation violation guidelines.,The,,,
proposed changes were accepted by the General Assembly and the second edition,proposed changes were accepted by the General Assembly and the second edition,proposed changes were accepted by the General Assembly and the second edition,,,
"of the probation violation guidelines took effect on July 1, 2005.",These changes,These changes,,,
yielded an improved compliance rate of 48% for fiscal year (FY) 2006.,yielded an improved compliance rate of 48% for fiscal year (FY) 2006.,,,,
,,,,,39
