Arrests by Offense,Accomack,,Albemarle ,,Alleghany ,,Amelia ,,Amherst ,,Appomattox,,Arlington,,Augusta,,Bath,,Bedford,,Bland,,Botetourt,,Brunswick ,,Buchanan ,,Buckingham ,,Campbell ,,Caroline ,,Carroll,,Charles City,,Charlotte,,Chesterfield,,Clarke,,Craig,,Culpeper,,Cumberland,,Dickenson,,Dinwiddie,,Essex,,Fairfax,,Fauquier,,Floyd,,Fluvanna,,Franklin,,Frederick,,Giles,,Gloucester,,Goochland,,Grayson,,Greene,,Greensville,,Halifax,,Hanover,,Henrico,,Henry,,Highland,,Isle of Wight,,James City,,King & Queen,,King George,,King William,,Lancaster,,Lee,,Loudoun,,Louisa,,Lunenburg,,Madison,,Mathews,,Mecklenburg,,Middlesex,,Montgomery,,Nelson,,New Kent,,Northampton,,Northumberland,,Nottoway,,Orange,,Page,,Patrick,,Pittsylvania,,Powhatan,,Prince Edward,,Prince George,,Prince William,,Pulaski,,Rappahannock,,Richmond,,Roanoke,,Rockbridge,,Rockingham,,Russell,,Scott,,Shenandoah,,Smyth,,Southampton,,Spotsylvania,,Stafford,,Surry,,Sussex,,Tazewell,,Warren,,Washington,,Westmoreland,,Wise,,Wythe,,York,
SUBTOTAL FOR PART I OFFENSES,109,22,247,123,46,5,26,9,84,15,24,6,"1,104",418,188,49,3,2,95,30,7,,70,28,63,7,123,5,72,10,210,27,104,20,136,19,4,,43,,"1,119","1,059",8,6,30,7,173,72,59,21,14,,81,55,69,24,"2,115",592,125,32,22,3,6,2,149,80,192,139,27,2,126,58,27,12,49,10,77,12,1,,103,2,292,151,"2,014",945,366,46,1,,132,37,129,75,11,,52,11,38,15,25,3,110,1,411,96,77,2,40,7,39,8,17,15,180,62,19,7,411,147,17,2,32,4,103,31,62,10,88,15,78,29,28,13,111,,168,35,25,3,86,13,59,22,"1,302",483,151,10,6,2,35,2,120,30,83,28,69,24,104,11,49,4,187,74,112,7,46,,201,44,373,164,45,3,85,16,778,65,93,32,147,43,103,16,188,20,99,24,475,102
Other Assaults,86,3,207,21,67,4,74,10,103,1,37,5,538,146,168,15,1,,267,56,6,,86,9,29,2,248,2,142,3,533,39,226,12,272,10,11,,108,,"1,086","1,013",15,4,36,,274,30,86,2,5,,88,14,56,8,"1,831",199,265,23,,,16,,113,12,306,14,73,1,189,32,,,95,4,103,1,,,3,,157,47,"1,243",386,455,36,1,,150,23,215,61,21,,102,19,44,7,35,1,184,,349,58,212,5,54,16,57,4,8,3,147,6,38,3,356,44,51,2,65,16,121,10,44,2,119,2,73,2,24,3,97,,228,11,65,6,129,2,74,10,"1,465",342,146,4,20,5,37,4,209,33,127,19,93,1,154,1,129,1,85,9,227,6,4,,195,32,564,100,44,5,79,6,150,6,214,14,121,14,98,11,458,17,134,32,44,11
Forgery & Counterfeiting,21,8,15,,2,,1,,12,,,,115,11,29,,,,8,,,,33,29,2,,14,,10,,36,,2,,11,,,,,,101,13,1,1,4,,15,1,5,,1,,17,1,8,1,161,8,13,1,,,1,,16,3,8,1,5,1,15,,3,,3,,3,,,,3,,27,3,78,4,49,1,,,13,,5,1,3,,1,,7,2,7,,3,,17,,27,,2,,5,,1,,11,,,,40,1,12,,7,,5,,8,,6,1,27,,,1,6,,2,,,,10,1,2,,122,4,13,,,,4,,14,1,4,,17,,20,,5,1,13,3,23,,1,,21,,30,3,4,,2,,79,6,4,2,14,,6,,10,,19,12,24,
Fraud,2,,24,,1,,,,2,,1,,276,63,3,2,,,3,,,,3,,,,10,,32,,18,,18,,174,,,,3,,91,10,,,3,,20,,,,1,,4,2,1,,371,35,11,1,3,,,,26,1,1,,5,,6,1,,,2,,54,,,,14,,13,,20,1,33,,,,3,,2,,,,2,,3,,,,,,43,2,134,,2,,2,,,2,1,,1,,82,2,,,4,,7,,5,,23,1,2,,,,2,,,,,,1,,,,319,4,8,,,,1,,16,,4,,5,,1,,11,,153,2,11,,,,6,,24,1,1,,,,36,1,1,1,7,,8,,4,,2,,25,1
Embezzlement,3,,22,1,2,,,,5,1,,,68,2,7,1,,,1,,,,2,,1,,6,,,,2,,3,,,,,,,,105,19,,,,,9,3,,,,,1,1,2,,145,4,2,1,,,,,2,,2,,1,,2,,,,,,5,,,,1,,4,,2,,9,,,,8,,8,1,,,,,,,,,2,,26,8,1,,,,,,1,,4,,,,23,1,,,1,,4,2,,,5,,2,1,,,1,,2,,2,,2,,2,,110,2,,,,,,,6,,2,,2,,3,,1,,,,2,,,,8,,18,,,,,,5,,1,1,3,,1,,3,,1,,21,4
"Stolen Property: Buy, Receiving, Poss.",1,,7,,,,,,1,,,,45,7,5,4,,,,,1,,2,1,,,4,,3,,3,,,,11,3,,,,,9,17,2,,,,6,,2,,2,,1,1,1,,66,6,3,,,,,,4,,4,,,,2,2,,,2,,2,,,,,,3,3,17,3,,,1,,1,,2,1,1,,4,,4,,2,,,,7,5,9,,,,,,1,,3,,,,5,3,,,3,,2,1,,,1,,,,,,,,,,,1,,,2,,29,6,,1,,,,,2,,1,,1,2,2,,1,,1,,1,,,,62,46,11,2,1,,,1,11,,,,12,1,1,,6,2,8,,3,4
Vandalism,17,5,28,8,7,8,4,,8,,1,6,49,65,18,30,,,43,8,,,19,15,2,1,9,1,12,1,33,10,21,20,34,,,,1,,98,210,3,,7,3,34,17,7,2,,,7,17,11,2,155,103,13,9,12,9,3,,27,63,30,15,12,4,13,7,,,8,5,17,1,,,6,2,45,65,79,133,71,23,,,18,10,15,5,,,8,6,5,2,7,,6,,23,86,20,4,3,1,6,4,2,25,12,9,,,66,26,2,16,7,23,20,7,5,1,11,1,11,2,2,2,,,14,6,2,2,4,,5,,106,24,10,1,2,,1,1,11,6,5,7,7,15,4,8,21,8,29,12,39,4,7,,31,36,55,80,8,1,8,2,65,13,21,6,10,8,9,5,59,1,8,8,7,5
"Weapons: Possessing, Etc.",18,3,36,1,8,,7,2,7,,3,,42,25,15,,,,29,5,4,,6,1,2,,27,4,10,,29,3,17,2,13,,2,,8,,104,80,6,1,16,,19,4,7,,2,,3,1,10,3,190,88,33,5,2,,2,1,21,2,28,4,9,1,19,6,4,,7,,19,,2,,5,,38,7,137,47,44,8,1,,13,2,28,4,2,,12,,2,1,5,,,,22,8,24,,3,4,5,,1,2,22,5,,,47,4,6,2,15,1,8,1,6,1,4,1,9,2,6,2,11,,29,4,5,1,16,,6,5,165,16,24,,4,,16,1,18,6,10,6,14,,24,,9,,18,9,16,1,4,,21,3,44,9,2,,18,2,35,,6,,13,3,10,2,30,2,26,3,29,7
Prostitution & Commercialized Vice,,,,,,,,,,,,,35,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,23,,,,,,2,,,,,,,,,,61,,,,,,,,,,,,1,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,
Sex Offenses (except Rape & Prostitution),10,2,10,,2,,6,2,5,1,,,40,10,5,,,,3,1,1,,5,1,3,,4,,3,1,15,2,10,2,6,,1,,3,,44,34,1,,,,13,2,2,,,,2,3,,1,120,22,13,,1,1,,,2,2,7,5,3,,6,,,,2,1,3,,,,6,,10,2,7,4,6,1,,,2,,13,5,,,1,1,2,1,,,5,,5,5,7,,2,1,1,,,,2,,2,,13,2,,,4,,5,,1,,6,1,2,2,12,1,3,,9,4,,2,,,2,,70,28,1,1,,,1,,4,1,3,2,2,,3,,4,1,3,1,8,,2,,6,,20,8,3,,,1,11,,5,,13,2,1,1,9,,1,2,6,2
Narcotic Drug Laws: Sale/Manufacture,100,6,23,3,2,,37,2,3,,,,53,4,7,2,,,3,2,7,,16,1,6,,113,2,9,,22,,1,,51,,2,,32,,79,17,4,,18,5,24,2,2,,1,,3,5,3,2,109,10,16,,3,,,,28,3,19,1,12,,39,1,1,,18,,17,,4,1,2,,25,7,149,23,47,23,,,7,,1,,1,,43,5,4,,6,2,3,,45,2,29,,2,,5,,,,4,,2,,31,3,5,1,,,18,1,16,,14,,5,,6,,28,,68,4,3,1,13,1,4,,99,14,28,,2,,4,,4,,16,,13,,1,,,,50,1,30,,16,,8,,26,8,,,14,,47,3,19,2,4,1,50,8,1,,37,1,17,6
Narcotic Drug Laws: Possession,46,5,170,34,19,,9,1,36,,5,,557,81,29,13,3,,78,6,40,9,64,13,19,1,13,2,23,3,48,9,29,1,51,4,1,,9,,697,277,23,3,14,1,166,18,14,,4,,26,10,3,1,"1,258",191,102,7,,,3,,42,17,127,13,31,,63,16,26,4,15,1,47,2,15,,28,2,255,63,755,154,38,6,1,,44,16,25,,11,1,25,2,15,2,14,4,7,,130,16,39,,5,,11,1,12,2,29,1,3,,154,24,12,3,42,3,27,7,12,,13,1,25,5,21,,7,,28,7,29,9,13,,41,6,949,72,45,4,22,3,8,1,91,10,113,9,86,4,4,1,17,1,67,8,51,3,49,1,128,6,362,88,7,2,37,3,78,20,23,2,18,3,30,5,16,5,100,4,249,53
Gambling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,1,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Offenses Against the Family,2,,3,,,,,,,,,,26,1,3,,2,,2,,2,,,,,,,,6,,6,,15,,6,,,,,,12,2,,,2,,2,,,,,,2,,7,,21,,4,,1,,,,2,,,,,,10,,,,,,,,1,,2,,4,,17,1,2,,,,1,,,,5,,,,,,,,,,,,,,,,,,,,21,,,,8,,,,1,,3,,4,,,,,,,,,,,,,,1,,1,,10,,,,,,4,,6,,1,,1,,,,,,,,2,,,,,,4,,10,,1,1,10,,6,,5,,1,,1,,1,,3,
Driving Under the Influence,125,5,231,2,50,,51,2,217,1,114,1,916,5,156,5,8,,166,9,32,2,215,4,148,,204,1,65,1,139,4,86,,195,3,12,,81,1,"1,529",30,101,,40,,159,4,72,,55,2,34,1,44,1,"2,800",58,274,4,29,2,39,3,234,5,270,1,36,1,142,3,72,1,62,4,116,1,89,,100,2,423,17,753,17,197,4,4,,142,5,183,3,46,1,82,1,37,2,52,,142,,302,2,84,1,49,1,34,2,56,,324,8,58,1,494,10,60,1,50,1,30,1,49,1,87,1,112,2,91,,84,,197,3,97,1,71,,44,2,"1,948",19,140,4,43,,16,,191,4,170,5,129,4,125,,94,,225,4,149,8,95,1,222,3,494,8,17,,94,,257,5,109,5,195,3,74,,205,8,151,6,331,3
Liquor Laws,42,9,90,60,7,4,1,,5,,2,,231,31,20,4,2,,1,7,12,13,13,4,9,1,10,5,5,,4,7,18,1,28,4,,,28,,124,117,22,12,1,1,21,14,8,5,4,1,,2,22,5,353,577,35,20,4,5,3,,47,20,18,6,12,1,16,22,5,4,20,6,,,8,,4,2,93,68,166,120,11,1,3,,4,3,71,29,1,,13,4,6,2,1,1,21,5,52,9,3,,10,2,4,1,7,6,56,36,1,3,299,47,4,,6,2,6,3,6,1,8,8,9,4,24,8,,,28,8,17,9,4,,10,9,178,58,24,7,3,8,,,26,16,58,21,50,14,10,1,2,1,107,51,58,25,1,,31,11,118,111,,1,4,,45,14,29,20,12,3,13,2,67,17,44,18,5,12
Public Drunkenness,104,,152,2,70,2,4,,210,1,10,,919,3,119,1,1,1,58,4,19,,90,1,54,,242,3,9,,42,,20,,255,3,,,37,,29,25,72,,22,1,125,1,3,,151,2,12,1,10,1,"3,506",113,139,,42,1,1,2,210,1,359,12,45,2,86,4,15,,70,1,97,,,,28,,255,3,790,27,337,1,1,,34,6,101,1,3,,22,,11,,17,,194,1,244,2,33,,9,,10,,21,,149,,11,,742,5,9,,18,,20,,45,1,38,,115,1,227,1,71,,155,,19,,32,,29,4,"1,176",62,421,4,37,,7,,74,5,96,,125,1,229,1,100,,235,8,148,,4,,182,2,319,3,5,,39,,345,4,298,3,73,3,50,,316,15,255,5,111,2
Disorderly Conduct,19,1,42,11,7,1,5,,13,,2,2,73,112,25,11,,,15,9,1,,5,1,4,,87,,2,1,6,4,13,2,9,,1,,12,,804,215,3,,2,,19,8,2,,21,,3,,15,7,230,122,4,,1,1,,,68,6,14,1,9,,2,,,,17,,1,5,,,6,,20,8,50,16,15,2,,,4,4,11,15,,,4,7,,1,4,,11,,12,1,3,1,10,10,6,,,,40,4,1,,34,8,7,6,1,,12,5,4,,18,2,5,1,117,,5,,17,2,7,,8,,7,14,136,82,32,1,,1,6,6,18,12,1,2,31,4,67,,10,,16,11,10,,3,,6,11,8,11,11,1,9,,19,3,51,4,9,,8,1,37,3,37,3,2,1
All Other (except Traffic),484,21,"1,426",75,222,14,160,3,554,2,88,9,720,83,"1,346",126,2,,182,69,60,4,171,27,200,1,"1,025",30,99,5,688,38,257,13,474,68,20,1,180,2,"4,474",760,955,45,192,7,999,66,173,7,152,1,97,3,372,7,"1,991",565,211,59,176,16,11,,"1,213",67,921,34,351,10,100,1,213,1,180,6,194,11,34,1,297,3,389,49,"4,013",376,711,42,13,1,187,21,782,68,46,,149,17,40,7,146,3,733,2,278,77,347,,415,32,162,4,84,3,717,15,51,1,"1,355",305,156,12,109,4,151,35,84,1,285,8,98,8,493,49,226,,"1,308",38,284,17,340,9,92,21,"2,232",333,809,18,33,14,138,,678,100,132,19,"1,978",149,"1,399",31,166,8,483,57,469,13,78,1,"1,029",24,"1,644",255,83,4,182,14,"1,154",28,709,50,590,31,356,23,933,16,744,21,109,11
Curfew & Loitering,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,198,,,,,,5,,3,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,2,,245,,,,,,11,,47,,,,,,,,,,,,22,,,,,,,,6,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,24,,477,,,,,,,,11,,,,17,,,,,,3,,,,,,,,,,,,2,,,,1,,,,4,,,,,,7
"Runaways, Juveniles Apprehended",,,,,,,,,1,,,,,,223,,6,,,,9,,,,,,,,,,,,2,,,,,1,,,,639,,,,2,,36,,,,,,9,,,,23,,2,,,,,,,,2,,,,1,,,,,,,,,,,,,,,625,,1,,,,,,,,,,,1,,,,,,2,,1,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,4,,,,,,,,810,,,,,,,,5,,,,,,,,,,1,,2,,,,14,,,,,,,,1,,,,,1,,,,2,,2
SUBTOTAL FOR PART II OFFENSES,"1,080",68,"2,486",219,466,33,359,23,"1,181",7,263,23,"4,703",872,"1,955",220,19,1,860,185,185,28,731,111,479,6,"2,016",50,430,15,"1,624",119,736,53,"1,597",95,50,2,502,3,"9,409","3,676","1,208",66,357,20,"1,907",211,384,19,399,6,300,71,565,39,"13,373","2,124","1,138",132,274,35,79,6,"2,055",202,"2,114",109,605,21,710,107,339,10,501,28,678,21,153,2,505,11,"1,761",345,"8,287","2,182","2,025",149,25,1,631,101,"1,462",241,140,2,468,62,180,28,296,11,"1,311",8,"1,557",305,972,12,566,67,308,16,194,49,"1,542",84,170,8,"3,750",486,324,43,333,51,439,73,289,8,638,36,495,30,"1,023",67,541,,"2,085",91,530,49,644,13,321,95,"9,116","2,354","1,701",45,166,31,243,13,"1,369",210,743,90,"2,554",211,"2,046",43,570,21,"1,486",180,"1,244",62,264,3,"1,956",188,"3,743",687,196,14,487,32,"2,347",104,"1,496",111,"1,099",72,716,63,"2,155",86,"1,568",117,986,131
TOTAL,"1,189",90,"2,733",342,512,38,385,32,"1,265",22,287,29,"5,807","1,290","2,143",269,22,3,955,215,192,28,801,139,542,13,"2,139",55,502,25,"1,834",146,840,73,"1,733",114,54,2,545,3,"10,528","4,735","1,216",72,387,27,"2,080",283,443,40,413,6,381,126,634,63,"15,488","2,716","1,263",164,296,38,85,8,"2,204",282,"2,306",248,632,23,836,165,366,22,550,38,755,33,154,2,608,13,"2,053",496,"10,301","3,127","2,391",195,26,1,763,138,"1,591",316,151,2,520,73,218,43,321,14,"1,421",9,"1,968",401,"1,049",14,606,74,347,24,211,64,"1,722",146,189,15,"4,161",633,341,45,365,55,542,104,351,18,726,51,573,59,"1,051",80,652,,"2,253",126,555,52,730,26,380,117,"10,418","2,837","1,852",55,172,33,278,15,"1,489",240,826,118,"2,623",235,"2,150",54,619,25,"1,673",254,"1,356",69,310,3,"2,157",232,"4,116",851,241,17,572,48,"3,125",169,"1,589",143,"1,246",115,819,79,"2,343",106,"1,667",141,"1,461",233
