Arrests by Offense,Accomack,,Albemarle ,,Alleghany ,,Amelia ,,Amherst ,,Appomattox,,Arlington,,Augusta,,Bath,,Bedford,,Bland,,Botetourt,,Brunswick ,,Buchanan ,,Buckingham ,,Campbell ,,Caroline ,,Carroll,,Charles City,,Charlotte,,Chesterfield,,Clarke,,Craig,,Culpeper,,Cumberland,,Dickenson,,Dinwiddie,,Essex,,Fairfax,,Fauquier,,Floyd,,Fluvanna,,Franklin,,Frederick,,Giles,,Gloucester,,Goochland,,Grayson,,Greene,,Greensville,,Halifax,,Hanover,,Henrico,,Henry,,Highland,,Isle of Wight,,James City,,King & Queen,,King George,,King William,,Lancaster,,Lee,,Loudoun,,Louisa,,Lunenburg,,Madison,,Mathews,,Mecklenburg,,Middlesex,,Montgomery,,Nelson,,New Kent,,Northampton,,Northumberland,,Nottoway,,Orange,,Page,,Patrick,,Pittsylvania,,Powhatan,,Prince Edward,,Prince George,,Prince William,,Pulaski,,Rappahannock,,Richmond,,Roanoke,,Rockbridge,,Rockingham,,Russell,,Scott,,Shenandoah,,Smyth,,Southampton,,Spotsylvania,,Stafford,,Surry,,Sussex,,Tazewell,,Warren,,Washington,,Westmoreland,,Wise,,Wythe,,York,,Total County,
Burglary,5,24,30,23,5,1,2,0,9,0,14,9,28,3,23,0,0,0,9,1,0,1,27,9,26,15,26,0,2,1,11,0,7,1,40,3,0,0,13,0,134,271,1,0,7,0,14,18,3,4,11,0,0,0,10,0,38,1,29,6,22,1,3,3,15,6,55,15,2,0,9,0,3,2,17,0,6,0,0,0,11,1,41,10,110,55,41,20,0,0,5,2,23,16,0,0,7,3,8,4,4,3,23,2,24,47,4,1,3,0,1,0,0,1,12,6,3,1,48,5,3,0,1,3,14,4,8,0,5,0,5,2,2,2,27,2,28,7,17,0,1,0,14,6,105,69,17,4,0,0,3,1,29,2,0,0,21,7,17,0,17,2,7,0,19,0,0,0,16,16,62,31,3,2,5,3,30,12,1,0,46,0,13,2,14,3,7,0,16,10,1597,785
Larceny,75,5,157,68,17,2,6,1,55,0,30,3,564,172,73,4,2,0,49,3,3,0,30,2,14,5,65,2,12,3,44,30,27,4,56,3,4,0,42,0,869,622,8,0,6,0,65,8,13,0,16,1,2,2,42,13,530,21,75,7,22,10,7,7,71,17,151,16,5,1,29,16,4,5,24,4,6,0,3,0,88,33,296,103,1186,413,130,18,0,0,50,9,104,44,0,0,30,11,10,2,4,2,61,8,402,84,8,0,21,10,0,3,4,3,39,9,3,0,188,22,11,0,12,2,21,1,37,2,35,2,29,1,1,0,40,0,54,4,17,0,62,5,17,0,784,154,155,10,2,0,10,0,248,21,2,0,34,14,83,4,32,0,98,26,72,6,5,0,113,21,177,52,5,1,14,1,249,35,36,6,267,12,43,3,107,7,67,2,86,22,8922,2245
Motor Vehicle Theft,3,2,1,2,4,1,5,0,2,0,1,0,18,9,0,2,0,0,5,1,0,0,4,4,2,0,18,0,1,0,4,2,0,0,12,2,0,0,7,0,1,0,2,1,0,0,1,0,0,0,1,0,0,0,6,1,32,1,0,0,4,4,1,2,6,0,2,4,3,0,5,2,3,1,2,2,1,0,3,0,4,2,18,4,53,22,18,5,0,0,7,0,6,5,0,0,1,2,0,4,2,1,4,0,38,15,0,0,4,0,0,0,3,0,5,0,0,0,16,2,3,0,0,0,1,2,4,0,1,0,3,1,0,0,8,0,11,0,6,0,1,0,1,1,57,29,8,0,0,0,3,0,28,1,1,0,7,0,9,3,6,1,3,1,8,0,1,0,1,2,22,23,0,0,1,0,5,2,2,0,7,7,14,0,8,1,10,6,3,2,582,187
Counterfeiting/Forgery,4,1,28,0,0,0,0,0,45,0,14,0,107,0,84,0,2,0,18,0,2,0,25,0,2,0,29,0,2,0,11,0,2,0,7,0,0,0,15,0,187,14,2,0,0,0,23,0,4,0,0,0,0,0,2,0,38,0,10,0,7,0,2,0,8,1,34,0,0,0,6,0,6,0,6,0,0,0,2,0,4,0,47,0,54,5,34,3,0,0,2,0,7,1,0,0,10,0,5,0,3,0,12,0,38,3,1,0,3,0,0,0,1,0,11,0,1,0,10,2,0,0,3,0,3,0,15,0,1,0,12,0,1,0,13,0,4,0,3,0,6,0,6,0,83,5,33,0,1,0,5,0,43,0,0,0,7,0,5,0,14,0,15,0,23,0,0,0,10,0,35,5,3,0,7,0,74,0,4,0,73,0,4,0,16,0,13,0,13,1,1525,41
Fraud,2,0,90,0,1,0,0,0,7,0,1,0,93,3,16,0,1,0,8,1,0,0,9,0,0,0,22,0,3,0,44,1,5,0,22,0,0,0,10,0,139,14,1,0,2,0,33,0,1,0,3,0,0,0,4,0,135,1,13,0,0,0,0,0,16,1,5,1,0,0,6,1,0,0,2,0,2,0,1,0,1,0,33,1,52,0,13,0,0,0,16,1,10,0,0,0,6,0,0,0,7,0,3,0,101,6,0,0,9,0,1,0,0,0,4,0,0,0,16,0,0,0,3,0,9,0,29,0,4,0,3,0,1,0,13,0,6,0,2,0,3,0,1,0,112,14,19,0,1,0,6,0,46,0,0,0,10,0,36,0,8,0,7,0,18,0,1,0,26,1,34,4,3,0,3,0,25,1,4,0,47,0,17,0,13,0,11,0,25,1,1515,52
Embezzlement,10,0,38,2,1,0,1,0,2,0,1,0,52,0,8,0,0,0,3,0,0,0,4,0,1,0,1,0,1,0,2,0,7,0,0,0,1,0,0,0,90,10,2,0,0,0,21,0,0,0,0,0,0,0,1,0,78,1,10,0,1,0,0,0,7,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,7,1,50,1,12,1,0,0,4,0,11,0,0,0,9,0,2,0,1,0,0,0,57,3,5,0,0,0,0,0,0,0,4,0,0,0,13,0,0,0,3,0,3,0,2,0,7,0,1,0,1,0,0,0,2,0,0,0,9,0,1,0,87,12,4,0,0,0,0,0,20,0,0,0,4,0,6,0,3,0,4,0,4,0,2,0,27,1,19,0,0,0,0,0,5,0,2,0,29,0,1,0,2,0,2,0,18,1,795,33
Stolen Property,2,0,5,2,0,1,0,1,0,0,0,0,52,2,7,0,0,0,0,0,1,0,2,0,4,0,8,0,2,0,3,0,2,0,5,0,1,0,4,0,19,22,1,0,0,0,5,0,0,0,0,0,0,0,1,2,60,0,4,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,6,6,22,10,3,1,0,0,0,2,3,2,0,0,8,4,1,0,0,0,0,0,18,7,0,0,0,1,0,0,0,0,3,0,0,0,2,0,0,0,1,0,2,1,6,0,1,0,2,0,0,0,3,0,4,0,0,0,3,0,2,0,60,7,7,0,0,0,0,0,3,1,1,0,7,0,0,0,6,0,1,1,2,0,2,0,20,2,21,4,1,0,2,0,2,0,0,0,6,0,1,0,3,0,11,0,4,0,446,79
Vandalism,21,5,35,7,13,0,6,0,9,0,6,1,50,30,23,2,0,0,14,1,2,0,23,4,4,1,27,0,9,2,22,0,8,2,24,4,3,0,15,0,120,215,9,0,2,0,28,1,8,1,0,2,2,1,9,2,76,4,15,3,17,5,0,2,23,2,32,12,2,0,8,6,3,0,9,1,3,0,2,0,11,2,24,25,104,72,49,10,0,0,7,4,16,38,0,0,42,38,5,3,9,4,9,0,41,25,5,0,6,2,3,0,4,1,13,6,2,0,42,5,1,0,5,2,17,2,9,0,5,2,14,3,0,0,13,0,31,1,4,0,2,0,6,1,86,70,9,3,4,0,3,0,27,5,0,0,7,5,8,5,15,0,20,3,74,1,5,0,39,49,53,41,3,0,9,1,28,69,23,0,24,4,11,0,29,2,17,2,17,4,1692,826
Drug/Narcotic Offenses,96,6,161,18,91,7,55,9,102,7,52,4,471,40,76,4,8,0,74,8,11,1,100,12,60,3,83,0,27,0,31,1,28,2,93,6,28,0,122,2,1243,329,24,0,70,0,182,8,6,1,21,1,35,0,16,6,229,22,193,35,5,1,12,7,107,10,126,13,11,0,262,22,1,3,32,4,25,8,24,0,126,9,362,104,798,192,118,8,5,0,43,10,164,63,1,0,131,15,20,10,15,0,43,0,259,46,35,0,86,1,16,4,2,3,76,18,27,2,194,11,36,0,12,4,64,4,24,3,23,1,46,3,103,2,79,0,64,12,34,3,34,0,118,13,1124,206,112,8,8,0,13,1,278,18,45,0,178,14,12,3,12,2,151,16,102,4,35,0,334,32,647,113,12,2,39,3,139,14,162,7,62,9,17,1,47,17,156,11,297,29,11533,1651
"Sex Offenses, Nonforcible",0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,59,6
Pornography,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,4
Gambling,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
Prostitution,0,0,0,0,0,0,0,0,7,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,119,0
Bribery,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,10,3
Weapon Law Violations,12,1,28,5,14,2,4,3,17,0,7,1,39,16,13,0,2,0,19,3,1,0,13,4,10,4,25,0,4,1,14,0,5,0,26,1,0,0,28,0,136,72,4,0,2,0,17,5,14,0,5,0,0,1,6,3,59,5,38,4,14,4,2,2,8,1,20,2,2,0,6,1,1,1,6,0,4,0,2,0,18,4,32,11,128,53,17,3,3,0,13,3,19,11,1,0,12,8,8,2,5,0,2,0,42,10,2,1,1,0,4,0,1,0,14,3,1,0,19,3,4,0,0,2,11,6,4,0,7,0,6,1,7,3,16,1,29,4,5,0,8,0,12,0,98,68,13,3,1,0,0,0,27,0,2,0,28,1,6,0,12,0,22,3,26,0,8,0,46,8,50,18,2,0,11,1,25,6,8,1,16,3,9,4,34,2,14,0,10,1,1546,390
TOTAL GROUP A,392,65,916,160,327,16,144,25,394,8,155,36,2089,396,538,28,15,0,411,40,25,2,326,52,186,36,545,3,207,36,509,46,262,22,571,23,58,1,418,2,4410,2783,84,1,119,0,646,80,135,12,83,4,46,4,160,39,2392,88,633,81,94,26,87,32,365,45,750,85,121,5,462,62,37,12,216,11,95,12,51,1,426,61,1153,331,3976,1156,909,110,8,0,312,59,615,274,2,0,369,110,120,26,83,18,404,13,1657,332,117,4,204,24,54,7,29,11,356,63,59,8,813,66,87,5,113,39,221,33,201,13,181,9,239,25,146,7,341,6,699,54,165,7,195,5,260,27,4012,1000,584,43,35,0,83,2,1287,85,54,1,389,50,382,16,297,6,508,73,602,21,97,1,1022,187,1759,506,96,12,153,13,796,160,463,16,931,47,249,27,714,81,419,27,662,103,49582,9760
Bad Checks,52,0,332,0,35,0,44,0,5,0,1,0,4,0,32,0,4,0,16,0,0,0,17,0,7,0,198,0,36,0,106,0,21,0,153,2,0,0,76,0,217,1,7,0,17,3,4,0,17,0,14,0,20,0,43,0,92,0,41,0,48,0,1,0,210,0,156,0,31,0,4,0,0,0,17,0,4,0,1,0,10,1,49,0,34,0,45,1,0,0,26,0,8,0,0,0,41,0,3,0,23,1,29,0,51,0,0,0,153,0,10,0,3,0,19,0,1,0,176,0,7,0,2,0,27,0,54,0,60,0,2,0,2,0,67,1,64,0,31,0,23,0,6,0,28,0,68,0,2,0,32,1,73,0,0,0,287,1,46,0,31,0,117,0,122,0,30,0,145,0,401,0,14,0,1,0,3,0,102,0,47,0,54,0,79,2,59,0,2,0,4852,14
Curfew/Loitering/Vagrancy,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,278,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,6,86,0,0,0,0,0,2,0,37,0,0,0,0,0,0,0,0,1,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,66,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,26,2,0,0,0,0,1,0,0,22,0,0,0,0,0,0,0,0,0,0,42,590
Disorderly Conduct,7,6,14,6,31,12,5,1,9,1,3,11,24,14,24,0,0,0,3,9,1,0,5,3,13,1,118,0,1,5,1,1,2,3,12,0,0,0,3,0,738,263,1,0,1,0,17,3,6,2,3,0,3,8,29,5,14,1,29,6,3,0,1,5,17,16,1,0,3,0,1,1,0,0,6,0,3,1,5,0,15,3,7,14,83,59,26,3,0,0,7,2,11,21,0,0,2,4,0,0,1,1,0,0,25,7,2,0,20,17,0,0,0,2,13,3,0,1,22,8,2,2,3,3,8,8,2,1,6,1,4,0,4,2,4,0,2,0,1,0,13,0,22,3,41,92,21,0,1,0,1,1,41,8,0,0,6,3,3,0,4,0,69,0,10,3,2,0,19,31,50,45,0,0,10,4,12,4,35,4,16,4,9,0,29,14,14,2,7,7,1862,771
Driving Under Influence,109,3,174,7,107,3,38,1,175,1,79,1,713,2,177,3,10,0,151,7,19,0,135,0,214,0,85,1,76,2,90,1,23,0,99,0,23,0,42,0,1011,19,42,0,31,1,194,4,38,1,77,1,70,1,32,0,1003,4,271,2,34,0,39,3,181,3,170,6,38,0,94,4,17,0,38,0,97,2,39,0,176,3,325,2,840,10,121,6,9,0,126,4,125,2,1,0,95,1,36,0,27,0,76,0,897,12,29,2,35,0,26,0,20,0,257,2,43,0,361,5,9,0,92,1,52,0,42,1,55,0,81,1,64,2,59,0,142,3,57,1,79,1,84,2,1016,9,114,0,15,0,20,1,140,2,54,1,240,6,73,2,49,0,127,0,182,8,69,0,395,5,671,13,20,0,67,0,152,1,77,1,190,6,44,2,251,1,166,3,140,1,14768,206
