Name: “Table 1 of 1 on page 92 of 98”,Name: “Table 1 of 1 on page 92 of 98”,Name: “Table 1 of 1 on page 92 of 98”,Name: “Table 1 of 1 on page 92 of 98”,Name: “Table 1 of 1 on page 92 of 98”,Name: “Table 1 of 1 on page 92 of 98”,Name: “Table 1 of 1 on page 92 of 98”,Name: “Table 1 of 1 on page 92 of 98”,Name: “Table 1 of 1 on page 92 of 98”,Name: “Table 1 of 1 on page 92 of 98”
"Financial obligations (court costs, restitution, etc.)","Financial obligations (court costs, restitution, etc.)","Financial obligations (court costs, restitution, etc.)",4,0,0,0,0,1,
Guidelines recommendation is too harsh,Guidelines recommendation is too harsh,Guidelines recommendation is too harsh,2,0,0,2,1,1,
Judge rounded guidelines minimum to nearest whole year,Judge rounded guidelines minimum to nearest whole year,Judge rounded guidelines minimum to nearest whole year,5,0,0,0,0,0,
Split trial (guilty plea/bench trial and jury trial combined),Split trial (guilty plea/bench trial and jury trial combined),Split trial (guilty plea/bench trial and jury trial combined),0,0,0,4,0,0,
Offender's substance abuse issues,Offender's substance abuse issues,Offender's substance abuse issues,2,0,0,1,0,0,
Illegible written reason,Illegible written reason,Illegible written reason,3,0,0,0,0,0,
Judge had an issue scoring one of the risk assessment factors,Judge had an issue scoring one of the risk assessment factors,Judge had an issue scoring one of the risk assessment factors,0,0,0,0,2,1,
Behavior positive since commission of the offense,Behavior positive since commission of the offense,Behavior positive since commission of the offense,1,0,0,1,0,0,
Sentencing guidelines recommendation not appropriate,Sentencing guidelines recommendation not appropriate,Sentencing guidelines recommendation not appropriate,0,0,0,1,0,1,
Minimal property or monetary loss,Minimal property or monetary loss,Minimal property or monetary loss,0,0,0,0,0,0,
Current offense involves drugs/alcohol (small amount of drugs),Current offense involves drugs/alcohol (small amount of drugs),Current offense involves drugs/alcohol (small amount of drugs),1,0,0,0,0,0,
Sentence recommended by Probation Officer,Sentence recommended by Probation Officer,Sentence recommended by Probation Officer,0,0,0,1,0,0,
Minimal circumstances involved with supervision violation,Minimal circumstances involved with supervision violation,Minimal circumstances involved with supervision violation,0,0,0,1,0,0,
,,,304,36,32,379,56,100,100
Note: Figures indicate the number of times a departure reason was cited.,Note: Figures indicate the number of times a departure reason was cited.,Note: Figures indicate the number of times a departure reason was cited.,Note: Figures indicate the number of times a departure reason was cited.,,,,,,
"Because multiple reasons may be cited in each case, figures will not total the number of cases in each offense group.","Because multiple reasons may be cited in each case, figures will not total the number of cases in each offense group.","Because multiple reasons may be cited in each case, figures will not total the number of cases in each offense group.","Because multiple reasons may be cited in each case, figures will not total the number of cases in each offense group.","Because multiple reasons may be cited in each case, figures will not total the number of cases in each offense group.","Because multiple reasons may be cited in each case, figures will not total the number of cases in each offense group.","Because multiple reasons may be cited in each case, figures will not total the number of cases in each offense group.",,,
