Date,Offense,Street,Subdivison,Zip,E.D.,City,Area
8/23/2002,"ASSAULT, SIMPLE",GEORGE WASH MEMORIAL,,23690,,YORKTOWN,200
9/6/2002,POSSESSION OF MARIJUANA,GEORGE WASH MEMORIAL,,23690,,YORKTOWN,200
10/1/2002,"MANUF, SALE, POSSESSION CONTRO",GEORGE WASH MEMORIAL,,23690,,YORKTOWN,100
10/2/2002,POSSESSION OF SCHEDULE III CON,GEORGE WASH MEMORIAL,,23690,,YORKTOWN,100
11/25/2002,PETIT LARCENY,GEORGE WASH MEMORIAL,171,23690,,YORKTOWN,200
7/25/2002,"MANUF, SALE, POSSESSION CONTRO",GEORGE WASH MEMORIAL,,23690,,YORKTOWN,200
7/22/2002,DRIVING UNDER THE INFLUENCE OF,GEORGE WASH MEMORIAL,,23690,,YORKTOWN,200
8/8/2002,"DRUGS, POSSESS HEROIN",GEORGE WASH MEMORIAL,,23690,,YORKTOWN,200
1/6/2002,DRIVING UNDER THE INFLUENCE OF,GEORGE WASH MEMORIAL,171,23690,,YORKTOWN,200
1/6/2002,DRIVING UNDER THE INFLUENCE OF,GEORGE WASH MEMORIAL,171,23690,,YORKTOWN,200
3/26/2002,DRIVING UNDER THE INFLUENCE OF,GEORGE WASH MEMORIAL,,23690,,YORKTOWN,200
3/30/2002,CITIZEN REQUESTED ASSISTANCE,GEORGE WASH MEMORIAL,,23690,,YORKTOWN,200
5/4/2002,CITIZEN REQUESTED ASSISTANCE,GEORGE WASH MEMORIAL,74,23690,,YORKTOWN,100
2/26/2002,RECKLESS - GENERAL,GEORGE WASH MEMORIAL,248,23690,,YORKTOWN,200
7/31/2002,ATTEMPTED SUICIDE,GEORGE WASH MEMORIAL,229,23690,,YORKTOWN,300
3/30/2002,"DRUGS, POSSESS COCAINE",GOOSLEY RD,248,23690,1/3/2015,LACKEY,200
1/9/2002,POSSESSION OF MARIJUANA,GOOSLEY ROAD,248,23690,1/3/2015,LACKEY,200
2/1/2002,"MANUF, SALE, POSSESSION CONTRO",GOOSLEY ROAD,248,23690,1/3/2015,LACKEY,200
2/6/2002,"ASSAULT, AGGRAVATED, DOMESTIC",GOOSLEY ROAD,248,23690,1/3/2015,LACKEY,200
3/17/2002,CITIZEN REQUESTED ASSISTANCE,GOOSLEY ROAD,248,23690,1/3/2015,LACKEY,200
6/3/2002,"DAMAGE PROPERTY, PRIVATE",GOOSLEY ROAD,248,23690,1/3/2015,LACKEY,200
8/11/2002,"ASSAULT, SIMPLE, DOMESTIC",GOOSLEY ROAD,248,23690,1/3/2015,LACKEY,200
11/3/2002,"ASSAULT, SIMPLE, DOMESTIC",GOOSLEY ROAD,248,23690,1/3/2015,LACKEY,200
11/15/2002,"DAMAGE PROPERTY, PRIVATE",GOOSLEY ROAD,248,23690,1/3/2015,LACKEY,200
11/22/2002,CITIZEN REQUESTED ASSISTANCE,GOOSLEY ROAD,248,23690,1/3/2015,LACKEY,200
7/5/2002,DRUNK IN PUBLIC,GOOSLEY ROAD & LEIGH RO,248,23690,1/3/2015,LACKEY,200
1/13/2002,CITIZEN REQUESTED ASSISTANCE,LEIGH ROAD,101,23690,3,YORKTOWN,200
1/17/2002,"BURGLARY, RESIDENTIAL",LEIGH ROAD,101,23690,3,YORKTOWN,200
1/31/2002,"ASSAULT, SIMPLE",LEIGH ROAD,101,23690,3,YORKTOWN,200
4/7/2002,"ASSAULT, SIMPLE",LEIGH ROAD,101,23690,3,YORKTOWN,200
5/6/2002,DRUNK IN PUBLIC,LEIGH ROAD,101,23690,3,YORKTOWN,200
6/1/2002,"LARCENY,FROM MOTOR VEHICLE",LEIGH ROAD,101,23690,3,YORKTOWN,200
6/18/2002,MAIMING,LEIGH ROAD,101,23690,3,YORKTOWN,200
6/27/2002,"DAMAGE PROPERTY, PRIVATE",LEIGH ROAD,101,23690,3,YORKTOWN,200
7/29/2002,"BURGLARY, RESIDENTIAL",LEIGH ROAD,101,23690,3,YORKTOWN,200
7/31/2002,PETIT LARCENY,LEIGH ROAD,101,23690,3,YORKTOWN,200
9/12/2002,CITIZEN REQUESTED ASSISTANCE,LEIGH ROAD,101,23690,3,YORKTOWN,200
10/6/2002,CITIZEN REQUESTED ASSISTANCE,LEIGH ROAD,101,23690,3,YORKTOWN,200
11/7/2002,"ASSAULT, SIMPLE",LEIGH ROAD,101,23690,3,YORKTOWN,200
11/23/2002,"DAMAGE PROPERTY, PRIVATE",LEIGH ROAD,101,23690,3,YORKTOWN,200
4/22/2002,DRUNK IN PUBLIC,LEIGH ROAD & BARHAM BLV,101,23690,3,YORKTOWN,200
5/17/2002,DRUNK IN PUBLIC,LEIGH ROAD & BARHAM BLV,101,23690,3,YORKTOWN,200
4/23/2002,DRUNK IN PUBLIC,LEIGH ROAD & WALNUT ROA,101,23690,3,YORKTOWN,200
1/12/2002,"ASSAULT, SIMPLE, DOMESTIC",MAGNOLIA LANE,87,23690,3,LACKEY,200
4/27/2002,"ASSAULT, SIMPLE",MAGNOLIA LANE,87,23690,3,LACKEY,200
4/22/2002,GRAND LARCENY,MAIN STREET,248,23690,1,YORKTOWN,200
9/12/2002,FUGITIVE FROM JUSTICE,MAIN STREET,248,23690,1,YORKTOWN,200
1/10/2002,"MANUF, SALE, POSS CONTROL SUBS",MAPLE ROAD,104,23690,3,LACKEY,200
1/12/2002,CITIZEN REQUESTED ASSISTANCE,MAPLE ROAD,104,23690,3,LACKEY,200
1/17/2002,"DRUGS, POSSESS COCAINE",MAPLE ROAD,104,23690,3,LACKEY,200
1/20/2002,GRAND LARCENY,MAPLE ROAD,104,23690,3,LACKEY,200
2/2/2002,"ASSAULT, SIMPLE",MAPLE ROAD,104,23690,3,LACKEY,200
3/14/2002,"DAMAGE PROPERTY, PRIVATE",MAPLE ROAD,104,23690,3,LACKEY,200
4/17/2002,"ASSAULT, AGGRAVATED",MAPLE ROAD,104,23690,3,LACKEY,200
5/10/2002,RUNAWAY JUVENILE,MAPLE ROAD,104,23690,3,LACKEY,200
6/2/2002,CITIZEN REQUESTED ASSISTANCE,MAPLE ROAD,104,23690,3,LACKEY,200
7/31/2002,"DAMAGE PROPERTY, PRIVATE",MAPLE ROAD,104,23690,3,LACKEY,200
8/13/2002,THREATEN BODILY HARM,MAPLE ROAD,104,23690,3,LACKEY,200
8/23/2002,CITIZEN REQUESTED ASSISTANCE,MAPLE ROAD,104,23690,3,LACKEY,200
8/29/2002,CITIZEN REQUESTED ASSISTANCE,MAPLE ROAD,104,23690,3,LACKEY,200
9/14/2002,"ASSAULT, SIMPLE",MAPLE ROAD,104,23690,3,LACKEY,200
6/12/2002,CITIZEN REQUESTED ASSISTANCE,MAURICE COURT,255,23690,3,YORKTOWN,200
3/6/2002,OBSCENE/THREATENING PHONE CALL,MAURICE DRIVE,255,23690,3,YORKTOWN,200
1/22/2002,OBTAINING MONEY BY FALSE PRETE,MOORE HOUSE ROAD,200,23690,1,YORKTOWN,200
8/19/2002,GRAND LARCENY,MOORE HOUSE ROAD,200,23690,1,YORKTOWN,200
11/1/2002,PETIT LARCENY,NANCY COURT,286,23690,3,GRAFTON,200
1/10/2002,"MANUF, SALE, POSS CONTROL SUBS",OLD WILLIAMSBURG RD,104,23690,1/3/2015,YORKTOWN,200
1/15/2002,"MANUF, SALE, POSS CONTROL SUBS",OLD WILLIAMSBURG RD,104,23690,1/3/2015,YORKTOWN,200
1/24/2002,"DRUGS, POSSESS COCAINE",OLD WILLIAMSBURG RD,104,23690,1/3/2015,YORKTOWN,200
8/11/2002,CITIZEN REQUESTED ASSISTANCE,OLD WILLIAMSBURG RD,104,23690,1/3/2015,YORKTOWN,200
8/20/2002,"MANUF, SALE, POSSESSION CONTRO",OLD WILLIAMSBURG RD,104,23690,1/3/2015,YORKTOWN,200
8/22/2002,"MANUF, SALE, POSS CONTROL SUBS",OLD WILLIAMSBURG RD,104,23690,1/3/2015,YORKTOWN,200
1/1/2002,CITIZEN REQUESTED ASSISTANCE,OLD WILLIAMSBURG ROAD,104,23690,1/3/2015,YORKTOWN,200
1/14/2002,"MANUF, SALE, POSS CONTROL SUBS",OLD WILLIAMSBURG ROAD,104,23690,1/3/2015,YORKTOWN,200
1/16/2002,UNAUTHORIZED USE OF VEHICLE,OLD WILLIAMSBURG ROAD,104,23690,1/3/2015,YORKTOWN,200
1/17/2002,"MANUF, SALE, POSSESSION CONTRO",OLD WILLIAMSBURG ROAD,104,23690,1/3/2015,YORKTOWN,200
1/22/2002,"MANUF, SALE, POSS CONTROL SUBS",OLD WILLIAMSBURG ROAD,104,23690,1/3/2015,YORKTOWN,200
1/23/2002,"MANUF, SALE, POSSESSION CONTRO",OLD WILLIAMSBURG ROAD,104,23690,1/3/2015,YORKTOWN,200
1/24/2002,CITIZEN REQUESTED ASSISTANCE,OLD WILLIAMSBURG ROAD,104,23690,1/3/2015,YORKTOWN,200
2/12/2002,"ASSAULT, SIMPLE, DOMESTIC",OLD WILLIAMSBURG ROAD,104,23690,1/3/2015,YORKTOWN,200
2/22/2002,ABDUCTION & KIDNAPPING,OLD WILLIAMSBURG ROAD,104,23690,1/3/2015,YORKTOWN,200
2/27/2002,GRAND LARCENY,OLD WILLIAMSBURG ROAD,104,23690,1/3/2015,YORKTOWN,200
3/4/2002,GRAND LARCENY,OLD WILLIAMSBURG ROAD,104,23690,1/3/2015,YORKTOWN,200
3/5/2002,GRAND LARCENY,OLD WILLIAMSBURG ROAD,104,23690,1/3/2015,YORKTOWN,200
3/16/2002,MAIMING,OLD WILLIAMSBURG ROAD,104,23690,1/3/2015,YORKTOWN,200
3/17/2002,RECOVERED VEHICLE-STOLEN OTHER,OLD WILLIAMSBURG ROAD,104,23690,1/3/2015,YORKTOWN,200
3/17/2002,CITIZEN REQUESTED ASSISTANCE,OLD WILLIAMSBURG ROAD,104,23690,1/3/2015,YORKTOWN,200
3/24/2002,"ASSAULT, SIMPLE",OLD WILLIAMSBURG ROAD,104,23690,1/3/2015,YORKTOWN,200
3/26/2002,MAIMING,OLD WILLIAMSBURG ROAD,104,23690,1/3/2015,YORKTOWN,200
3/28/2002,"DAMAGE PROPERTY, PRIVATE",OLD WILLIAMSBURG ROAD,104,23690,1/3/2015,YORKTOWN,200
3/30/2002,CITIZEN REQUESTED ASSISTANCE,OLD WILLIAMSBURG ROAD,104,23690,1/3/2015,YORKTOWN,200
4/28/2002,"DAMAGE PROPERTY, PRIVATE",OLD WILLIAMSBURG ROAD,104,23690,1/3/2015,YORKTOWN,200
4/28/2002,THROWING OBJECT AT MOVING VEHI,OLD WILLIAMSBURG ROAD,104,23690,1/3/2015,YORKTOWN,200
5/16/2002,CITIZEN REQUESTED ASSISTANCE,OLD WILLIAMSBURG ROAD,104,23690,1/3/2015,YORKTOWN,200
5/31/2002,"DAMAGE PROPERTY, PRIVATE",OLD WILLIAMSBURG ROAD,104,23690,1/3/2015,YORKTOWN,200
6/21/2002,CITIZEN REQUESTED ASSISTANCE,OLD WILLIAMSBURG ROAD,104,23690,1/3/2015,YORKTOWN,200
6/22/2002,GRAND LARCENY,OLD WILLIAMSBURG ROAD,104,23690,1/3/2015,YORKTOWN,200
6/23/2002,CITIZEN REQUESTED ASSISTANCE,OLD WILLIAMSBURG ROAD,104,23690,1/3/2015,YORKTOWN,200
6/25/2002,CITIZEN REQUESTED ASSISTANCE,OLD WILLIAMSBURG ROAD,104,23690,1/3/2015,YORKTOWN,200
7/21/2002,"DRUGS, POSSESS COCAINE",OLD WILLIAMSBURG ROAD,104,23690,1/3/2015,YORKTOWN,200
7/25/2002,IDENTITY FRAUD > $200 OR IMPRI,OLD WILLIAMSBURG ROAD,104,23690,1/3/2015,YORKTOWN,200
7/30/2002,RUNAWAY JUVENILE,OLD WILLIAMSBURG ROAD,104,23690,1/3/2015,YORKTOWN,200
7/31/2002,PETIT LARCENY,OLD WILLIAMSBURG ROAD,104,23690,1/3/2015,YORKTOWN,200
8/10/2002,"BURGLARY, RESIDENTIAL",OLD WILLIAMSBURG ROAD,104,23690,1/3/2015,YORKTOWN,200
8/12/2002,DRUNK IN PUBLIC,OLD WILLIAMSBURG ROAD,104,23690,1/3/2015,YORKTOWN,200
8/13/2002,"DAMAGE PROPERTY, PRIVATE",OLD WILLIAMSBURG ROAD,104,23690,1/3/2015,YORKTOWN,200
8/20/2002,"MANUF, SALE, POSS CONTROL SUBS",OLD WILLIAMSBURG ROAD,104,23690,1/3/2015,YORKTOWN,200
8/24/2002,PETIT LARCENY,OLD WILLIAMSBURG ROAD,104,23690,1/3/2015,YORKTOWN,200
8/26/2002,CITIZEN REQUESTED ASSISTANCE,OLD WILLIAMSBURG ROAD,104,23690,1/3/2015,YORKTOWN,200
8/30/2002,"LARCENY,FROM MOTOR VEHICLE",OLD WILLIAMSBURG ROAD,104,23690,1/3/2015,YORKTOWN,200
9/22/2002,OBSCENE/THREATENING PHONE CALL,OLD WILLIAMSBURG ROAD,104,23690,1/3/2015,YORKTOWN,200
9/22/2002,CITIZEN REQUESTED ASSISTANCE,OLD WILLIAMSBURG ROAD,104,23690,1/3/2015,YORKTOWN,200
9/23/2002,CITIZEN REQUESTED ASSISTANCE,OLD WILLIAMSBURG ROAD,104,23690,1/3/2015,YORKTOWN,200
9/25/2002,CITIZEN REQUESTED ASSISTANCE,OLD WILLIAMSBURG ROAD,104,23690,1/3/2015,YORKTOWN,200
11/27/2002,POSSESSION OF MARIJUANA,OLD WILLIAMSBURG ROAD,104,23690,1/3/2015,YORKTOWN,200
11/27/2002,"BURGLARY, RESIDENTIAL",OLD WILLIAMSBURG ROAD,104,23690,1/3/2015,YORKTOWN,200
7/16/2002,DRIVING UNDER THE INFLUENCE OF,OLD WILLIAMSBURG ROAD,104,23690,1/3/2015,YORKTOWN,200
4/20/2002,DRUNK IN PUBLIC,OLD WILLIAMSBURG ROAD,104,23690,1/3/2015,YORKTOWN,200
6/1/2002,ASSAULT & BATTERY -POLICE OFCR,OLD YORK HAMPTON & BAT,248,23690,1/3/2015,YORKTOWN,200
1/3/2002,CITIZEN REQUESTED ASSISTANCE,OLD YORK HAMPTON HWY,248,23690,1/3/2015,YORKTOWN,200
1/31/2002,TAMPERING WITH AUTO,OLD YORK HAMPTON HWY,248,23690,1/3/2015,YORKTOWN,200
2/22/2002,CITIZEN REQUESTED ASSISTANCE,OLD YORK HAMPTON HWY,248,23690,1/3/2015,YORKTOWN,200
3/11/2002,"DAMAGE PROPERTY, PRIVATE",OLD YORK HAMPTON HWY,248,23690,1/3/2015,YORKTOWN,200
4/2/2002,MAIMING,OLD YORK HAMPTON HWY,248,23690,1/3/2015,YORKTOWN,200
4/11/2002,"DAMAGE PROPERTY, PRIVATE",OLD YORK HAMPTON HWY,248,23690,1/3/2015,YORKTOWN,200
6/22/2002,"DAMAGE PROPERTY, PRIVATE",OLD YORK HAMPTON HWY,248,23690,1/3/2015,YORKTOWN,200
6/25/2002,ROBBERY,OLD YORK HAMPTON HWY,248,23690,1/3/2015,YORKTOWN,200
6/27/2002,GRAND LARCENY,OLD YORK HAMPTON HWY,248,23690,1/3/2015,YORKTOWN,200
6/30/2002,CITIZEN REQUESTED ASSISTANCE,OLD YORK HAMPTON HWY,248,23690,1/3/2015,YORKTOWN,200
7/21/2002,"DAMAGE PROPERTY, PRIVATE",OLD YORK HAMPTON HWY,248,23690,1/3/2015,YORKTOWN,200
